id,dis_a_b
23,3.4422296683975846
129,2.8721044984466126
191,3.6087964337155785
212,2.8314267163400704
273,3.25809786531896
358,1.1852137064680823
803,3.1273286268005114
980,1.5574295778637495
2161,3.348924216819099
2322,1.5243585569028053
2351,2.405912037044817
2371,1.8706638955203132
2594,1.031876930645908
2622,2.373681884751748
2625,3.612188966539825
2644,3.826373481510844
2656,1.8796072063057718
2685,1.9152640862309631
2738,1.155380045699393
2793,3.8760163634845877
2808,3.5860128973561824
2822,2.9739840702325666
2901,2.0431359842149366
2903,1.5567316692336886
2936,2.9545558380229835
2937,1.930471610772697
2947,3.3762114344335896
2971,3.2398636576246047
2982,2.6839969839786004
3013,1.9757344406575073
5045,2.7886727810920076
5053,1.573872046895098
5056,3.729442631278369
5081,2.2606672576920146
5096,2.7697657319703173
5110,1.5072659519806784
5117,3.7196931755192044
5174,3.092431664563526
5219,3.965722998396284
5237,1.3831189717447099
5242,1.935198000205663
5281,3.7730489593958896
5305,2.447066521369097
5344,2.396034751417565
5368,2.034287543589563
5374,2.0045783621500317
5409,3.8321211893682117
5420,3.7275582369691698
5445,2.358343564877496
5458,2.622544234136251
5489,2.3395829414663476
5516,2.5941307002553047
5566,1.2651785209999813
5577,2.705821104581092
5605,1.600440220689392
5609,3.351930263296568
5621,2.768782566400636
5629,3.961710692364926
5637,2.3482381693517635
5644,3.562673553667329
5646,3.5595212515169705
5663,3.129661312346557
5696,1.586633571432779
5704,1.8546256576462898
5706,1.9935714935757445
5741,2.1149371645504687
5790,2.41310054701409
5794,3.6076187492587772
5798,2.670474162016601
5829,2.735827832667582
5858,2.9103140947333643
5859,1.3418817384555435
5886,2.7173032237873764
5916,3.680108131563891
5917,2.9697584969148507
5936,1.4188827470935133
5954,3.8095126788076943
5962,1.8111658123988985
6018,0.5243059507578814
6068,3.7503782702554145
6134,3.8380539469885053
6220,3.11619614434071
6242,0.5970549137223435
6288,1.001959290590598
6309,3.3571346413275256
6348,3.310175356381744
6356,3.2993326431258025
6416,3.6314330449565215
6421,3.920377947341474
6435,3.1580063600316746
6455,3.5091822238247943
6482,3.594295882367145
6489,3.7847567028813285
6635,2.481907351212236
6654,3.544786642380704
6734,1.2064442382478748
6763,1.6246353436997731
6800,2.5958434024420054
6857,0.9986129830918993
6889,2.6787719910442647
6935,2.7727236519339518
6972,3.602054737231232
6987,1.0584755169589095
7099,3.428807368459507
7101,0.6981321508133724
7165,2.199922021344888
7789,3.6056951132906314
8096,3.138948921216495
8098,1.9689441967702972
8111,3.430004177839405
8176,2.3070416662906745
8187,3.62815237414343
8212,3.4334419843652353
8253,2.2364451547036097
8303,3.952536848657696
8305,1.9020734475826098
8315,3.5317902330124684
8334,2.5426263528085546
8360,3.2763663912944234
8365,3.5816380958993026
8408,2.5293566968698866
8454,2.2373593229515634
8752,3.89684594640383
8835,1.8070945575706914
9166,2.0593896765800332
9755,1.989934395904358
9778,3.270857312693075
9900,1.9625463892606017
10037,3.832232984828908
10160,3.1300636830584394
10213,2.924345195082657
10222,3.6317432577199735
10334,3.0451455958605367
10337,2.8624314157726025
10343,2.4221193137407817
10367,1.9501049458939244
10385,2.5536774815933243
10394,1.8706960415843021
10427,2.939288391770739
10464,2.177214206273811
10484,3.4092621401121828
10512,1.9422145942198394
10571,3.6154048030621473
10574,3.9173197737742074
10607,3.5372411085493445
10612,3.391068894905565
10623,3.677461733317556
10626,3.3962255122417755
10636,1.272884378095405
10661,1.701193140122079
10706,3.6375418636761503
10763,3.544105282013029
10843,2.6356794285339697
10849,3.6134186859553523
10919,3.9330485783940516
10957,1.189707123623095
11021,1.6960643885179767
11068,3.3988784988572105
11203,3.980584826379675
11328,3.6455279590223073
11366,3.551076322749146
11396,2.3451825088896787
11453,2.9474356668125368
11473,3.4305072817297604
11475,2.537329407074426
11514,3.529906811801025
11527,3.1789266191604244
11596,3.066541661220468
11636,3.3026684196269827
11652,3.8639239562910155
11684,2.640047423816932
11773,3.1947117835574135
11936,1.4148276008050187
11978,2.194323898152058
11994,2.121016447367118
12044,1.9417524378763107
12082,3.943306292948324
12097,3.987037722419389
12250,3.195145732201547
12253,3.8635231512181387
12259,2.139707797807634
12278,3.0527229435378
12334,3.2166475358669624
12448,2.4391719845082247
12476,3.0183100321196794
12510,3.5994002403171432
12647,3.53522166207474
12685,2.6532459309309995
12689,2.354171414743936
12704,3.0805164453382785
12753,3.9924666485769915
12759,3.029816314564439
12770,2.2503742910905533
12844,3.508877407377035
12856,2.0430436534741596
12866,2.161918511415746
12883,2.2757657612323676
12932,2.722673100098602
13196,3.3927416244094553
13210,2.9194014866069184
13216,2.8796959075576503
13227,3.6957353855495194
13248,3.98662675579312
13254,3.6518947972246076
13263,3.895965433625896
13280,2.680745502654341
13291,3.3583158829988586
