nid,distance
49152143,0.0
49152144,85.307
49152147,89.80000000000001
49152148,161.85000000000002
49283224,3879.053000000001
49283228,3942.228000000001
49283241,3994.514999999999
49283243,3931.862999999999
49283246,3823.048999999999
49283252,3602.3759999999993
49283256,3410.8089999999993
49283261,2966.3100000000004
49283263,3196.2590000000005
49283276,3623.4520000000007
49276600,3800.015999999999
49348815,2070.292
49348900,84.95200000000001
49348902,208.37400000000002
49086831,4093.062000000001
49086835,4009.547000000001
49086893,3780.7259999999997
49086898,3804.127
49086903,3955.746
49283530,3909.8070000000007
49283560,4496.758000000001
49283564,4623.370000000001
49283566,4695.872000000001
49283570,4767.653000000001
49283614,4739.088
49283613,4936.267
49283617,4845.503
49283620,4448.528
49283621,4256.732
49283623,4103.703
49283624,3830.4990000000003
49283625,3859.32
49611303,2593.1079999999997
49283635,3450.1720000000005
49283638,3564.2980000000007
49283641,3765.6310000000003
49676945,4789.5289999999995
49414863,1840.216
49414864,1925.9679999999998
49087206,3997.5419999999995
49087209,3668.5289999999995
49480522,4205.035
49480529,4412.59
49480534,4521.127
49480539,4631.468000000001
49087347,4762.524
49087352,4561.703
49087353,4508.002
49087360,4530.504999999999
49087361,4588.231999999999
49677307,4714.68
49284099,4652.071
49153028,3563.373000000001
49284101,4756.928
49153031,3473.674000000001
49153032,3526.460000000001
49284104,4865.01
48956431,4836.655999999999
48956432,4879.5509999999995
3587900541,3603.027000000001
3587900543,3570.614000000001
49087810,2494.6159999999995
49087813,2585.1859999999997
49087836,2991.578
49087837,3143.133
49087838,3239.341
49087840,3347.5030000000006
49087841,3438.069000000001
49677736,2475.906
295175758,3484.5780000000004
295175765,3424.3960000000006
49350313,3356.6309999999994
4614719309,4760.378
4614719310,4649.648
4614719311,4438.1720000000005
49416064,4823.46
295176079,4600.369000000001
347998190,4231.406000000001
49481756,3804.7859999999996
49481758,3930.8429999999994
49350734,1606.643
49350736,1721.183
49023104,2407.0269999999996
49023106,2219.9469999999997
48957726,4712.117999999999
48957727,4694.314999999999
49088885,3481.069
49088886,3457.902
49088887,3408.889
49088891,3292.867
49088892,3216.1420000000003
49088893,3121.81
49088899,2938.36
49088900,2854.63
49785059,3305.744
49285575,4269.084
49285576,4336.325
49285594,4425.035000000001
49285597,4425.494
49285599,4204.405
49285601,4306.456999999999
49089105,4012.328
49416795,4253.503000000001
49547868,3957.6710000000007
49089113,4622.336000000001
49089122,4389.875
49089123,4099.564
49547878,3369.0030000000006
49547880,3301.4730000000004
49547881,3583.1880000000006
49547889,3835.3090000000007
49285771,3175.8650000000007
49285779,3915.301000000001
49285781,3862.6660000000006
49482397,492.182
49482407,825.326
49482423,1768.23
49351376,1659.0779999999997
49351377,1310.0459999999998
49089271,4557.891
49089272,4659.169
49482599,4908.915999999999
49482601,4916.548999999999
49154954,2081.9629999999997
295177209,2857.3520000000003
49548304,3859.1270000000013
49548309,3715.535000000001
49548313,3651.6600000000008
49024028,3441.326
49024030,3446.949
49548327,3663.746000000001
49220807,4600.284000000001
49220812,4466.716
295177488,2988.0650000000005
2138443115,3761.939
2138443122,4165.614
49220980,4784.696
49220982,4725.443
49155469,3711.8709999999996
49155471,3818.6319999999996
49155477,3952.1220000000003
49155481,3921.1730000000002
49155595,4816.751
49417766,1422.75
49417776,1304.408
3404009040,4174.357000000001
3404009041,4177.983000000001
3404009042,4162.687000000001
3404009044,4098.750000000001
3404009046,1717.4689999999998
3404009047,1847.5839999999998
49352313,3409.790000000001
49352320,3563.335000000001
49352321,3427.6600000000008
49221266,1705.529
49221268,1803.161
49221269,1949.857
49483537,2441.5800000000004
49483539,2053.166
49483540,2114.221
3641380642,4229.159000000001
3641380651,4291.116000000001
49155889,3634.189
49155891,3673.5519999999997
49680363,4423.947999999999
49090543,3925.7330000000006
49745904,3048.285
49090551,3838.6820000000007
49418276,4611.571000000001
49418286,4440.679000000001
49746006,3184.8910000000005
49680505,3662.3300000000013
49352865,465.952
49352867,619.332
49221843,3448.635
49484006,3940.810999999999
49484070,3382.7999999999997
49484107,4034.643999999999
49090902,3899.0850000000005
49090905,3823.7140000000004
49090908,3703.934
49090909,4357.121
49090911,3999.1189999999997
49746319,4527.553
49090963,3594.154000000001
49090968,3510.172000000001
49090971,3407.6840000000007
49418667,4251.677000000001
49091044,3935.080000000001
49091046,4020.1930000000007
49091048,3877.897000000001
49091056,3679.3830000000007
49418748,1987.674
49418755,2292.9230000000002
49025566,4284.058000000001
49091226,3826.916
49091228,3808.962000000001
49091229,3622.2790000000005
49091234,3759.2200000000007
49091235,4199.751
49091237,4294.093000000001
49091239,4511.326
49091247,4879.859
49091281,4566.688000000001
49091285,4510.393
49091287,4539.1720000000005
5717097829,4514.898
49484572,3361.1229999999996
49484574,3408.7389999999996
5751290548,4584.309
49550260,2493.654
49681342,4751.247
49615801,4188.734000000001
49288135,2928.58
49222622,3146.1379999999995
49222631,3603.7529999999997
1175131205,3170.7180000000008
1175131248,2982.2130000000006
1175131251,3019.205000000001
1175131286,3196.0100000000007
1175131296,3292.9940000000006
295179435,2522.634
1175131337,3256.080000000001
1175131339,3263.482000000001
1175131343,3287.1910000000003
1175131358,3275.801000000001
1175131380,3246.989000000001
1175131387,3280.943000000001
1175131430,3307.833000000001
49485097,4874.745
49485099,4930.928
1175131483,3314.9230000000007
1175131487,3170.565000000001
49091994,3319.454
49091995,3235.8920000000003
49616405,4564.463000000002
49092166,3882.7520000000004
49092167,3705.4040000000005
49092198,3698.5840000000003
49092199,3784.3740000000003
49092200,3960.561
49092201,4025.7630000000004
49092202,4112.52
49092203,4135.426
49092204,4152.186000000001
49288831,4509.551
49092287,4531.8330000000005
49092288,4617.120000000001
49157825,1696.923
49092310,3087.533999999999
49419991,4672.599999999999
49092311,3218.204999999999
49420004,4927.495
49092337,2234.416
49420018,4743.302
49092338,2214.235
49420024,4764.247
49420033,4752.8550000000005
2138445603,4417.134
2138445605,4407.7829999999985
3694139182,4562.308
2138445642,4657.8279999999995
49092426,4820.555999999999
48895824,2615.9210000000003
2138445649,4589.840999999999
2138445673,4501.95
49616917,4161.533000000001
49616920,3894.688000000001
49616924,3226.442
49616932,2908.2700000000004
49616945,2893.715
49616957,2915.8810000000003
49616994,4854.758000000001
49617002,4891.366000000001
49617011,4706.437000000001
49617012,4732.157000000001
49617023,4610.817000000001
49617025,4438.039000000001
49617031,4571.438000000001
49617038,4811.058000000001
49617041,4883.600000000001
49748141,4469.919000000002
49682680,4563.764000000001
48961852,907.593
48961855,1453.694
48961873,3648.3800000000006
49551726,4205.822000000001
49617426,4010.154000000001
49093341,3996.129
49093342,3991.171
49093343,3889.712
49093344,3860.402
49093345,3757.909
49093347,3542.958
49093348,3539.956
49093351,3237.9940000000006
49093354,3125.3399999999992
49093355,3094.423999999999
49093356,3179.737999999999
49093357,3217.049999999999
49093358,3275.666999999999
49093359,3294.158
49093360,3446.359
49093361,3451.4739999999997
49093362,3527.9199999999996
49093363,3607.6759999999995
4612954899,2868.3280000000004
49159039,4511.204
49159040,4470.721
49290130,4606.165000000001
49093593,4387.872000000001
49093594,4365.206000000001
49617909,4901.065000000001
49224768,4980.282999999999
49749056,4583.239
49224774,4741.764999999999
49224777,4581.2789999999995
49224784,4377.8
49618011,3133.085
4598340823,4344.911000000001
49290563,1193.933
49421636,4355.112999999999
49421638,4444.182999999999
49290567,1277.215
49290582,1673.8329999999999
49290584,1530.9279999999999
49290590,1188.882
49159552,4002.7889999999998
49159555,3915.2490000000003
49159561,4021.6890000000003
49421738,3494.501
49159786,3467.587
49159846,4641.907000000001
49159848,4731.070000000001
2138447534,4713.4929999999995
49159855,3617.0550000000003
2138447539,4351.783999999999
2138447540,4750.789
2138447559,4770.193
2138447561,4739.423
49094363,2575.439
49094368,2464.4669999999996
49618729,4340.402999999999
3590725615,2788.1679999999997
3590725617,2710.8979999999997
3590725619,2747.0399999999995
3590725620,2729.7959999999994
3590725623,2641.8309999999997
3590725627,2683.5089999999996
49094667,1556.2979999999998
49094668,1477.4609999999998
49094669,1534.7259999999999
49094708,3396.163
49094709,3359.996
5670510691,4002.866
49095111,1686.728
49095112,1787.3310000000001
49095113,1884.672
49095114,2171.2880000000005
49408555,4065.991
49408581,2307.364
295183022,2059.482
49357654,2586.9020000000005
49357655,2762.1680000000006
295183271,2596.725
2139628457,4856.335
2139628461,4893.3640000000005
49226797,2110.224
49226846,4721.661000000001
49095807,4336.304000000001
49095808,4472.588000000001
49554573,3220.764
49554579,3484.264
49554602,2219.757
49554613,2624.887
49292533,3125.172
49554731,3821.6749999999997
49554734,3619.745
49554741,4275.262000000001
49292600,2324.543
49292610,2563.176
49096011,4124.627
49685881,3705.605
295183867,2780.1800000000007
49358385,1157.013
49358425,3581.4489999999996
49358430,3508.008
49096345,4655.889
49096346,3930.3020000000006
49096348,3713.8690000000006
49096349,3748.0900000000006
49096353,3575.8230000000003
49096354,3702.045
49096355,3897.152
49096357,4004.7650000000003
49096360,3613.802
49096366,3524.55
49096369,3362.146
49096370,3451.09
49096372,3552.9950000000003
49096374,3602.9130000000005
49096376,3612.746000000001
295184086,3820.572
49161968,1224.432
49161973,1830.6190000000001
49161974,1982.451
49096618,4764.732999999999
49096621,4689.043
49096623,4782.659
295184314,3005.9780000000005
49424479,2012.3920000000003
49424480,2212.1180000000004
49555554,4434.6269999999995
49555555,4382.3949999999995
49424482,2233.9330000000004
49096846,4853.576999999999
49096848,4942.165999999999
49096894,3042.399
49096895,3117.989
48900335,4433.145999999999
48900336,4399.696999999999
49359088,3975.411000000001
49359090,3846.168000000001
49621291,3143.377
49621295,2428.838
49424692,4548.062000000001
49621300,2701.682
49424694,4488.331
49424697,4605.336
49424699,4678.851000000001
49424706,4619.744000000001
49097090,4026.7750000000005
49097095,3904.0020000000004
295184831,3424.971
49359351,4791.133
49359403,4011.8650000000002
49359405,3904.1130000000003
49359408,4049.2680000000005
49359409,4092.9680000000003
49556059,4493.279
48900711,1135.2069999999999
48900712,1114.4409999999998
49556075,4228.2970000000005
49556076,4283.522000000001
48900722,2190.056
48900724,3142.6670000000004
49359472,3890.6670000000004
49359484,3667.4750000000004
49359489,3830.3690000000006
49293961,4675.571999999999
49293964,4832.905999999999
49293970,4893.517999999999
49490572,1475.386
49359503,4108.178000000001
49359505,3937.0540000000005
3449170592,3425.0630000000006
48900786,1686.662
48900789,2911.5370000000003
48900791,2823.282
49162950,2822.963
49162957,2845.3630000000003
49162961,2890.8390000000004
295185111,3415.364
49162967,2941.9210000000003
49162983,3254.889
49162984,3300.489
49556322,3397.050000000001
49556324,3311.461000000001
3449170795,3324.3370000000004
2138450883,4664.277999999999
49097841,1860.0120000000002
49097842,1990.6950000000002
49425528,3338.579000000001
49425531,3432.784000000001
49097970,4638.371999999999
49097973,4736.949
49098011,4801.544
49098012,4752.729
49687899,4131.804
49687907,4070.1
49687916,4159.613
49229271,2555.3320000000003
49229274,2666.2670000000003
49229286,3018.6920000000005
49229292,3143.7840000000006
49098305,3235.786
49098308,3349.785
1955606152,3923.8430000000003
1955606178,2973.135
1955606182,1603.316
49229481,3050.426
1955606195,3345.7740000000003
49229498,2873.919
49491644,2936.6830000000004
49491645,2916.268
49229500,2923.221
3631951566,1549.339
3631951572,1408.213
49622814,4050.173
48967527,2422.603
48967528,2434.677
49688431,1026.126
48967544,2880.1700000000005
295186301,4688.442
1397239693,4954.113
49426323,3397.7900000000004
49360830,3079.0809999999997
1397239744,4755.700000000001
49360834,3230.151
1397239755,4806.658
1397239756,4867.883000000001
49295310,2033.931
1397239759,4990.039
49360848,2864.3749999999995
49360849,2942.0189999999993
49360850,3117.5849999999996
1397239773,4666.738
1397239777,4648.585999999999
49229835,3211.5369999999994
49229836,3422.4749999999995
49492078,3770.1200000000003
49229934,4437.651000000001
49229947,4576.167
49492102,4930.705000000001
4341706966,2758.8430000000003
4341706967,2772.8260000000005
49426694,4897.8859999999995
49623346,3616.3700000000013
4341707190,1931.3729999999998
4341707195,2032.4239999999998
4341707197,2128.093
4341707199,2256.476
4341707208,3183.763000000001
4341707211,3340.5320000000006
49099233,2901.4730000000004
49099237,3415.5060000000003
49099238,3413.857
49099239,3008.482
49099243,2789.414
49099308,1915.1609999999998
49099309,2017.7899999999997
49099310,2032.0729999999996
49099311,2193.759
49099316,3100.0990000000006
49099318,3043.678000000001
49099320,3323.6890000000008
49099326,3992.130000000001
49099329,4147.584000000001
49099331,4264.999000000001
49099370,4802.8369999999995
49623662,2076.082
49099376,3547.637
49623665,2078.973
49099377,3681.557
49122817,3302.294000000001
49493013,4655.031000000001
49148952,3058.548999999999
49493024,4295.282
49493025,4216.433
49493037,3306.4970000000017
49230900,4504.144
49230906,4547.544
49230908,4726.637
49230919,4798.490999999999
49230920,4874.150999999999
49230924,4931.3809999999985
49034339,2574.9120000000003
49034340,2591.0350000000003
49034342,2242.565
49100019,1737.588
49100020,1772.353
49493348,4013.3259999999996
49493350,4134.657999999999
5750601136,2651.765
5750601137,2729.8599999999997
49362360,4818.356000000001
49362556,4584.150000000001
49362566,4777.006
49362577,4954.778
49690281,4098.427
49362693,3209.671
49362711,3181.707
49100701,4979.669
49100723,4204.354
5542918094,3725.8860000000004
49362908,4167.406
49362910,4200.461
49362911,4348.138
49362915,4974.193
49362916,4540.364
49362917,4305.732
49100812,4785.823999999999
49100844,4971.0199999999995
49100849,4663.227
49100850,1955.863
49100856,2106.848
49100859,2185.295
49100861,2243.999
49428596,2095.948
49428598,2199.4089999999997
49166497,4443.517000000001
49166501,4034.4070000000006
49690814,4394.888999999998
49690816,4481.815
49690817,4501.083
49690890,4845.257000000001
2817210642,3157.5150000000003
49428755,997.007
49428756,1062.845
2817210645,3050.6960000000004
49494321,3267.5750000000003
49494337,3069.5310000000004
49428807,4536.248
49101138,4502.372
49101139,4683.808
49101141,4874.669
49559938,3418.669999999999
49625483,3158.235
49559998,2674.802
49559999,2623.21
49298018,2509.8300000000004
49298019,2685.4200000000005
49625702,4232.269
49625703,4177.1720000000005
49625710,4635.870000000001
49625712,4286.478
49625714,4382.076
49625717,4464.137
49625723,4238.329000000001
49101437,1295.329
49101446,1645.25
49101447,1700.708
49625736,4573.049000000001
49101481,3435.443
49101485,3415.447
49167072,3530.9880000000003
49167073,3631.7110000000002
49167075,3722.7760000000003
49167077,3851.1240000000003
49167078,3962.2760000000003
49167079,3714.0740000000005
49167081,3561.1800000000003
49167084,3524.6970000000006
49167086,3529.8610000000003
49167095,3313.2180000000003
49560628,2411.478
49560630,2337.597
5674318901,4494.033
5674318902,4572.79
49560636,2133.607
49560638,1701.386
5674318903,4408.714
5674318904,4512.875
49364289,4459.622000000001
49364290,4318.4270000000015
5724650892,1729.3509999999997
49167785,4721.731999999999
49167787,4838.0419999999995
49233356,4811.866000000001
49233363,4712.314000000001
49233364,4473.975000000001
49233366,4322.622000000001
49233369,4257.638000000001
49233375,4336.460000000001
49233380,4420.673000000001
49233385,4637.915
1228816060,3752.6180000000004
1228816072,3727.9770000000003
49299163,3655.5100000000007
49299165,3896.051000000001
49299167,3996.594000000001
49299169,4091.7180000000008
49299172,4936.161
49299173,4821.24
632569578,3507.6839999999997
632569579,3535.033
1228816107,4927.320000000001
49299179,4545.487999999999
49299185,4387.254999999999
49299194,3258.292000000001
1228816124,3740.9530000000004
49299199,3315.6350000000007
1228816142,3551.5180000000005
1228816153,3907.523
1228816190,3670.1490000000003
49299280,4375.418000000001
49299281,4307.758000000001
1228816211,3766.9620000000004
1228816226,3607.5820000000003
1228816231,3565.2960000000003
49299378,4980.537
295190457,4698.007
49561641,4327.584000000001
49561650,4108.709000000001
49430655,3502.172
49430657,3597.121
49430661,3687.179
3701162184,1378.4869999999999
3701162185,1246.254
49430783,1709.1470000000002
49430785,2084.65
49430786,2190.471
49430787,2286.773
49299718,4941.983000000001
49365275,4805.697
49365285,4681.2300000000005
49627450,4379.599000000001
49627452,4242.146000000001
6257197377,2630.692
49562014,1953.055
49562020,2297.9680000000003
48906809,4690.305
48906815,4851.511999999999
1610695384,2512.7000000000007
49103708,3304.716000000001
