id,dis_a_b
14,2.6810986423479335
37,2.396431649348956
120,3.1385745809219614
136,3.052635001109315
143,2.861065635389629
159,1.3394000037321172
165,3.9194978504923124
179,0.710576019860516
181,2.14160123505747
188,2.6402003446708138
189,1.358445556510451
218,2.063954808130255
225,1.6943084547967495
235,1.9657942109988866
241,2.242267267742975
249,3.784580855259316
252,3.768186286532104
269,2.956960889157449
274,1.2652055643259195
277,3.0244534068166002
280,2.897804399886433
303,1.7041143066126765
335,3.9211285365305026
337,3.4871330703031553
342,1.311614184888274
343,3.840103782450386
357,3.4010481355019664
393,3.4927494785632938
402,1.0307976959618268
436,1.6381887864341353
458,0.8494337231357462
487,3.4816213421348197
520,2.1194996225522207
526,3.9889180738648133
534,0.8222235766498195
539,2.335298535518927
547,3.2238622830401455
552,2.464252618949001
564,2.739310102927493
589,2.5207571263425317
605,1.9396933907198561
611,3.3959369973547635
648,1.4536827886431651
678,3.3019355535812234
681,0.8104132834545706
693,2.8144401112825777
725,2.1964953585203704
734,1.8752523376870525
771,3.4772800002296744
791,3.179066935439486
798,1.6920487286130974
799,3.969743311601306
803,1.3523076018423186
806,2.9825035205339825
833,2.5768306599390325
850,2.550911611562441
855,3.2118978439554766
869,2.1088352828048946
909,3.823412205086439
911,1.3133445892069244
925,2.362093664528008
960,3.9331738075005735
979,2.952294429761456
1020,1.8389082086940431
1021,3.5063854095069873
1025,3.573968377029494
1057,3.818701774163262
1067,1.8121443126861105
1087,2.2950158626906867
1135,3.077645673238043
1148,3.076777055622798
1217,1.8436775233228768
1242,2.1455063225277744
1266,2.2761657584635255
1269,3.1138713284274067
1292,1.2200432205459046
1300,3.712654190737582
1316,3.993395267187193
1323,2.753993582055608
1378,1.8459431247997
1413,2.532773728543532
1459,1.31977575746872
1463,3.069395784189597
1476,3.719061044134876
1478,2.8784108410707687
1509,3.3897122960504116
1521,2.03239961129598
1546,3.2691955967795243
1555,3.728895536215119
1565,3.0830177440280044
1570,3.991772751548971
1574,1.9909282759559281
1588,2.9668197687093962
1601,1.9360339924695964
1646,1.982619529814928
1650,2.2200292453018977
1681,3.374949998149713
1704,3.5552833656416967
1729,2.6563395584897056
1736,3.8757860944588503
1744,2.181165571431801
1766,1.3910762739686169
1833,3.171471149166393
1843,3.5582638154016286
1850,3.1036381232349552
1882,1.3579498554798386
1886,3.947151268952637
1889,2.200760091422085
1899,2.935515014438869
1901,3.1413169722276244
1940,3.1451287350435684
1954,2.171240124905669
1957,3.0177193590531397
1980,3.4333316443370676
1981,2.7569417930022535
1989,3.514045674149404
2000,1.4833791221417671
2007,2.2891852961260657
2022,3.775956570195047
2093,0.6125145059503123
2105,3.678544269137951
2389,2.947262073520064
2398,1.8715435608078972
2399,3.0979070224900975
2415,3.542070050125347
2425,1.50642082433807
2434,2.4333386981674594
2441,3.2247985751058432
2465,3.1058139110382683
2471,3.825700009148816
2472,1.3233438593199598
2475,3.372085040447107
2483,3.3858216801849124
2486,1.7595059562268118
2503,2.9609576575837084
2507,0.8465464251887732
2530,3.6803993003481397
2532,1.9822998007365356
2534,1.4573692462788346
2542,2.2526561433115657
2543,3.0515269046815026
2562,1.8771383779577446
2567,2.896654805115112
2571,3.213858945255298
2578,2.947553916385106
2590,1.5892711190971882
2619,3.8872864224298262
2638,1.4261646363576008
2644,3.8286342852257773
2645,3.7193060764058714
2675,3.288873322279452
2676,2.9539129658806793
2712,2.0236152055168
2716,2.5681850965218884
2722,2.8233196347562917
2728,0.08244768037907829
2729,2.209014101358182
2739,1.7432087109694145
2747,2.9203737603262128
