nid,lat,lon,distance
49091229,32.7287606,-117.0803892,3622.279
49091234,32.7306577,-117.0796608,3759.22
49091235,32.7349476,-117.0796061,4199.751
49091237,32.7357957,-117.0795779,4294.093
49091239,32.737689,-117.079697,4511.326
49091247,32.7458809,-117.0794373,4879.859
49091281,32.705894,-117.078407,4566.688
49091285,32.70747,-117.078918,4510.393
49091287,32.707714,-117.079018,4539.172
5717097829,32.7613749,-117.0669711,4514.898
49484572,32.739712,-117.062233,3361.123
49484574,32.739765,-117.062737,3408.739
5751290548,32.7568395,-117.0665568,4584.309
49550260,32.718296,-117.052483,2493.654
49681342,32.710876,-117.035858,4751.247
49615801,32.728088,-117.084961,4188.734
49288135,32.7195415,-117.0473101,2928.58
49222622,32.747593,-117.063873,3146.138
49222631,32.751385,-117.065521,3603.753
1175131205,32.7426839,-117.0290084,3170.718
1175131248,32.7426469,-117.0310233,2982.213
1175131251,32.7426559,-117.030628,3019.205
1175131286,32.7435982,-117.0308646,3196.01
1175131296,32.7444277,-117.0305953,3292.994
295179435,32.7382228,-117.0547572,2522.634
1175131337,32.7445916,-117.0298961,3256.08
1175131339,32.7446051,-117.0299736,3263.482
1175131343,32.7450939,-117.0307242,3287.191
1175131358,32.7445142,-117.0300489,3275.801
1175131380,32.7445194,-117.0299417,3246.989
1175131387,32.7445758,-117.0295849,3280.943
1175131430,32.7449909,-117.0296118,3307.833
49485097,32.702511,-117.042412,4874.745
49485099,32.702052,-117.042161,4930.928
1175131483,32.7442059,-117.0302501,3314.923
1175131487,32.7437659,-117.0304513,3170.565
49091994,32.729004,-117.025848,3319.454
49091995,32.730057,-117.025818,3235.892
49616405,32.724163,-117.093918,4564.463
49092166,32.719834,-117.0876617,3882.752
49092167,32.721428,-117.0876659,3705.404
49092198,32.721428,-117.087593,3698.584
49092199,32.7221995,-117.087586,3784.374
49092200,32.724136,-117.087059,3960.561
49092201,32.724785,-117.087059,4025.763
49092202,32.725525,-117.087067,4112.52
49092203,32.725731,-117.087067,4135.426
49092204,32.725824,-117.087208,4152.186
49288831,32.706257,-117.043587,4509.551
49092287,32.714252,-117.088837,4531.833
49092288,32.715019,-117.088837,4617.12
49157825,32.7281,-117.054779,1696.923
49092310,32.733578,-117.023354,3087.534
49419991,32.737713,-117.081421,4672.6
49092311,32.733582,-117.021957,3218.205
49420004,32.740299,-117.081322,4927.495
49092337,32.721184,-117.068024,2234.416
49420018,32.742054,-117.079773,4743.302
49092338,32.721954,-117.066162,2214.235
49420024,32.705639,-117.0807399,4764.247
49420033,32.708588,-117.080711,4752.855
2138445603,32.7489969,-117.0727058,4417.134
2138445605,32.7488872,-117.0725956,4407.783
3694139182,32.7660057,-117.0462145,4562.308
2138445642,32.7482465,-117.0734114,4657.828
49092426,32.731773,-117.01004,4820.556
48895824,32.7232347,-117.0757628,2615.921
2138445649,32.7479336,-117.0740341,4589.841
2138445673,32.7485054,-117.0733979,4501.95
49616917,32.719376,-117.025948,4161.533
49616920,32.721767,-117.026192,3894.688
49616924,32.728878,-117.02697,3226.442
49616932,32.731831,-117.026932,2908.27
49616945,32.737202,-117.026878,2893.715
49616957,32.73732,-117.027069,2915.881
49616994,32.701462,-117.070877,4854.758
49617002,32.701424,-117.067886,4891.366
49617011,32.701328,-117.058853,4706.437
49617012,32.701302,-117.056976,4732.157
49617023,32.702446,-117.050636,4610.817
49617025,32.70266,-117.048813,4438.039
49617031,32.702721,-117.047394,4571.438
49617038,32.702858,-117.044853,4811.058
49617041,32.702934,-117.044083,4883.6
49748141,32.719013,-117.023003,4469.919
49682680,32.714302,-117.037598,4563.764
48961852,32.735195,-117.045067,907.593
48961855,32.735298,-117.03923,1453.694
48961873,32.741848,-117.023102,3648.38
49551726,32.722757,-117.0914251,4205.822
49617426,32.740795,-117.020683,4010.154
49093341,32.724972,-117.023163,3996.129
49093342,32.724972,-117.023216,3991.171
49093343,32.725883,-117.023277,3889.712
49093344,32.7261454,-117.0233068,3860.402
49093345,32.727066,-117.023361,3757.909
49093347,32.728996,-117.023491,3542.958
49093348,32.729023,-117.023491,3539.956
49093351,32.731838,-117.023407,3237.994
49093354,32.733238,-117.023354,3125.34
49093355,32.735798,-117.023293,3094.424
49093356,32.736565,-117.02327,3179.738
49093357,32.7369,-117.023247,3217.05
49093358,32.737427,-117.023232,3275.667
49093359,32.738281,-117.023216,3294.158
49093360,32.739738,-117.023163,3446.359
49093361,32.739784,-117.023163,3451.474
49093362,32.740471,-117.023132,3527.92
49093363,32.741188,-117.023109,3607.676
4612954899,32.7401739,-117.0294214,2868.328
49159039,32.726772,-117.01886,4511.204
49159040,32.726994,-117.019203,4470.721
49290130,32.709934,-117.038528,4606.165
49093593,32.71862,-117.027283,4387.872
49093594,32.7184573,-117.0246882,4365.206
49617909,32.716549,-117.020737,4901.065
49224768,32.754925,-117.07428,4980.283
49749056,32.706589,-117.05899,4583.239
49224774,32.755272,-117.071831,4741.765
49224777,32.756096,-117.070427,4581.279
49224784,32.757023,-117.068588,4377.8
49618011,32.7185315,-117.046402,3133.085
4598340823,32.7259461,-117.0851773,4344.911
49290563,32.731556,-117.046356,1193.933
49421636,32.738728,-117.011581,4355.113
49421638,32.739529,-117.011589,4444.183
49290567,32.732296,-117.04631,1277.215
49290582,32.727268,-117.045471,1673.833
49290584,32.728531,-117.045753,1530.928
49290590,32.731556,-117.04641,1188.882
49159552,32.742489,-117.070358,4002.789
49159555,32.74147,-117.069946,3915.249
49159561,32.740715,-117.070557,4021.689
49421738,32.713367,-117.074562,3494.501
49159786,32.7291356,-117.0707001,3467.587
49159846,32.715763,-117.088203,4641.907
49159848,32.715755,-117.08725,4731.07
2138447534,32.7485906,-117.0729791,4713.493
49159855,32.7271,-117.076233,3617.055
2138447539,32.7485093,-117.0721998,4351.784
2138447540,32.7446584,-117.0791292,4750.789
2138447559,32.7448947,-117.079446,4770.193
2138447561,32.744618,-117.0794464,4739.423
49094363,32.74651,-117.058502,2575.439
49094368,32.746216,-117.057503,2464.467
49618729,32.75869,-117.05822,4340.403
3590725615,32.7389054,-117.0578638,2788.168
3590725617,32.7392513,-117.0574858,2710.898
3590725619,32.7392752,-117.0578676,2747.04
3590725620,32.7394288,-117.0576089,2729.796
3590725623,32.7398077,-117.0571597,2641.831
3590725627,32.739845,-117.0576002,2683.509
49094667,32.73267,-117.041222,1556.298
49094668,32.733379,-117.041222,1477.461
49094669,32.733894,-117.041222,1534.726
49094708,32.7111918,-117.0558274,3396.163
49094709,32.711517,-117.0558204,3359.996
5670510691,32.7149932,-117.0821337,4002.866
49095111,32.737099,-117.038589,1686.728
49095112,32.737129,-117.037514,1787.331
49095113,32.7371249,-117.0364733,1884.672
49095114,32.737129,-117.033409,2171.288
49408555,32.725849,-117.021393,4065.991
49408581,32.746834,-117.049667,2307.364
295183022,32.7437769,-117.0428381,2059.482
49357654,32.746971,-117.040962,2586.902
49357655,32.748547,-117.040932,2762.168
295183271,32.7447938,-117.0375834,2596.725
2139628457,32.7526457,-117.0719612,4856.335
2139628461,32.7526243,-117.0715871,4893.364
49226797,32.745441,-117.049248,2110.224
49226846,32.71648,-117.088181,4721.661
49095807,32.746674,-117.018051,4336.304
49095808,32.74577,-117.017067,4472.588
49554573,32.7456362,-117.031016,3220.764
49554579,32.74799,-117.031303,3484.264
49554602,32.7342743,-117.0322239,2219.757
49554613,32.7389983,-117.0306724,2624.887
49292533,32.742683,-117.061203,3125.172
49554731,32.708805,-117.050957,3821.675
49554734,32.710621,-117.0509573,3619.745
49554741,32.757957,-117.052338,4275.262
49292600,32.7335018,-117.0316894,2324.543
49292610,32.731846,-117.033157,2563.176
49096011,32.72905,-117.018639,4124.627
49685881,32.756062,-117.046623,3705.605
295183867,32.7452357,-117.0393251,2780.18
49358385,32.732952,-117.04509,1157.013
49358425,32.739418,-117.063553,3581.449
49358430,32.74049,-117.063904,3508.008
49096345,32.7066134,-117.0807557,4655.889
49096346,32.7085186,-117.073194,3930.302
49096348,32.7090567,-117.0710656,3713.869
49096349,32.7091412,-117.0707751,3748.09
49096353,32.70929,-117.067979,3575.823
49096354,32.709518,-117.0667671,3702.045
49096355,32.7097745,-117.0639561,3897.152
49096357,32.7100586,-117.0623896,4004.765
49096360,32.7104637,-117.0579775,3613.802
49096366,32.7114771,-117.0509589,3524.55
49096369,32.7120524,-117.0492907,3362.146
49096370,32.7125512,-117.0485475,3451.09
49096372,32.7132425,-117.0478325,3552.995
49096374,32.7136049,-117.0475176,3602.913
49096376,32.716806,-117.0449929,3612.746
295184086,32.7455879,-117.0343991,3820.572
49161968,32.7296187,-117.0504355,1224.432
49161973,32.722546,-117.061691,1830.619
49161974,32.722889,-117.06012,1982.451
49096618,32.706673,-117.062363,4764.733
49096621,32.706478,-117.0616,4689.043
49096623,32.706676,-117.060631,4782.659
295184314,32.7452826,-117.0370538,3005.978
49424479,32.735332,-117.033257,2012.392
49424480,32.733536,-117.033287,2212.118
49555554,32.725899,-117.02092,4434.627
49555555,32.726269,-117.020576,4382.395
49424482,32.73334,-117.0332769,2233.933
49096846,32.736156,-117.00457,4853.577
49096848,32.735413,-117.004379,4942.166
49096894,32.7445593,-117.0327704,3042.399
49096895,32.745239,-117.032784,3117.989
48900335,32.7621854,-117.0412505,4433.146
48900336,32.762486,-117.041237,4399.697
49359088,32.707573,-117.072304,3975.411
49359090,32.708427,-117.071388,3846.168
49621291,32.753799,-117.052521,3143.377
49621295,32.747719,-117.051338,2428.838
49424692,32.762154,-117.036438,4548.062
49621300,32.750263,-117.051208,2701.682
49424694,32.761833,-117.03598,4488.331
49424697,32.761856,-117.034729,4605.336
49424699,32.761871,-117.033943,4678.851
49424706,32.761848,-117.033318,4619.744
49097090,32.758923,-117.053032,4026.775
49097095,32.759678,-117.052582,3904.002
295184831,32.747458,-117.0312599,3424.971
49359351,32.711964,-117.090088,4791.133
49359403,32.720455,-117.089798,4011.865
49359405,32.721424,-117.08979,3904.113
49359408,32.722729,-117.089752,4049.268
49359409,32.723122,-117.089752,4092.968
49556059,32.71875,-117.093567,4493.279
48900711,32.729343,-117.060509,1135.207
48900712,32.729527,-117.060547,1114.441
49556075,32.7187073,-117.0903926,4228.297
49556076,32.7186725,-117.0869701,4283.522
48900722,32.7461589,-117.0492384,2190.056
48900724,32.7533537,-117.0434139,3142.667
49359472,32.75938,-117.046013,3890.667
49359484,32.712044,-117.046028,3667.475
49359489,32.713478,-117.045959,3830.369
49293961,32.7361595,-117.0064731,4675.572
49293964,32.736156,-117.004791,4832.906
49293970,32.73616,-117.004143,4893.518
49490572,32.7264921,-117.0492273,1475.386
49359503,32.757847,-117.045753,4108.178
49359505,32.759373,-117.045517,3937.054
3449170592,32.7462728,-117.0333201,3425.063
48900786,32.7425292,-117.0512304,1686.662
48900789,32.7354435,-117.0572813,2911.537
48900791,32.7375435,-117.0572553,2823.282
49162950,32.751114,-117.049187,2822.963
49162957,32.751503,-117.048569,2845.363
49162961,32.751659,-117.048126,2890.839
295185111,32.7473718,-117.0312529,3415.364
49162967,32.752052,-117.047867,2941.921
49162983,32.754818,-117.047707,3254.889
49162984,32.7552107,-117.0475665,3300.489
49556322,32.718887,-117.040878,3397.05
49556324,32.719292,-117.041656,3311.461
3449170795,32.7471783,-117.0333014,3324.337
2138450883,32.7475226,-117.0746618,4664.278
49097841,32.729332,-117.041924,1860.012
49097842,32.729343,-117.040527,1990.695
49425528,32.720333,-117.033997,3338.579
49425531,32.720333,-117.03299,3432.784
49097970,32.705193,-117.06263,4638.372
49097973,32.705929,-117.062973,4736.949
49098011,32.764347,-117.0494,4801.544
49098012,32.764786,-117.0494,4752.729
49687899,32.724945,-117.021713,4131.804
49687907,32.724865,-117.024048,4070.1
49687916,32.724903,-117.02581,4159.613
49229271,32.724636,-117.077049,2555.332
49229274,32.725201,-117.076073,2666.267
49229286,32.7282389,-117.0755503,3018.692
49229292,32.7293367,-117.0752982,3143.784
49098305,32.742188,-117.062943,3235.786
49098308,32.743137,-117.063293,3349.785
1955606152,32.717571,-117.0849011,3923.843
1955606178,32.7208213,-117.0802761,2973.135
1955606182,32.7417654,-117.0485712,1603.316
49229481,32.730206,-117.033707,3050.426
1955606195,32.7446946,-117.0303838,3345.774
49229498,32.729321,-117.032784,2873.919
49491644,32.751957,-117.05024,2936.683
49491645,32.751953,-117.049171,2916.268
49229500,32.729328,-117.032257,2923.221
3631951566,32.7375282,-117.0487081,1549.339
3631951572,32.7387904,-117.0486282,1408.213
49622814,32.742737,-117.069946,4050.173
48967527,32.736504,-117.030586,2422.603
48967528,32.7365,-117.030457,2434.677
49688431,32.736275,-117.047203,1026.126
48967544,32.74173,-117.031067,2880.17
295186301,32.7429308,-117.0174788,4688.442
1397239693,32.7683017,-117.054312,4954.113
49426323,32.740116,-117.027977,3397.79
49360830,32.747353,-117.063217,3079.081
1397239744,32.7672415,-117.0564411,4755.7
49360834,32.749763,-117.063599,3230.151
1397239755,32.7686568,-117.0470808,4806.658
1397239756,32.7684927,-117.0536881,4867.883
49295310,32.744755,-117.049263,2033.931
1397239759,32.7687036,-117.0448528,4990.039
49360848,32.745972,-117.061928,2864.375
49360849,32.746517,-117.062447,2942.019
49360850,32.747108,-117.062927,3117.585
1397239773,32.7669446,-117.0573246,4666.738
1397239777,32.7666291,-117.0583811,4648.586
49229835,32.74762,-117.064568,3211.537
49229836,32.749435,-117.065224,3422.475
49492078,32.759396,-117.047302,3770.12
49229934,32.751446,-117.026611,4437.651
49229947,32.753277,-117.026428,4576.167
49492102,32.769772,-117.047115,4930.705
4341706966,32.7402018,-117.0306089,2758.843
4341706967,32.7402031,-117.0307584,2772.826
49426694,32.73967,-117.076393,4897.886
49623346,32.721786,-117.029167,3616.37
4341707190,32.7426248,-117.0428459,1931.373
4341707195,32.7426461,-117.0417478,2032.424
4341707197,32.7426506,-117.040689,2128.093
4341707199,32.7426686,-117.0393464,2256.476
4341707208,32.7428012,-117.0290104,3183.763
4341707211,32.7428431,-117.0273642,3340.532
49099233,32.715347,-117.067963,2901.473
49099237,32.715881,-117.062523,3415.506
49099238,32.715881,-117.06237,3413.857
49099239,32.715881,-117.058037,3008.482
49099243,32.715885,-117.053261,2789.414
49099308,32.742479,-117.0428463,1915.161
49099309,32.7425145,-117.0417498,2017.79
49099310,32.7425195,-117.0415972,2032.073
49099311,32.7425333,-117.0398693,2193.759
49099316,32.7427593,-117.0310866,3100.099
49099318,32.7427643,-117.0304835,3043.678
49099320,32.7426918,-117.0273729,3323.689
49099326,32.744511,-117.020683,3992.13
49099329,32.745487,-117.019493,4147.584
49099331,32.746223,-117.018593,4264.999
49099370,32.728527,-117.015938,4802.837
49623662,32.740749,-117.039047,2076.082
49099376,32.742149,-117.066277,3547.637
49623665,32.740723,-117.039047,2078.973
49099377,32.743515,-117.066254,3681.557
49122817,32.726868,-117.078033,3302.294
49493013,32.763115,-117.0364,4655.031
49148952,32.749821,-117.056648,3058.549
49493024,32.75713,-117.034943,4295.282
49493025,32.757713,-117.035423,4216.433
49493037,32.728447,-117.034508,3306.497
49230900,32.760414,-117.064499,4504.144
49230906,32.760559,-117.064087,4547.544
49230908,32.760586,-117.062172,4726.637
49230919,32.760456,-117.060097,4798.491
49230920,32.760468,-117.059288,4874.151
49230924,32.760418,-117.058739,4931.381
49034339,32.748383,-117.042778,2574.912
49034340,32.748528,-117.042778,2591.035
49034342,32.7425435,-117.0393476,2242.565
49100019,32.7427791,-117.0507741,1737.588
49100020,32.7429511,-117.0504637,1772.353
49493348,32.724117,-117.025307,4013.326
49493350,32.72411,-117.02401,4134.658
5750601136,32.7318339,-117.0296742,2651.765
5750601137,32.7311316,-117.0296669,2729.86
49362360,32.707672,-117.082001,4818.356
49362556,32.7486717,-117.018243,4584.15
49362566,32.7502382,-117.0183743,4777.006
49362577,32.751186,-117.016853,4954.778
49690281,32.746143,-117.072441,4098.427
49362693,32.739998,-117.061058,3209.671
49362711,32.740582,-117.059967,3181.707
49100701,32.7591968,-117.0714764,4979.669
49100723,32.740715,-117.07251,4204.354
5542918094,32.7425448,-117.0230807,3725.886
49362908,32.757717,-117.065598,4167.406
49362910,32.75742,-117.065613,4200.461
49362911,32.757397,-117.064034,4348.138
49362915,32.757641,-117.074921,4974.193
49362916,32.757607,-117.070282,4540.364
49362917,32.757671,-117.068573,4305.732
49100812,32.765949,-117.041061,4785.824
49100844,32.752926,-117.069839,4971.02
49100849,32.755646,-117.071121,4663.227
49100850,32.744053,-117.049271,1955.863
49100856,32.7447397,-117.0505288,2106.848
49100859,32.7454407,-117.0505728,2185.295
49100861,32.746128,-117.050789,2243.999
49428596,32.728531,-117.039322,2095.948
49428598,32.728523,-117.040428,2199.409
49166497,32.729904,-117.085869,4443.517
49166501,32.729969,-117.083748,4034.407
49690814,32.734634,-117.011177,4394.889
49690816,32.734646,-117.010239,4481.815
49690817,32.734646,-117.010033,4501.083
49690890,32.725986,-117.094688,4845.257
2817210642,32.7483331,-117.0460181,3157.515
49428755,32.733459,-117.048332,997.007
49428756,32.733303,-117.047653,1062.845
2817210645,32.7483848,-117.0470414,3050.696
49494321,32.730057,-117.025299,3267.575
49494337,32.731834,-117.025208,3069.531
49428807,32.727539,-117.020988,4536.248
49101138,32.765545,-117.05336,4502.372
49101139,32.765575,-117.051132,4683.808
49101141,32.7656169,-117.0490914,4874.669
49559938,32.747654,-117.066277,3418.67
49625483,32.739204,-117.025757,3158.235
49559998,32.716686,-117.05249,2674.802
49559999,32.7186354,-117.0555607,2623.21
49298018,32.74696,-117.041786,2509.83
49298019,32.748539,-117.041763,2685.42
49625702,32.705025,-117.049782,4232.269
49625703,32.705006,-117.048813,4177.172
49625710,32.705101,-117.056297,4635.87
49625712,32.705124,-117.057129,4286.478
49625714,32.705166,-117.059891,4382.076
49625717,32.705173,-117.060768,4464.137
49625723,32.704456,-117.048813,4238.329
49101437,32.7296152,-117.0511934,1295.329
49101446,32.732384,-117.050629,1645.25
49101447,32.732864,-117.050468,1700.708
49625736,32.704403,-117.044617,4573.049
49101481,32.7288473,-117.0707253,3435.443
49101485,32.72863,-117.069687,3415.447
49167072,32.709686,-117.067978,3530.988
49167073,32.709846,-117.066681,3631.711
49167075,32.710007,-117.06543,3722.776
49167077,32.7101876,-117.0639829,3851.124
49167078,32.710369,-117.0625,3962.276
49167079,32.71072,-117.059723,3714.074
49167081,32.7109112,-117.0581047,3561.18
49167084,32.7113842,-117.0542514,3524.697
49167086,32.7117253,-117.0514911,3529.861
49167095,32.7124825,-117.0493848,3313.218
49560628,32.720459,-117.055969,2411.478
49560630,32.721119,-117.055878,2337.597
5674318901,32.7638684,-117.051149,4494.033
5674318902,32.7638866,-117.050307,4572.79
49560636,32.722912,-117.054779,2133.607
49560638,32.7253197,-117.0511519,1701.386
5674318903,32.7632552,-117.0500246,4408.714
5674318904,32.7641917,-117.0499995,4512.875
49364289,32.7203609,-117.0245422,4459.622
49364290,32.720375,-117.023033,4318.427
5724650892,32.7231701,-117.0610163,1729.351
49167785,32.738712,-117.007652,4721.732
49167787,32.739758,-117.007652,4838.042
49233356,32.736004,-117.085037,4811.866
49233363,32.735924,-117.083992,4712.314
49233364,32.735901,-117.081444,4473.975
49233366,32.735882,-117.079826,4322.622
49233369,32.7357446,-117.0790085,4257.638
49233375,32.73632,-117.078209,4336.46
49233380,32.736061,-117.077393,4420.673
49233385,32.740204,-117.075439,4637.915
1228816060,32.7241223,-117.0848362,3752.618
1228816072,32.7238721,-117.0846326,3727.977
49299163,32.731846,-117.077461,3655.51
49299165,32.734009,-117.077423,3896.051
