nid,latitude,longitude,distance
49110465,32.727211,-117.084221,4926.661
49110466,32.726723,-117.083458,4837.002
49569327,32.77232,-117.065086,3061.563
4343291726,32.7496162,-117.1082294,4687.71
4343291730,32.7496213,-117.1083649,4675.025
4343291759,32.7497263,-117.1073419,4393.433
49307830,32.733093,-117.072067,4700.132
49307835,32.7357299,-117.0714774,4396.317
49242502,32.75045,-117.084053,2345.663
49242503,32.750462,-117.083557,2299.258
49701275,32.761887,-117.058693,4166.482
49766844,32.769173,-117.060867,3254.098
49766922,32.7731852,-117.0600094,3862.283
49635953,32.73077,-117.08374,4523.627
2138464907,32.73769,-117.0795336,3402.647
2138464928,32.7430739,-117.0794603,2803.231
49636016,32.731781,-117.093819,4806.887
2138464946,32.748717,-117.0793711,2172.255
49636021,32.731659,-117.092842,4856.819
2138464952,32.7514285,-117.0794002,2473.842
2138464954,32.7522094,-117.0793872,1930.539
2138464995,32.7515396,-117.079521,1847
2138465000,32.7493601,-117.0795271,2089.378
2138465048,32.7531453,-117.0796918,1860.701
49308522,32.770588,-117.065086,2782.95
49308535,32.772114,-117.06424,2977.754
49308541,32.774178,-117.06459,3210.981
49374201,32.730953,-117.078598,4283.451
49374205,32.734924,-117.078499,4011.985
3378996254,32.7717912,-117.0564321,3893.817
48981029,32.7276359,-117.0751447,4986.727
48981030,32.7276434,-117.0754999,4953.467
49308908,32.768116,-117.108276,4678.804
49308912,32.768467,-117.106354,4577.591
49308918,32.768295,-117.103882,4759.829
2138465578,32.7458765,-117.0795644,2476.78
2138465579,32.7445699,-117.0795888,2622.096
2138465580,32.7440677,-117.0794323,2913.802
49571355,32.785065,-117.067146,4667.887
49112607,32.753944,-117.073914,2234.857
49571360,32.7846442,-117.0627972,4247.958
49112608,32.753639,-117.073578,2281.09
49571366,32.7843672,-117.0587954,4479.514
49309299,32.7524442,-117.0785682,1815.492
49309302,32.752693,-117.078323,1778.982
49571467,32.778919,-117.082581,3118.844
1228826262,32.7392637,-117.0710019,4214.838
4342965927,32.7706553,-117.0704032,2283.705
49047282,32.766071,-117.107292,4414.514
49047291,32.767521,-117.10891,4654.224
48916342,32.729435,-117.077522,4518.419
48916343,32.729496,-117.077522,4511.636
2138466240,32.7438565,-117.0795813,2701.429
49178606,32.736881,-117.095459,4937.294
49178624,32.736534,-117.083977,3767.06
49178626,32.736507,-117.081444,3609.794
49178628,32.736488,-117.079826,3533.085
49375250,32.742966,-117.058388,4488.269
49375252,32.743874,-117.05838,4242.801
49178661,32.736877,-117.097778,4950.606
49178662,32.7368699,-117.097523,4974.47
49178663,32.736877,-117.096657,4848.785
49571914,32.739136,-117.075241,3653.661
49113163,32.761425,-117.064163,2495.539
49047631,32.741428,-117.074799,3369.559
49047632,32.7424926,-117.0747866,3251.17
49047633,32.7433663,-117.074791,3337.33
49113165,32.761688,-117.06266,2639.184
49113166,32.761776,-117.06234,2670.666
49178711,32.736843,-117.085953,3811.077
49113168,32.762001,-117.060143,2879.608
1607100540,32.7731771,-117.0757853,2054.681
1607100543,32.7739037,-117.0761379,2099.901
4343425247,32.7552522,-117.1092494,3964.509
49506579,32.749817,-117.057213,4300.785
4589709684,32.7585703,-117.0779899,1351.039
4589709685,32.7598265,-117.0779786,1490.726
49310144,32.759361,-117.07737,1485.369
49310149,32.758747,-117.076752,1403.176
2993187413,32.7708453,-117.0845327,1936.154
2993187414,32.7701108,-117.0860812,2102.449
2993187415,32.7711793,-117.079482,1441.032
49769048,32.757797,-117.102112,3734.438
49507017,32.747711,-117.050484,4929.938
49507019,32.750259,-117.050247,4674.491
49113828,32.762882,-117.082199,459.377
49113834,32.761902,-117.081444,622.974
49113838,32.762241,-117.080238,690.284
49113841,32.762638,-117.076088,904.29
49113843,32.762627,-117.074898,1015.571
49375988,32.773548,-117.083023,3105.47
49113845,32.762619,-117.073639,1133.307
49375990,32.77354,-117.08136,2949.986
49375989,32.773544,-117.082191,3027.681
49113848,32.7626517,-117.0728293,1209.255
49113847,32.7626594,-117.0731327,1180.872
5085555451,32.7731661,-117.0657004,3005.508
48982808,32.7798417,-117.0996757,4333.603
49113886,32.763313,-117.116211,4932.795
48982814,32.7800444,-117.1008898,4457.696
49113887,32.763309,-117.11515,4833.585
49113888,32.763298,-117.114098,4735.21
49113889,32.763287,-117.112183,4556.143
49113890,32.764236,-117.049011,4505.903
49113891,32.764217,-117.046822,4301.211
49113892,32.7618256,-117.091361,2410.074
49113894,32.762115,-117.090782,2346.741
49113897,32.762226,-117.089828,2275.426
49113898,32.762234,-117.089798,2278.369
49113902,32.762664,-117.0891958,2281.489
49113903,32.7628298,-117.0892552,2261.147
49113904,32.7629286,-117.0890191,2233.974
49113908,32.763271,-117.110039,4355.659
49113912,32.763241,-117.106308,4006.771
49113913,32.763229,-117.105278,3910.451
49113914,32.763226,-117.104736,3859.77
49113916,32.76321,-117.103271,3722.772
49113917,32.763203,-117.102348,3636.463
49113918,32.763195,-117.101471,3718.472
49113915,32.763222,-117.104248,3814.137
49113923,32.7628645,-117.0889297,2222.91
49113922,32.763351,-117.098686,3980.645
49113925,32.762894,-117.087837,2119.642
49113927,32.762871,-117.084877,1842.85
49113928,32.762863,-117.084358,1891.388
49113929,32.762081,-117.093521,2603.462
49113933,32.761948,-117.092392,2508.775
49113934,32.761936,-117.091507,2428.434
49113935,32.762627,-117.07077,1797.985
49113936,32.762611,-117.069778,1889.604
49113937,32.762604,-117.068817,1979.467
49113938,32.762581,-117.067833,2071.513
49113939,32.762573,-117.066902,2158.572
49113940,32.7625808,-117.0662169,2222.639
48982870,32.7771413,-117.1004689,3956.504
49048434,32.769466,-117.059036,3362.223
49048438,32.772861,-117.059013,3740.622
49048439,32.77375,-117.059036,3839.498
49179560,32.757122,-117.04866,4722.881
49179561,32.757126,-117.048248,4761.41
49179966,32.747887,-117.062927,3812.623
49179980,32.746494,-117.061363,4038.936
49179987,32.7455196,-117.0588535,4027.958
49573215,32.747845,-117.058868,4049.213
49049099,32.747547,-117.07132,2999.694
49049102,32.747921,-117.069473,3178.859
49245711,32.772778,-117.049217,4423.194
49245712,32.7727907,-117.0485256,4487.852
49049108,32.748126,-117.0680716,3330.649
49376869,32.731075,-117.086571,4538.25
49376873,32.731453,-117.0867,4493.606
49049274,32.740749,-117.073601,4142.198
49245935,32.782822,-117.056328,4747.68
2139647826,32.7618395,-117.066183,2137.474
49442656,32.7690807,-117.0844526,1703.388
49508212,32.766716,-117.106262,4382.281
49115018,32.772594,-117.056641,3929.856
49049543,32.775379,-117.083008,2987.915
2139647964,32.7628902,-117.0645898,2327.774
2139647966,32.7630086,-117.0646518,2342.159
2139647986,32.7636156,-117.0630706,2491.173
2139647995,32.7637146,-117.0631559,2504.767
2139648013,32.7644482,-117.0616612,2667.676
2139648015,32.7643514,-117.0615692,2653.897
2139648022,32.7650587,-117.0607804,2772.703
2139648025,32.7649492,-117.0607045,2758.61
2139648038,32.7649418,-117.0609363,2753.363
2139648055,32.7663836,-117.0592378,2977.997
2139648059,32.7662842,-117.0591709,2965.297
2139648062,32.7661166,-117.0590778,2985.866
49442996,32.757076,-117.061287,2944.163
49181015,32.7547744,-117.0466443,4694.079
49181042,32.765965,-117.042053,4846.997
49181044,32.766445,-117.041878,4902.195
49181045,32.766838,-117.041733,4856.44
49181055,32.7688583,-117.0413969,4697.958
49113020,32.770252,-117.10936,4969.426
49181197,32.729473,-117.075798,4623.603
49115716,32.754883,-117.082588,1766.474
49115717,32.7573263,-117.0825298,1647.768
49115719,32.7589647,-117.0825167,1357.279
49115720,32.75964,-117.082497,1393.336
49115773,32.741932,-117.085274,3250.994
49115775,32.741699,-117.084778,3196.954
49443534,32.742153,-117.103317,4836.503
49705683,32.739529,-117.09063,4294.32
49443541,32.742134,-117.100967,4621.117
49443545,32.742126,-117.099907,4553.254
49443549,32.742111,-117.09774,4354.407
49443559,32.7421337,-117.093384,4011.806
49443561,32.742126,-117.092858,3962.603
4616844201,32.7514869,-117.048628,4937.14
49116191,32.753288,-117.116837,4885.07
49116192,32.753292,-117.116783,4880.001
49116193,32.753281,-117.115791,4787.226
49116194,32.753281,-117.115517,4761.603
49116196,32.753273,-117.114731,4688.092
49116197,32.753273,-117.114288,4646.664
49116199,32.753269,-117.11364,4586.053
49116200,32.753265,-117.11306,4531.812
49116202,32.753258,-117.111839,4417.626
49116216,32.753223,-117.107193,3988.526
49116217,32.75322,-117.10688,3959.254
49116219,32.753212,-117.10614,3890.047
49116220,32.753212,-117.105637,3843.008
49116221,32.753208,-117.105049,3788.019
49116222,32.753201,-117.104408,3728.07
49116223,32.753197,-117.104012,3691.035
49116225,32.753193,-117.103188,3613.976
49116226,32.753193,-117.102951,3591.813
49116233,32.753147,-117.097603,3112.493
49116234,32.753139,-117.096542,3029.123
49116242,32.753094,-117.091164,2604.427
49116243,32.753086,-117.090103,2520.897
49116245,32.753075,-117.089027,2436.985
49116248,32.7530511,-117.08474,2096.249
49116250,32.753044,-117.083656,2010.983
49116253,32.753132,-117.078293,1729.88
49116254,32.753117,-117.07692,1858.288
49378438,32.762264,-117.112587,4685.971
49247450,32.766827,-117.042953,4970.519
49050943,32.738411,-117.081429,3398.057
49575513,32.775227,-117.086151,2673.952
49313536,32.7551035,-117.0991966,3023.249
49313570,32.7387976,-117.0988448,4827.359
4614747939,32.7664494,-117.0575494,3150.862
49313578,32.742119,-117.098824,4452.645
49313586,32.74773,-117.098747,3801.531
49313591,32.7514161,-117.098709,3391.639
49313595,32.755177,-117.098671,2973.423
3456202655,32.7501804,-117.0780137,2525.104
3456202656,32.750181,-117.0782072,2507.008
3456202658,32.7504716,-117.0793743,2367.402
3456202659,32.7504758,-117.0789364,2408.357
3456202661,32.7506584,-117.0780387,2517.021
3456202662,32.7506594,-117.078212,2500.814
3456202663,32.7506634,-117.0789711,2429.823
3456202664,32.7508927,-117.0789723,2455.32
49379285,32.76992,-117.080841,1320.613
49379292,32.770573,-117.080597,1400.464
49051624,32.762657,-117.078934,638.163
49051623,32.761639,-117.078918,751.369
49576050,32.779034,-117.064468,3542.187
49576069,32.777081,-117.056213,4347.866
49576102,32.77356,-117.047127,4733.123
49576110,32.7730163,-117.0455632,4772.144
2817226979,32.7458842,-117.0545125,4621.017
3379001605,32.7835289,-117.0620223,4068.489
3379001609,32.7834327,-117.0609642,4133.145
3379001610,32.7837774,-117.0684385,4724.964
3379001615,32.7834251,-117.0625398,4118.255
3379001620,32.7810176,-117.055669,4705.085
3379001621,32.7828243,-117.0636226,4250.138
3379001622,32.7829092,-117.0660159,4458.118
3379001627,32.7838694,-117.0683735,4713.065
3379001634,32.7803342,-117.0531277,4944.313
3379001637,32.7814529,-117.057319,4531.267
3379001643,32.7829227,-117.0636703,4238.323
3379001644,32.7815448,-117.0572533,4543.19
3379001651,32.7833848,-117.0620435,4084.634
3379001654,32.7840572,-117.0705453,4917.871
3379001658,32.7806455,-117.0547881,4784.622
3379001667,32.7809166,-117.0557117,4693.166
49248587,32.7632918,-117.0977223,3030.154
3379001676,32.7828021,-117.0660184,4470.029
49248592,32.7623259,-117.0972844,2915.171
3379001687,32.7828932,-117.0592573,4300.717
49248601,32.761578,-117.096657,2812.155
49248611,32.7589111,-117.0935565,2391.963
49117601,32.758465,-117.067078,2261.105
49117602,32.759163,-117.067062,2183.476
49117603,32.7606644,-117.06709,2108.534
2139650497,32.760959,-117.067832,1954.236
1357347286,32.7499724,-117.1090228,4554.744
49117668,32.765926,-117.075188,2220.207
49117675,32.765266,-117.072594,1955.618
1357347309,32.7531247,-117.1084398,4857.756
1357347316,32.754295,-117.1086024,4988.889
4343036543,32.768663,-117.0549775,3571.051
4343036545,32.7687504,-117.054935,3560.552
49576589,32.766663,-117.063957,2888.59
49511071,32.7699411,-117.0552145,3834.863
49511076,32.769688,-117.051514,3864.555
49511077,32.769726,-117.049294,4072.165
5717326552,32.7496294,-117.1092834,4589.12
5717326553,32.7497541,-117.1094493,4580.998
49707750,32.747139,-117.058662,3999.375
49707758,32.749187,-117.059464,4211.334
49117945,32.7632696,-117.0733853,1258.007
5995461391,32.7383884,-117.0944792,4864.204
5995461397,32.7399677,-117.0944417,4694.644
5995461402,32.7375717,-117.0944068,4956.808
49445666,32.766331,-117.062157,2827.807
49445671,32.767056,-117.061562,2925.891
49445680,32.768192,-117.060013,3118.35
49445687,32.768444,-117.059647,3162.579
49445693,32.769348,-117.058434,3314.194
49445724,32.774441,-117.058151,3893.294
49118047,32.7553032,-117.1157707,4574.374
49118049,32.757164,-117.115753,4780.276
49118056,32.7515469,-117.115547,4954.447
49118068,32.757164,-117.115227,4731.089
49118069,32.75901,-117.115196,4934.225
49118072,32.764889,-117.11512,4911.064
48921624,32.741325,-117.057983,4608.869
48921625,32.741327,-117.0576207,4574.983
3379002396,32.7828058,-117.0593478,4287.832
3379002401,32.7833927,-117.0618811,4039.827
3379002402,32.7839502,-117.070554,4929.797
3379002404,32.7833289,-117.0610321,4119.973
1010138242,32.7676321,-117.0594596,3265.412
49773709,32.7596014,-117.0977998,3384.706
49118617,32.783695,-117.066002,4545.505
49118618,32.784695,-117.065979,4545.456
49774004,32.7627242,-117.1083863,4670.124
49643139,32.737732,-117.083344,3647.092
49184424,32.7576574,-117.0539551,3987.018
49643185,32.7383873,-117.0949717,4818.14
49643194,32.740963,-117.066719,4298.223
49184447,32.759678,-117.052383,4084.461
49184450,32.759705,-117.051224,4184.216
49184452,32.75972,-117.050278,4272.641
49184453,32.759735,-117.049477,4347.48
49184457,32.7598,-117.048653,4425.1
49184459,32.759777,-117.04718,4562.93
3403972551,32.7338299,-117.0878519,4199.87
49643573,32.746517,-117.068428,3378.536
5896372446,32.7707023,-117.0680662,2503.284
5896372447,32.7707654,-117.0688373,2448.184
5896372449,32.7716581,-117.0720021,2248.618
5896372452,32.7707715,-117.0719883,2166.315
5896372453,32.7725784,-117.0720114,2366.958
5896372454,32.7706713,-117.0719232,2141.556
5896372455,32.7707671,-117.0698026,2350.872
5896372456,32.7706646,-117.0698069,2339.467
49316210,32.770119,-117.062553,3025.462
49316214,32.771488,-117.061562,3203.672
49316240,32.77293,-117.062027,3378.82
49119646,32.757244,-117.055267,3933.385
49119660,32.761292,-117.056419,3516.986
49447343,32.745289,-117.073357,3396.119
49119663,32.761436,-117.05732,3430.568
49447346,32.745579,-117.072449,3304.426
49119668,32.76247,-117.058189,3601.952
49512897,32.7707749,-117.0718614,2154.444
49512908,32.770683,-117.065697,2724.854
49512910,32.770458,-117.064407,2848.06
49447375,32.747093,-117.065773,3872.375
49512912,32.770252,-117.063316,2952.606
49512917,32.769012,-117.056534,3495.729
49382003,32.761589,-117.080109,763.78
49709748,32.765358,-117.070976,2117.903
49251055,32.773163,-117.057983,3749.716
49251056,32.773163,-117.057243,3818.902
49251126,32.749714,-117.113113,4924.989
49251128,32.749706,-117.11187,4808.74
49251135,32.7496321,-117.1094572,4594.584
49251143,32.7496604,-117.1069299,4352.783
49251144,32.749653,-117.10569,4236.826
49251146,32.749645,-117.104446,4120.484
49251148,32.749634,-117.103233,4007.036
49251153,32.749615,-117.100883,3789.225
49251157,32.749603,-117.099823,3691.185
49251162,32.749596,-117.098732,3594.036
49251164,32.749588,-117.097649,3508.263
49251167,32.749577,-117.096581,3425.217
49251171,32.749557,-117.094421,3255.336
49251175,32.74955,-117.093353,3186.287
49251176,32.749542,-117.092278,3085.749
49054597,32.737705,-117.080612,3439.682
49054598,32.739944,-117.080559,3190.667
49054604,32.741219,-117.079773,3007.048
49251239,32.749512,-117.089073,2849.02
49251242,32.749508,-117.088577,2802.632
49251244,32.749504,-117.08799,2747.734
49251260,32.7491428,-117.0836015,2446.009
49251281,32.7502778,-117.0705126,3057.195
49251288,32.7520553,-117.0668448,3224.149
49251292,32.7542,-117.059959,3414.117
49251303,32.7553098,-117.0547837,3918.203
49251305,32.7552884,-117.0539669,3994.622
49251316,32.7551012,-117.0498819,4377.514
49251320,32.7551429,-117.0491336,4447.653
49054788,32.760437,-117.081322,1226.404
49054799,32.761353,-117.082657,1405.309
49054809,32.762825,-117.083717,1608.428
49054811,32.763454,-117.083847,1669.259
49054812,32.762943,-117.083252,1563.011
49054813,32.761459,-117.082428,1380.866
49054814,32.766678,-117.084686,2085.069
49054815,32.766739,-117.08432,2050.182
49054817,32.766521,-117.08403,2002.416
49054829,32.765427,-117.083794,1865.537
49054839,32.764343,-117.083687,1743.182
49054846,32.763493,-117.083382,1625.563
49054847,32.764366,-117.083473,1723.009
49054848,32.7666064,-117.0837429,1973.941
49054849,32.7654302,-117.0835371,1841.513
49054855,32.7674666,-117.0861355,2258.365
49710232,32.76408,-117.072029,2038.218
49317324,32.7831976,-117.0983545,4618.236
48957729,32.7707421,-117.0515746,3981.903
48957730,32.766006,-117.045677,4508.094
48957731,32.766006,-117.045593,4515.948
49579536,32.770142,-117.10643,4764.169
3402597959,32.7327451,-117.0894133,4437.609
3402597960,32.7328498,-117.0883362,4317.894
49382991,32.7552113,-117.1039848,3472.151
49382994,32.75708,-117.103981,3679.941
49120858,32.749531,-117.091217,3000.651
49120859,32.7513574,-117.0911788,2797.533
49120861,32.7562074,-117.0911218,2258.209
49120860,32.754936,-117.091141,2399.594
49120864,32.759041,-117.091011,2151.849
49317521,32.747189,-117.059898,3883.648
49383135,32.751598,-117.064751,3145.261
49055530,32.7658309,-117.0993246,4496.469
49776473,32.7519072,-117.077487,1934.369
4612523991,32.7611108,-117.1114127,4847.302
49776743,32.773052,-117.050171,4359.069
49186977,32.7553342,-117.1200667,4976.126
823757166,32.7731349,-117.0736989,2253.448
2149550553,32.7455585,-117.0575457,4152.152
2149550556,32.7444641,-117.0535342,4532.266
49449465,32.765697,-117.078163,1251.438
49515067,32.7515379,-117.114311,4839.611
49515071,32.75152,-117.111847,4610.885
49515076,32.7515075,-117.1094425,4383.996
49515080,32.7514816,-117.1080732,4262.179
49515083,32.7514705,-117.1056894,4036.73
49515095,32.7514328,-117.100853,3587.075
49515098,32.7514246,-117.0998001,3488.621
49515100,32.7514077,-117.097633,3305.915
49515108,32.7513742,-117.0933299,3152.238
49515117,32.7513325,-117.0879819,2544.412
49056424,32.7318239,-117.0748555,4742.04
49515229,32.761082,-117.114098,4897.229
49515235,32.764507,-117.11409,4805.231
49056514,32.767521,-117.053864,3578.546
49056515,32.767544,-117.05146,3803.336
49056516,32.767548,-117.051132,3834.008
49056517,32.767578,-117.049232,4011.692
49056518,32.7676071,-117.0478122,4144.485
49056519,32.767632,-117.046224,4293.009
49056521,32.767662,-117.044823,4424.047
49056520,32.767647,-117.045601,4351.284
49056523,32.767689,-117.043419,4555.357
49056524,32.767708,-117.042618,4630.281
49056525,32.767727,-117.041344,4749.42
49056526,32.767742,-117.040398,4837.887
49056527,32.7673484,-117.0564992,3255.647
49056522,32.76767,-117.044327,4470.432
49646346,32.745869,-117.079781,2497.054
49646354,32.7464006,-117.0768996,2744.272
49056534,32.766644,-117.054268,3471.178
48860023,32.7532307,-117.1082324,4085.731
48860025,32.758846,-117.105003,3972.186
48860027,32.763279,-117.111107,4455.527
48860028,32.763279,-117.110947,4440.566
48860026,32.758846,-117.10479,3952.268
49449869,32.741791,-117.063881,4472.478
48860103,32.7549331,-117.0750823,1877.654
48860104,32.7549331,-117.0750142,1871.286
48860105,32.7577413,-117.0663567,2399.138
49319001,32.765972,-117.042976,4760.691
49319224,32.761665,-117.054367,3610.804
49319230,32.763298,-117.055283,3404.91
49122814,32.726044,-117.077248,4976.187
49581570,32.785591,-117.062042,4906.064
49581574,32.7860688,-117.0614447,4999.507
49778244,32.768135,-117.075394,1455.827
5136158293,32.7752289,-117.0791296,2478.73
5136158296,32.7752772,-117.0788938,2455.889
49647252,32.744671,-117.088791,3804.408
49647261,32.741283,-117.088783,3727.15
49712826,32.747047,-117.060707,3804.337
49123117,32.7443115,-117.0530024,4636.386
49123120,32.7443989,-117.0535827,4523.714
49123122,32.7454705,-117.057547,4142.362
49123123,32.7457559,-117.0586963,4023.161
49385278,32.758766,-117.051247,4288.775
49123143,32.7528765,-117.0644068,2987.622
49123144,32.753674,-117.06488,2876.276
49123145,32.755825,-117.065964,2616.501
49123149,32.758827,-117.066338,2330.797
49123152,32.759575,-117.066391,2247.044
49123158,32.761328,-117.0670923,2034.662
49123159,32.7618597,-117.0670738,2196.962
49123166,32.767162,-117.067673,2684.608
49123167,32.768719,-117.068657,2581.665
49123169,32.770134,-117.069557,2403.231
49123172,32.7707643,-117.0698722,2357.387
49123177,32.7738299,-117.0682906,2747.716
49123187,32.7768004,-117.0677574,3093.902
49123190,32.7779514,-117.0673372,4886.181
49123191,32.7784154,-117.067035,4827.344
49123214,32.7846537,-117.0622825,4199.831
49123217,32.7854107,-117.0628735,4306.701
49516483,32.769157,-117.109047,4815.304
49516491,32.769321,-117.106422,4672.875
4619276303,32.7558269,-117.0539334,3966.276
4619276304,32.7558713,-117.0547676,3888.111
4619276312,32.7551662,-117.0582734,3547.625
4619276313,32.7546274,-117.0601225,3364.623
49451149,32.774632,-117.085968,2604.896
49320444,32.7716579,-117.0718751,2252.659
4343304781,32.7492787,-117.0865417,2722.263
49648251,32.74543,-117.088089,3911.335
49320585,32.731411,-117.088074,4553.589
49320587,32.733265,-117.085854,4260.979
49451662,32.764595,-117.103394,4104.383
49451666,32.764965,-117.103653,4056.133
49779346,32.751316,-117.071564,2531.753
49058718,32.733917,-117.08065,3891.308
49058721,32.730747,-117.08065,4245.971
49583024,32.766674,-117.063087,2847.765
49320911,32.759399,-117.092934,2383.427
49320914,32.759903,-117.093613,2468.876
49320936,32.761673,-117.094398,2625.648
49320960,32.765062,-117.0954071,3048.405
49320965,32.765449,-117.0954963,3092.238
49320972,32.754757,-117.049141,4490.582
49114780,32.75494,-117.069,2577.085
49114781,32.756569,-117.069748,2382.912
3256194416,32.7818827,-117.1006698,4354.18
3256194438,32.7801379,-117.1015887,4153.196
49124782,32.771217,-117.0705157,2328.452
49714746,32.732403,-117.084534,4383.925
4599945091,32.7371746,-117.0949512,4953
4599945092,32.740261,-117.0949914,4611.051
4342978447,32.757456,-117.0825291,1440.22
4342978449,32.75756,-117.0817662,1367.949
4342978451,32.7576841,-117.080844,1280.615
4342978455,32.7578855,-117.0793535,1139.446
4342978458,32.7580086,-117.0785476,1246.753
4342978461,32.758181,-117.0774077,1355.752
4342978462,32.7583563,-117.0761224,1380.457
4342978463,32.7585278,-117.0749295,1471.396
4342978464,32.7586925,-117.0736919,1567.762
4342978466,32.758851,-117.0726223,1637.395
4342978469,32.7592712,-117.0715222,1689.045
3256194421,32.7801554,-117.1014611,4141.109
49453096,32.752071,-117.072968,2494.874
49190984,32.744793,-117.053223,4579.006
49190994,32.745815,-117.05394,4566.263
49190999,32.7478096,-117.0544775,4662.225
49387734,32.775928,-117.062286,4267.048
49453317,32.731983,-117.076889,4305.899
49715579,32.744026,-117.056686,4350.546
49257013,32.773357,-117.102303,4856.169
49257021,32.773079,-117.101913,4882.027
49257038,32.774784,-117.100632,4626.707
49584803,32.765213,-117.108353,4422.949
2138479312,32.7487544,-117.0790024,3436.701
2138479317,32.7488374,-117.079374,2185.646
2138479321,32.7488812,-117.0795335,2142.636
2138479340,32.7490226,-117.0802055,2171.222
49519340,32.764408,-117.0783,892.136
2138479351,32.7491341,-117.0815237,2295.386
2138479368,32.7490324,-117.0815295,2306.708
49715987,32.741379,-117.067841,4279.029
49257252,32.760166,-117.069527,1771.457
2138479441,32.7493431,-117.079365,2241.891
3329399672,32.7712116,-117.0718574,2203.005
4786199526,32.7432099,-117.0550234,4678.847
49192056,32.756378,-117.048218,4846.943
49519757,32.753231,-117.045959,4929.022
49519870,32.733189,-117.083717,4254.638
49519898,32.73222,-117.092369,4780.341
49519899,32.731918,-117.091873,4837.614
296263016,32.7606174,-117.1087944,4472.669
48864617,32.7742771,-117.0448653,4968.636
48864646,32.7746495,-117.0455962,4853.074
4343307690,32.7494276,-117.0869954,2767.812
49585608,32.730381,-117.087936,4749.931
49127051,32.74995,-117.08358,2356.23
296263334,32.7619527,-117.1097987,4506.343
296263335,32.7624074,-117.1100047,4452.238
296263336,32.7627968,-117.1100578,4408.42
296263439,32.7632622,-117.1086913,4229.637
3298795372,32.7732965,-117.0694639,2650.809
49258383,32.761196,-117.055077,3578.833
49061809,32.765446,-117.057243,3218.905
49061810,32.765662,-117.056659,3271.709
49061811,32.765812,-117.056259,3312.661
49455124,32.771774,-117.052803,3977.764
49455130,32.771557,-117.052101,4061.886
49455387,32.764957,-117.10833,4385.516
49455388,32.764957,-117.107819,4337.736
49455392,32.764938,-117.106293,4195.033
49455397,32.764912,-117.10421,4002.366
49455410,32.765327,-117.102287,4204.836
4616855949,32.7589747,-117.1102086,4501.318
49652398,32.762794,-117.106308,4056.475
49652434,32.780083,-117.056557,4746.708
49390330,32.7448132,-117.0748331,3606.754
49652619,32.788086,-117.063683,4661.137
49193876,32.755569,-117.09581,2702.335
49193879,32.7580766,-117.0957762,2929.64
49193886,32.7383944,-117.0954973,4768.973
49193891,32.740261,-117.095512,4562.359
49193900,32.732132,-117.096077,4992.16
49193921,32.7477,-117.09552,3548.614
49193923,32.749569,-117.095497,3340.779
49193924,32.751391,-117.0954821,3138.177
49193927,32.755623,-117.095444,2667.586
49390539,32.737106,-117.083977,3703.456
49390540,32.737095,-117.083427,3754.914
49259576,32.733414,-117.094757,4803.571
49259577,32.734802,-117.093369,4601.889
49259585,32.73711,-117.092232,4314.764
49194499,32.778568,-117.062172,3765.577
49194514,32.7767142,-117.0614742,4011.977
49260092,32.734703,-117.085838,4100.728
49391172,32.768921,-117.070663,2188.485
49260101,32.734219,-117.086319,4195.881
49260114,32.733013,-117.086807,4342.378
49129076,32.7458493,-117.0835776,2778.678
49129077,32.7459284,-117.0833361,2754.44
49260150,32.733559,-117.087708,4245.908
49129078,32.746254,-117.082558,2673.16
49129080,32.746723,-117.081528,2563.62
49129081,32.747269,-117.080299,2613.805
49129079,32.746437,-117.082153,2630.163
49260156,32.7336502,-117.0879378,4221.407
49522337,32.753578,-117.052147,4983.568
49325749,32.7656,-117.062893,2718.359
49522521,32.729275,-117.089844,4884.082
49129343,32.781712,-117.055397,4762.536
2668996615,32.7496155,-117.1075878,4423.089
49063967,32.760616,-117.077026,1194.411
49063968,32.760719,-117.076859,1175.045
49063972,32.760849,-117.076134,1103.273
49063974,32.760853,-117.074913,1212.836
49063976,32.760838,-117.073669,1329.181
49063977,32.76083,-117.072739,1416.148
49063978,32.760845,-117.071747,1508.923
49063979,32.76083,-117.07077,1600.296
49063980,32.76083,-117.069794,1691.56
49063984,32.760864,-117.108391,4463.278
49063986,32.760853,-117.107368,4367.611
49063987,32.760845,-117.106339,4271.387
49063989,32.760838,-117.105309,4175.07
49063990,32.760834,-117.104782,4125.789
49063991,32.76083,-117.104271,4078.295
49063992,32.760818,-117.103157,3974.119
49063993,32.760815,-117.102386,3902.024
49063996,32.761108,-117.102386,3869.444
49063997,32.761093,-117.101509,3951.467
49064014,32.760948,-117.114098,4912.129
49064021,32.760147,-117.113068,4847.465
49064023,32.7599627,-117.1120526,4750.106
49064025,32.7599369,-117.1114336,4716.755
49064028,32.760124,-117.110802,4652.997
49064029,32.760567,-117.110184,4678.389
49064031,32.760796,-117.109558,4742.612
49064061,32.761021,-117.094093,2533.667
49064063,32.760971,-117.093529,2480.033
49064064,32.7609697,-117.092638,2396.717
49064066,32.7609655,-117.09169,2308.065
49064068,32.760956,-117.090714,2216.789
49064069,32.760948,-117.089821,2133.282
49064071,32.760944,-117.088951,2051.928
49064073,32.760937,-117.08786,1949.905
49064075,32.760925,-117.086777,1848.62
49064077,32.760925,-117.085701,1748.002
49064079,32.760906,-117.084633,1648.112
49064080,32.760899,-117.084282,1615.281
49260741,32.759003,-117.114128,4834.353
