nid,latitude,longitude,distance
49098050,32.7551963,-117.1018788,3275.2
49098051,32.757065,-117.10186,3484.954
49098060,32.7421526,-117.1020996,4723.323
49098061,32.7440264,-117.1020808,4514.958
49098062,32.7458763,-117.1020631,4309.252
49098064,32.7477579,-117.1020523,4100.024
49098066,32.7496223,-117.1020102,3892.672
49098067,32.7514414,-117.1019521,3690.324
5896482236,32.7490561,-117.0836035,2455.651
49229286,32.7282389,-117.0755503,4887.083
49098305,32.742188,-117.062943,4518.148
49098308,32.743137,-117.063293,4632.147
49557121,32.7690132,-117.077057,1988.115
49491644,32.751957,-117.05024,4863.301
49491645,32.751953,-117.049171,4802.386
2853908208,32.7716956,-117.0942232,2934.345
49622814,32.742737,-117.069946,3766.012
4625674053,32.7725665,-117.0738128,2310.52
49098574,32.744518,-117.087646,3290.674
49098576,32.745132,-117.084213,2944.917
49098575,32.745148,-117.084953,3014.148
3317903216,32.7768321,-117.0679587,3113.049
1397239689,32.7686196,-117.0492574,3950.803
1397239693,32.7683017,-117.054312,3473.959
1397239704,32.7687353,-117.0426493,4568.811
1397239737,32.7687783,-117.0404406,4775.387
49360830,32.747353,-117.063217,3745.737
1397239744,32.7672415,-117.0564411,3242.578
49360834,32.749763,-117.063599,4030.579
1397239755,32.7686568,-117.0470808,4154.364
1397239756,32.7684927,-117.0536881,3536.04
1397239759,32.7687036,-117.0448528,4362.748
1397239760,32.768586,-117.0514903,3741.994
1397239763,32.7687559,-117.0413903,4686.555
49360848,32.745972,-117.061928,4117.429
49360849,32.746517,-117.062447,4195.073
49360850,32.747108,-117.062927,3784.241
1397239773,32.7669446,-117.0573246,3153.616
1397239777,32.7666291,-117.0583811,3048.787
49229835,32.74762,-117.064568,3744.079
49229836,32.749435,-117.065224,3955.017
49492078,32.759396,-117.047302,4606.804
49492102,32.769772,-117.047115,4275.963
49492112,32.7732195,-117.0466628,4664.389
49426694,32.73967,-117.076393,3530.636
460861916,32.7357797,-117.0935491,4716.572
49099376,32.742149,-117.066277,4206.297
49099377,32.743515,-117.066254,4358.205
49122817,32.726868,-117.078033,4856.339
49296010,32.7553262,-117.1190057,4876.904
3586143008,32.7793957,-117.0903736,3208.348
49148952,32.749821,-117.056648,4247.945
49230900,32.760414,-117.064499,2450.277
49230906,32.760559,-117.064087,2493.677
49230908,32.760586,-117.062172,2672.77
49230919,32.760456,-117.060097,2883.989
49230920,32.760468,-117.059288,2959.649
49230924,32.760418,-117.058739,3016.879
49755298,32.7789958,-117.0624979,3733.612
49755316,32.775833,-117.04953,4999.12
49427863,32.7513492,-117.0901178,2714.026
49427873,32.756355,-117.090057,2157.289
3317904828,32.7716385,-117.0700165,2426.461
49034719,32.762146,-117.08091,681.036
49034721,32.76239,-117.080971,708.761
5717308912,32.7495268,-117.0873565,2803.348
5717308916,32.7494662,-117.0876947,2775.763
49690281,32.746143,-117.072441,3367.946
49100701,32.7591968,-117.0714764,1698.361
49100723,32.740715,-117.07251,4127.79
49362908,32.757717,-117.065598,2470.136
49362910,32.75742,-117.065613,2503.191
49362911,32.757397,-117.064034,2650.868
49362914,32.757477,-117.076157,1687.027
49362915,32.757641,-117.074921,1570.017
49362916,32.757607,-117.070282,2003.846
49362917,32.757671,-117.068573,2189.814
49100812,32.765949,-117.041061,4939.769
49100844,32.752926,-117.069839,2555.672
49100849,32.755646,-117.071121,2253.498
49166501,32.729969,-117.083748,4612.697
49101138,32.765545,-117.05336,3608.622
49101139,32.765575,-117.051132,3816.974
49101141,32.7656169,-117.0490914,4007.835
49428825,32.7553192,-117.1179227,4775.626
49428828,32.757179,-117.117897,4980.775
49625472,32.778118,-117.098663,3637.258
49559938,32.747654,-117.066277,3951.212
3843111458,32.7639039,-117.1083464,4502.626
49101542,32.770206,-117.077789,1928.351
4617026302,32.7434255,-117.0928757,4107.235
49560456,32.73381,-117.084877,4508.444
1190476703,32.7550056,-117.0997578,3090.411
1190476715,32.7550658,-117.1018796,3289.711
1190476717,32.755032,-117.1004478,3228.729
1190476724,32.7551342,-117.0997525,3076.103
1190476726,32.7550727,-117.103478,3534.265
1190476730,32.7550509,-117.1008364,3192.325
1190476736,32.755076,-117.1029256,3585.923
1190476823,32.7550805,-117.1039866,3486.696
1190476824,32.7550997,-117.1071747,4184.263
1190476825,32.7550975,-117.1061146,3685.591
1190476826,32.7550884,-117.1050236,3787.62
5674318901,32.7638684,-117.051149,3859.208
5674318902,32.7638866,-117.050307,3937.965
5674318903,32.7632552,-117.0500246,3896.663
5674318904,32.7641917,-117.0499995,4000.824
49233356,32.736004,-117.085037,3934.456
49233363,32.735924,-117.083992,3834.904
49233364,32.735901,-117.081444,3677.178
49233366,32.735882,-117.079826,3599.267
49233369,32.7357446,-117.0790085,3659.394
49233375,32.73632,-117.078209,3766.438
49233380,32.736061,-117.077393,3850.651
49233385,32.740204,-117.075439,3955.332
49299163,32.731846,-117.077461,4250.265
49299165,32.734009,-117.077423,4009.724
49299167,32.734913,-117.0774,3909.181
49299169,32.7357683,-117.0773796,3814.057
49299172,32.738556,-117.075722,3568.911
49299173,32.739067,-117.07679,3453.99
49299179,32.741211,-117.077591,3178.238
49299185,32.7425593,-117.0772505,3020.005
49299194,32.728283,-117.077454,4647.483
49299199,32.72879,-117.077522,4590.14
49299201,32.775146,-117.076942,2272.275
49299202,32.7756748,-117.0767477,2333.817
49299213,32.778046,-117.077713,2625.338
49299218,32.769013,-117.076286,1916.252
49299222,32.7706396,-117.0762672,1735.369
49299226,32.7717364,-117.0761758,1857.888
49299245,32.7582804,-117.0761233,1388.897
49299246,32.758694,-117.076118,1342.904
49299250,32.761673,-117.076103,1011.602
49299251,32.764751,-117.076057,955.852
49299276,32.765793,-117.077278,1168.002
49299362,32.74205,-117.084427,3145.954
49299364,32.742874,-117.083656,3029.357
49299368,32.744064,-117.082039,2827.67
49299378,32.745846,-117.080513,2565.561
49561683,32.764389,-117.09436,2921.446
49430655,32.757023,-117.047638,4796.701
49430657,32.75703,-117.046623,4891.65
49430661,32.756977,-117.045662,4981.708
49365275,32.729996,-117.090736,4815.098
49365285,32.73019,-117.089722,4690.631
49365312,32.747692,-117.094437,3492.28
49365314,32.7513825,-117.0943981,3052.338
49365318,32.755772,-117.094353,2564.227
49365320,32.757,-117.094353,2676.009
49365324,32.735149,-117.094757,4998.852
49693008,32.733631,-117.091309,4594.464
49365330,32.7411833,-117.0944449,4764.336
49365335,32.7424756,-117.0944706,4073.981
49693036,32.736523,-117.090073,4158.048
380060049,32.7718666,-117.0950074,4088.181
48906809,32.76762,-117.046967,4223.525
48906812,32.77079,-117.049316,4190.496
48906813,32.770794,-117.049187,4202.565
49627978,32.774662,-117.083008,3067.642
49235024,32.752777,-117.061829,3289.335
49235025,32.753563,-117.062157,3196.709
49235027,32.753989,-117.0623244,3146.82
49235029,32.754383,-117.062477,3100.744
49235033,32.755375,-117.063049,2977.362
49235044,32.756618,-117.062927,3139.465
49235052,32.757393,-117.063293,3241.801
49104054,32.7394415,-117.0793885,3220.582
49104055,32.7390548,-117.0785495,3310.063
49104056,32.7384457,-117.0772162,3451.973
49104057,32.7380445,-117.0763025,3548.376
49759480,32.7664911,-117.0881538,2476.905
49497379,32.766628,-117.094688,3672.685
49497389,32.766014,-117.09417,3765.565
49497392,32.7670593,-117.0967782,3428.41
49497408,32.766937,-117.095047,3608.923
49169765,32.752056,-117.057442,4583.331
49169772,32.751747,-117.056053,4445.397
1229079994,32.7792677,-117.099488,4710.934
49038793,32.7475344,-117.0721027,3021.162
49038796,32.7475942,-117.0733325,3158.313
49104349,32.745579,-117.053589,4610.274
49104356,32.747791,-117.053093,4685.378
49104357,32.750271,-117.053047,4412.634
49104370,32.753395,-117.05584,3925.554
49038851,32.747262,-117.0730644,3116.604
5913331255,32.7588679,-117.1093548,4375.213
49235577,32.7552802,-117.1125517,4273.342
49235580,32.757145,-117.112518,4477.741
49235582,32.758995,-117.11248,4680.242
5805917835,32.7431524,-117.0548682,4676.485
49039332,32.769924,-117.070007,2374.179
49039556,32.75902,-117.0920995,2253.661
49105319,32.750252,-117.049187,4773.625
49105321,32.750244,-117.048576,4830.775
49105322,32.75024,-117.048119,4873.516
49105324,32.750244,-117.047043,4974.144
460868064,32.736876,-117.096785,4860.758
49760763,32.779579,-117.061447,4801.962
49236482,32.772114,-117.083702,3341.588
49105616,32.785023,-117.101517,4705.651
49105617,32.785019,-117.099823,4864.011
49105619,32.7850059,-117.0977569,4831.326
49105621,32.784996,-117.096771,4923.497
49695588,32.746704,-117.07016,3166.086
49499010,32.787148,-117.063393,4708.076
49499012,32.787785,-117.063988,4617.17
49499024,32.790718,-117.06382,4954.706
49564571,32.770748,-117.083527,1771.802
49564573,32.7709177,-117.0817652,1833.067
49630126,32.7696322,-117.0789613,1222.982
49302459,32.7586109,-117.0736919,1576.836
49237034,32.752056,-117.047562,4967.147
49171599,32.731266,-117.093163,4909.84
49171600,32.73085,-117.092407,4994.341
49433959,32.758263,-117.06321,2679.968
49433960,32.758778,-117.063217,2622.699
1689931311,32.7622572,-117.1095855,4495.017
49696464,32.741859,-117.059792,4606.739
49106735,32.7666845,-117.0673556,2623.781
49106746,32.7680481,-117.0642074,2982.993
49106749,32.768246,-117.063057,3057.581
5805920067,32.7435507,-117.0544869,4615.531
49368907,32.729225,-117.084953,4810.276
49368908,32.729206,-117.083748,4697.539
49368910,32.729183,-117.081596,4505.173
49631062,32.759232,-117.101738,3899.605
49368922,32.728302,-117.079674,4487.676
49303421,32.7688302,-117.0426522,4579.367
49303424,32.769852,-117.042671,4691.566
49631212,32.758793,-117.064461,2506.36
49631222,32.75824,-117.070267,1950.451
49303547,32.760529,-117.0486296,4655.318
49303548,32.7605054,-117.0469982,4502.745
49696825,32.75848,-117.070267,1977.138
49107012,32.76313,-117.070671,1855.234
49107017,32.763935,-117.071457,1982.356
49107023,32.76487,-117.071037,2063.341
49238173,32.750214,-117.05555,4265.446
49631405,32.73777,-117.078171,3462.076
49238191,32.752758,-117.057213,4619.721
49631411,32.741222,-117.078407,3110.484
49631413,32.742069,-117.0784,3204.669
3264303399,32.7785601,-117.0644547,3594.942
49041799,32.7722486,-117.0969582,4006.204
49631867,32.7472684,-117.0800209,2639.814
49631873,32.747219,-117.087868,3005.211
49631908,32.747807,-117.108177,4672.848
49631911,32.747784,-117.105713,4442.394
49631919,32.747719,-117.097672,3716.098
49631922,32.747684,-117.093384,3393.797
49631960,32.746155,-117.089157,3634.691
49763148,32.7850367,-117.0586326,4556.797
49763161,32.785149,-117.058563,4570.878
49658548,32.7671795,-117.0934077,3130.953
49304461,32.76899,-117.063828,3178.325
49304464,32.768921,-117.063087,3105.707
48976806,32.766018,-117.088013,2420.54
48976807,32.7661117,-117.0879877,2431.224
49763267,32.772602,-117.101784,4936.421
49566748,32.763039,-117.072403,1784.132
1336235038,32.7610881,-117.1131249,4988.224
1336235048,32.760883,-117.1095683,4752.334
1336235058,32.7609621,-117.1095683,4620.057
49239204,32.759354,-117.044037,4912.187
49042819,32.749521,-117.0899939,2930.2
49042820,32.749523,-117.090134,2917.096
49108357,32.7708775,-117.0579147,3495.449
49108358,32.770878,-117.057167,3565.357
49108359,32.770893,-117.056412,3793.863
49108361,32.770821,-117.048027,4311.064
49108362,32.7708254,-117.0470484,4393.376
49108363,32.7708869,-117.0449419,4590.452
49108371,32.7711347,-117.0550502,3974.801
49108372,32.7711193,-117.0546043,3933.075
49108373,32.771084,-117.053581,3837.319
49108374,32.770714,-117.053574,3796.172
49108375,32.770763,-117.050499,4082.496
49763765,32.749878,-117.05851,3696.505
49108558,32.775642,-117.092957,3084.096
4343420556,32.7551051,-117.1082178,4086.683
4343420557,32.7550972,-117.1083871,4070.827
49501856,32.757156,-117.1147,4681.8
49501857,32.757153,-117.114166,4631.864
49501865,32.757133,-117.111443,4377.206
49501871,32.7571305,-117.1093559,4182.023
49501874,32.757114,-117.108223,4076.067
49501880,32.757095,-117.106102,3878.195
49501894,32.7570848,-117.1008145,3387.16
49501896,32.7570924,-117.100215,3336.899
49502029,32.756981,-117.092934,2543.299
49502032,32.756744,-117.074944,1669.782
49174537,32.774406,-117.064629,3445.613
49633356,32.772141,-117.050583,4238.307
49633379,32.774334,-117.051323,4499.557
49633383,32.7747553,-117.0516779,4557.186
49109137,32.744884,-117.062172,4360.135
49109141,32.745411,-117.06102,4223.045
49568151,32.758774,-117.061638,2770.353
49240593,32.765884,-117.065033,2700.708
49240594,32.765919,-117.062729,2757.385
49371683,32.754692,-117.069763,2503.459
49044163,32.767387,-117.085457,2193.153
49044164,32.766926,-117.085449,2244.419
49109701,32.768044,-117.093391,3134.427
49109700,32.7682641,-117.094593,3249.448
49306344,32.771606,-117.053589,3895.368
5531917032,32.7694726,-117.0697425,2430.14
49306352,32.761326,-117.053398,3715.003
49306353,32.763268,-117.053352,3585.5
49306361,32.76859,-117.0536754,3546.924
49306363,32.7691548,-117.053688,3609.738
49306365,32.769657,-117.053703,3665.598
49306366,32.769894,-117.053703,3691.951
1334270742,32.7606709,-117.1120407,4828.862
49044257,32.7402631,-117.0977204,4560.312
49044258,32.7393968,-117.0977119,4656.644
49437520,32.7296203,-117.0800121,4297.025
49437524,32.730675,-117.079933,4178.127
49437531,32.73769,-117.079826,3399.429
49437534,32.742863,-117.079742,2824.197
49437540,32.743748,-117.079849,2729.247
49437552,32.73769,-117.079376,3415.352
49437556,32.741234,-117.079361,3021.248
49241029,32.764557,-117.043747,4988.147
49241030,32.764549,-117.043007,4918.948
49699942,32.74374,-117.084129,3102.659
