nid,lat,lon,distance
49217567,32.739734999999996,-117.164001,2665.942
49217573,32.739754,-117.16126299999999,2440.526
49217577,32.739754,-117.160362,2360.469
49217580,32.7397507,-117.15944350000001,2274.56
49217600,32.73925,-117.133629,4566.297999999999
49217602,32.73925,-117.132507,4671.239999999999
49217605,32.739258,-117.13143899999999,4771.134999999998
49217609,32.739258,-117.130371,4871.025999999999
49479756,32.7553385,-117.15000900000001,2375.5679999999998
49479760,32.755344,-117.148758,2473.599
49414284,32.7219749,-117.1602172,4337.017000000002
49414287,32.721985,-117.15929579999998,4250.814
49414290,32.721992,-117.157478,4420.871
48890105,32.760925,-117.153648,3244.806
48890106,32.760925,-117.153709,3250.51
48890113,32.743279,-117.151199,2471.9020000000005
48890114,32.743412,-117.151199,2457.1130000000007
48890115,32.7414568,-117.16400279999999,2474.481
48890121,32.748447,-117.13789399999999,3162.8150000000005
48890122,32.748451,-117.137573,3192.8390000000004
49086759,32.7378978,-117.17128770000001,3916.835999999999
49086761,32.7451955,-117.17137040000001,2866.563
49086763,32.746296,-117.171333,2743.987
49086764,32.746819,-117.17134899999999,2685.813
49086766,32.747317800000005,-117.17136129999999,2630.3369999999995
49086767,32.748943,-117.171379,2449.601
49086768,32.7499134,-117.1713817,2491.658
49086769,32.750862,-117.17138700000001,2597.139
49086770,32.751823,-117.17141000000001,2704.019
49086774,32.7556879,-117.17143770000001,3643.0539999999987
49086775,32.7564925,-117.1714191,3732.5379999999986
49086777,32.742088,-117.171722,3780.164
49152398,32.7401861,-117.1474463,3156.8820000000005
49152413,32.7397891,-117.143702,3519.369000000001
49480392,32.7418051,-117.1449561,3213.1420000000003
49480394,32.744354,-117.144943,2929.7140000000004
49480400,32.745715999999994,-117.144951,2785.3
49480405,32.750285999999996,-117.144981,2423.745
49480411,32.752155,-117.144997,2628.364
49480424,32.757221,-117.14501200000001,2820.175
49480427,32.758010999999996,-117.14502,2850.922
49480477,32.7619222,-117.1450275,3285.830000000001
49677091,32.7168066,-117.1574318,4997.484
49152813,32.74575,-117.137901,3458.4159999999997
49152817,32.745754,-117.136803,3561.107
49152819,32.745758,-117.135727,3661.741
49152823,32.7457718,-117.1346744,3760.199
49152827,32.7457719,-117.1336267,3858.1890000000003
49152893,32.74559,-117.129204,4286.935000000001
49152895,32.74559,-117.128227,4378.308000000001
49152899,32.745594,-117.127159,4478.194000000001
49152902,32.74559,-117.126099,4577.331000000001
49152909,32.745594,-117.12286399999999,4870.6759999999995
49152953,32.745605,-117.141144,3171.983
49152955,32.745605,-117.14005300000001,3272.625
49152957,32.745605,-117.138977,3373.257
49152959,32.745605,-117.137901,3473.889
49152967,32.745281,-117.13362099999999,3912.777
49152968,32.745277,-117.132797,3989.842
49152970,32.745277,-117.131882,4075.417
49152972,32.7452781,-117.1309811,4159.675
49152974,32.74527,-117.129204,4322.517000000002
49480733,32.7344831,-117.1660852,3425.823
49480741,32.732485,-117.173872,4953.455999999999
49087843,32.732533000000004,-117.169807,3935.906999999999
49087852,32.737137,-117.16990700000001,3412.2919999999995
49087853,32.737624,-117.1699064,3358.1399999999994
49087857,32.73938,-117.169418,3151.335
49087861,32.740719,-117.16900600000001,2995.612
49087865,32.7422472,-117.17039779999999,3210.845
49677846,32.736757399999995,-117.1658119,4360.828
49153606,32.763512199999994,-117.1475465,3512.7090000000007
49284704,32.7698398,-117.1500709,4703.346
49284705,32.7704653,-117.15031440000001,4776.538
49022740,32.735313399999995,-117.1709149,4383.253
49219461,32.7396821,-117.172211,3803.4849999999988
49219462,32.742096000000004,-117.172211,3734.42
49219469,32.754715000000004,-117.17233300000001,3451.8059999999987
49219471,32.755676,-117.17233999999999,3558.6659999999993
49219472,32.75597,-117.17233999999999,3591.3569999999986
49219474,32.757099,-117.172348,3716.897999999999
49219476,32.757346999999996,-117.172379,3744.625999999999
49219481,32.747341,-117.172256,2711.463
49219483,32.74799,-117.17227199999999,2639.282
49219484,32.748932,-117.17228700000001,2534.527
49219487,32.7499027,-117.1723183,2579.256
49219489,32.750858799999996,-117.1723217,2684.551
49219495,32.747341,-117.172096,2699.6069999999995
49219498,32.745407,-117.17215700000001,2908.8569999999995
49350718,32.750355,-117.126442,4440.4929999999995
49350721,32.752216,-117.12645,4534.5639999999985
49350723,32.754074800000005,-117.12645690000001,4330.589999999998
49350726,32.757279499999996,-117.12646770000002,4541.291
2480539911,32.764311199999995,-117.1542034,3947.953
2480539920,32.7643489,-117.1540826,3960.001
49678625,32.7563096,-117.1779801,3844.2860000000014
49088810,32.727191999999995,-117.16391000000002,4060.723
49088811,32.7272,-117.16298700000002,3997.28
1355680099,32.751563399999995,-117.15053909999999,1870.621
401869324,32.747384999999994,-117.12920430000001,4091.927000000001
401869332,32.75575739999999,-117.1241358,4936.902
401869333,32.753311100000005,-117.1198383,4969.721999999999
49285707,32.7261353,-117.163894,4178.233
49285711,32.726166,-117.16116299999999,3943.8179999999998
49285714,32.72617,-117.160248,3858.224
49285715,32.7261656,-117.1594683,3785.2859999999996
49023628,32.7491766,-117.12080300000001,4776.833000000001
422447921,32.761191,-117.13948740000001,3493.185
49120825,32.7474439,-117.1552711,1632.068
49351544,32.75452,-117.189163,4470.286
49351546,32.755142,-117.190262,4594.906000000001
49351556,32.755348,-117.19284099999999,4875.826000000001
49120836,32.7168029,-117.1556183,4980.5030000000015
49120837,32.717822999999996,-117.15562150000001,4867.073
49286085,32.747425,-117.182999,4242.855000000001
49286088,32.747997,-117.18393700000001,4134.500000000001
49286090,32.748558,-117.184868,4079.1740000000013
49024034,32.7697879,-117.1365951,4663.775
1199443130,32.7694938,-117.1397446,4948.34
1199443131,32.7576593,-117.1388305,3443.8239999999987
1199443137,32.7609898,-117.13889499999999,3524.018
1199443139,32.7619125,-117.13890239999999,4865.6889999999985
1199443141,32.7591191,-117.1388801,3461.692
49220842,32.7473623,-117.17409350000001,2883.342
49220849,32.747158,-117.175331,3008.3189999999995
1718881529,32.7538137,-117.1627108,2125.7850000000008
49220883,32.747375,-117.16861000000002,2371.251
49220885,32.747308000000004,-117.16953899999999,2458.452
49220890,32.747299,-117.17001299999998,2756.594
1718881576,32.7646541,-117.1443689,3667.667
1283132773,32.7595183,-117.18230290000001,4918.108
420220410,32.7332092,-117.1723652,4742.453
48958990,32.7742418,-117.1539227,4852.438
49483309,32.7698047,-117.1593192,4977.2429999999995
316542598,32.745391,-117.1485858,2850.361000000001
