nid,lat,lon
49152671,32.764137,-116.989281
49283744,32.672371,-117.078346
49283745,32.670631,-117.077667
49611425,32.623028,-117.070381
49152675,32.794399,-117.010193
49283747,32.66893,-117.076973
49283756,32.666328,-117.075951
49152685,32.795887,-117.011307
49676979,32.641914,-117.005913
49676981,32.642044,-117.005669
49676992,32.642879,-117.004593
49676994,32.643127,-117.004066
49480392,32.7418051,-117.1449561
49414858,32.720085,-116.973938
49677002,32.642487,-117.004372
49677004,32.642906,-117.006119
49677005,32.643143,-117.005669
49480394,32.744354,-117.144943
49414863,32.73167,-117.038727
49414864,32.7308997,-117.0386832
49677008,32.64336,-117.005188
660538063,32.7544634,-117.2462563
49480400,32.745716,-117.144951
49480405,32.750286,-117.144981
49677018,32.642738,-117.003883
49480411,32.752155,-117.144997
49677022,32.643009,-117.004959
48956128,32.7739045,-117.1118586
49677025,32.642738,-117.005417
48956132,32.7759695,-117.111103
49677029,32.642574,-117.005981
49087206,32.748302,-117.065659
49480424,32.757221,-117.145012
49087209,32.751198,-117.066177
49087210,32.6744842,-117.0162634
49480427,32.758011,-117.14502
49087213,32.6753372,-117.0131256
49677039,32.643124,-117.006248
5950407408,32.7318892,-116.9831194
49087215,32.675808,-117.011398
49087219,32.676739,-117.007858
49087220,32.676781,-117.00769
49087221,32.677319,-117.005814
49087222,32.677994,-117.003357
49087223,32.67868,-117.000816
49152761,32.659016,-117.048729
287376123,32.7908421,-117.1459903
49742587,32.600368,-117.032951
49414913,32.741634,-117.083794
49087240,32.68145,-116.99511
49283849,32.686085,-117.109863
49283850,32.68478,-117.109863
49087241,32.681469,-116.992996
49152780,32.660686,-117.044937
49349385,32.753075,-117.074669
49087246,32.733501,-117.244011
49152783,32.655811,-117.053749
49087248,32.734341,-117.243294
49087250,32.735172,-117.242569
49087252,32.736015,-117.241837
49152789,32.656349,-117.05172
49283861,32.6831362,-117.1097769
49152791,32.656628,-117.050751
49283863,32.681866,-117.109261
49152793,32.656826,-117.050034
49087254,32.736866,-117.241096
49087256,32.737713,-117.240356
49087258,32.7385364,-117.2396596
4619371293,32.7757609,-116.9328133
49087260,32.739403,-117.238918
49480477,32.7619222,-117.1450275
358286110,32.7005008,-117.1008622
49087265,32.742733,-117.23806
49087262,32.7404972,-117.2385854
49677091,32.7168066,-117.1574318
49087264,32.741623,-117.238327
49480481,32.583778,-117.1044347
49480482,32.582275,-117.104424
276103971,32.7591946,-117.2094697
49480484,32.580673,-117.104431
49087269,32.7442241,-117.2369327
49087270,32.7447872,-117.236452
49087271,32.7453555,-117.2359701
49087272,32.668423,-117.017387
49152813,32.74575,-117.137901
49480487,32.577496,-117.104446
49152817,32.745754,-117.136803
49087282,32.663834,-117.016273
49152819,32.745758,-117.135727
49414966,32.647491,-117.071442
49152823,32.7457718,-117.1346744
49414968,32.64727,-117.072243
49152827,32.7457719,-117.1336267
49414976,32.7146491,-117.160147
49152833,32.746025,-117.119331
49414978,32.7146611,-117.1592491
49087299,32.66489,-117.01963
49152836,32.7460153,-117.1180881
49414980,32.7146782,-117.1574329
49152839,32.7460057,-117.116852
49414983,32.714695,-117.154694
49087303,32.666668,-117.018608
49480522,32.705147,-117.057999
49152843,32.7459864,-117.1143881
49414989,32.714706,-117.1519503
49152846,32.7459768,-117.113152
4626056015,32.7699464,-116.9842434
49152847,32.745972,-117.112537
49480529,32.703281,-117.058006
49480534,32.702305,-117.058022
4626056025,32.7709617,-116.9844622
49152858,32.745941,-117.108208
49480539,32.701313,-117.058052
49415005,32.714851,-117.123573
49152862,32.74593,-117.106956
49152864,32.7459274,-117.105743
49152866,32.745907,-117.1045
49152869,32.745892,-117.103271
49152876,32.745869,-117.100929
49152880,32.745861,-117.0998439
49152881,32.745846,-117.098778
48890738,32.7274401,-117.1680856
49152883,32.7458574,-117.0977052
49349489,32.777859,-116.927391
49087346,32.5728153,-117.0840952
49087347,32.761982,-117.0612381
49152887,32.745895,-117.096619
49742708,32.709988,-117.10054
49087352,32.763474,-117.060257
49152890,32.746437,-117.083618
49087353,32.7638264,-117.0598643
49349496,32.778465,-116.9279008
49152893,32.74559,-117.129204
49152895,32.74559,-117.128227
49415040,32.71479,-117.133165
49611647,32.742352,-117.209961
49087360,32.758972,-117.061188
1376387971,32.775951,-117.1376003
49152899,32.745594,-117.127159
49415043,32.714809,-117.1305639
49152902,32.74559,-117.126099
49415046,32.7148344,-117.1271224
49087361,32.759491,-117.061203
49742721,32.583691,-117.045387
49611651,32.7421974,-117.2097351
49152909,32.745594,-117.122864
1376387982,32.7744068,-117.1453265
1376387986,32.7798827,-117.1298328
1376387989,32.7741188,-117.1466244
1376387992,32.775588,-117.1410645
49152920,32.745483,-117.120934
1376387995,32.7755524,-117.1412419
49087390,32.687374,-117.191116
49087393,32.687019,-117.190262
1376388002,32.7773924,-117.1323601
49415074,32.6470321,-117.0730758
49087394,32.686733,-117.189598
49087395,32.685627,-117.187119
49087396,32.684204,-117.184486
49152935,32.7467378,-117.119328
49087397,32.683456,-117.183113
49415081,32.645309,-117.079193
49087399,32.6823961,-117.1811015
49087402,32.6823557,-117.1801811
49677230,32.71693,-117.101593
49152946,32.745949,-117.084343
49415095,32.644161,-117.083282
49152953,32.745605,-117.141144
49152955,32.745605,-117.140053
49087419,32.5755957,-117.1322594
49152957,32.745605,-117.138977
49415102,32.643303,-117.086342
49152959,32.745605,-117.137901
49152962,32.7461754,-117.0880251
49415107,32.642467,-117.089394
49742787,32.780235,-117.038696
49415109,32.641891,-117.091423
49152967,32.745281,-117.133621
49415112,32.641479,-117.09288
49152968,32.745277,-117.132797
49152970,32.745277,-117.131882
49152972,32.7452781,-117.1309811
49742796,32.614395,-117.07737
49152974,32.74527,-117.129204
2802516943,32.7158152,-117.1734192
1256326096,32.6791306,-117.0364249
1256326097,32.6774926,-117.037037
49742803,32.613415,-117.080063
49152981,32.745888,-117.095757
49021909,32.579082,-117.105057
49152983,32.745884,-117.095543
49152984,32.74588,-117.09494
49284057,32.791744,-117.011581
49021910,32.577499,-117.10508
49152987,32.745876,-117.09446
49152988,32.745872,-117.094131
49611735,32.572128,-117.09362
49742808,32.578407,-117.023514
49152992,32.745865,-117.093399
49152994,32.745865,-117.093147
49021924,32.761253,-117.009193
49152998,32.745857,-117.092323
49284074,32.795212,-117.012657
49087471,32.766628,-116.9645
49087473,32.766674,-116.964333
49087475,32.769768,-116.964287
49349620,32.766438,-117.188499
49349619,32.766048,-117.188393
49349622,32.768089,-117.189018
49349624,32.768852,-117.189018
49677307,32.716759,-117.093567
49415166,32.714725,-117.145844
49284099,32.703259,-117.060799
49153028,32.725574,-117.078392
49284101,32.702316,-117.060799
49087491,32.7907824,-116.9855018
49153031,32.725609,-117.077438
49153032,32.725594,-117.076874
49284104,32.701344,-117.060799
1256326154,32.6777409,-117.0373364
49153034,32.728294,-116.96138
49415177,32.714771,-117.138191
49087497,32.7921053,-116.9819207
48956427,32.6921868,-117.169532
48956428,32.6907943,-117.1703073
49153040,32.725163,-116.960876
49087502,32.791931,-116.983009
49087503,32.791439,-116.98407
48956431,32.738705,-117.005699
48956432,32.738725,-117.005241
48956444,32.67558,-117.0805687
48956445,32.675617,-117.080437
49415198,32.7462486,-116.9531676
48956446,32.684319,-117.076736
49480733,32.7344831,-117.1660852
48956448,32.683369,-117.071823
2802517022,32.7188245,-117.1719244
49480741,32.732485,-117.173872
5151261738,32.7192634,-117.1147433
5151261739,32.7192634,-117.1151
49415212,32.746941,-116.953796
5151261740,32.7193958,-117.1151
49415220,32.748024,-116.954323
2481718332,32.7905458,-117.147779
49415229,32.749203,-116.955727
49146519,32.782764,-117.236633
49153099,32.675896,-117.032623
275973197,32.7197372,-117.146551
2939880526,32.6678885,-117.0259535
49415263,32.651772,-117.112267
49087597,32.570671,-117.114403
49087598,32.570675,-117.113213
276300917,32.550539,-117.0434587
49218678,32.705975,-116.995064
49218680,32.707848,-116.995003
3587900541,32.7504253,-117.0405562
49218685,32.711567,-116.994911
3587900543,32.7506699,-117.040734
49218687,32.713451,-116.994873
49218689,32.71489,-116.994843
49218694,32.727822,-116.9951146
49218695,32.729469,-116.995064
49677449,32.786297,-117.026413
49218698,32.714901,-116.99527
49218700,32.71846,-116.995216
49677454,32.787663,-117.025337
49218702,32.7206941,-116.995204
1813645938,32.5836739,-117.055397
49087637,32.778398,-116.953943
49218709,32.583282,-117.041817
5719721111,32.7033554,-116.9941679
1813645941,32.5836897,-117.0590939
49677471,32.649494,-116.979713
49218721,32.58176,-117.04142
49218728,32.580868,-117.041519
49218730,32.580265,-117.041672
49087664,32.676579,-117.079758
49218736,32.578884,-117.042053
49218741,32.762108,-116.924187
2957509818,32.6275385,-116.9357744
49218749,32.758724,-116.924156
49087681,32.7953092,-117.0525737
49087682,32.795723,-117.052933
3237283011,32.5686646,-117.0185282
49218761,32.550903,-116.953537
49743061,32.604198,-117.035278
49480918,32.685852,-117.062767
49677528,32.731117,-116.981857
49743067,32.612717,-117.065712
49480924,32.685452,-117.062531
49743070,32.610989,-117.065071
49743078,32.642151,-117.076843
49218791,32.794079,-117.126129
49218793,32.794117,-117.125839
49743084,32.63385,-117.074318
49218797,32.794708,-117.124222
49480942,32.798759,-117.031052
49218799,32.795029,-117.123413
49218801,32.795208,-117.122948
49022210,32.656177,-117.1065674
49415429,32.676689,-117.103828
49415431,32.6768438,-117.1033141
49415432,32.676983,-117.102798
49415434,32.677265,-117.101784
49743117,32.599411,-117.025864
1724777743,32.7258752,-117.2209598
49284368,32.787022,-116.955254
49415442,32.678711,-117.096657
49415444,32.679276,-117.094643
49087764,32.7296944,-117.0027769
3010921749,32.7156374,-117.169231
49415447,32.680431,-117.090553
3010921751,32.7156376,-117.1691472
49284378,32.784119,-116.955383
3010921757,32.7157705,-117.1692306
49415454,32.681786,-117.08567
49612063,32.7730223,-116.9107736
49415456,32.682178,-117.084312
49415458,32.682281,-117.083939
49415460,32.682724,-117.082359
49415461,32.683716,-117.078857
49284389,32.785763,-117.164841
49480998,32.688015,-117.028679
49284392,32.785728,-117.164413
49612077,32.771167,-116.9117325
1724777774,32.7256834,-117.2262875
3876390190,32.6809943,-117.0844604
49415473,32.6847507,-117.075211
48956725,32.576038,-117.058937
49415479,32.685017,-117.074173
49415482,32.685474,-117.072563
49415484,32.685703,-117.071762
49546560,32.776493,-117.167351
1724777793,32.7256778,-117.2267553
49415490,32.798309,-117.032333
49218881,32.635899,-117.035797
49087810,32.744453,-117.057533
48956740,32.6418985,-116.9807591
49087813,32.744308,-117.056587
49415496,32.798111,-117.031258
1435108680,32.6306121,-116.9916938
49218888,32.634979,-117.036232
49415501,32.593575,-117.044937
49612114,32.7602936,-116.9806144
49415507,32.5893864,-117.0449696
49087829,32.734703,-116.916939
49087830,32.734974,-116.916649
1435108695,32.6325225,-116.9897261
1435108697,32.6323114,-116.9880334
49087833,32.736832,-116.914848
1435108699,32.6318831,-116.985348
49087835,32.737774,-116.913963
49087836,32.738293,-117.026451
49087837,32.739655,-117.02639
1435108703,32.6314769,-116.9826595
49087838,32.74052,-117.026367
49087840,32.741943,-117.026314
49087841,32.7429649,-117.0263192
49349986,32.654648,-117.063248
49087843,32.732533,-117.169807
49349988,32.654572,-117.062859
1435108710,32.6307723,-116.9806705
49743207,32.701542,-117.105423
49022312,32.7114584,-117.1017679
814679399,32.6801708,-117.2433803
2428700009,32.6263871,-116.9784623
1435108715,32.6309236,-116.9804861
49087852,32.737137,-117.169907
49087853,32.737624,-117.1699064
2428700017,32.6273442,-116.9775542
49087857,32.73938,-117.169418
276104563,32.7587394,-117.2036093
49612148,32.5696888,-116.9901116
49415541,32.679726,-117.029793
49087861,32.740719,-117.169006
1435108727,32.6325166,-116.988178
2428700023,32.6279339,-116.9768186
1435108729,32.632702,-116.9897288
2428700024,32.6280227,-116.9773336
2428700025,32.628104,-116.9769962
5526521212,32.5709088,-117.0778454
5526521213,32.5754683,-117.0816872
5526521214,32.571602,-117.0396092
49087865,32.7422472,-117.1703978
5526521216,32.583707,-117.091011
5526521217,32.5760795,-117.0805954
2428700027,32.6282208,-116.9771147
5526521219,32.5775254,-117.0832975
5526521220,32.5837531,-117.0918031
49415557,32.677723,-117.030243
2428700030,32.6283233,-116.9769565
2428700031,32.6283238,-116.9763711
1435108744,32.6306217,-116.9919005
4604691849,32.7694084,-117.1156883
2428700033,32.6284928,-116.9765604
2428700034,32.6285213,-116.9777432
2428700035,32.6285481,-116.9756293
2428700036,32.6286522,-116.9772428
2428700037,32.6287247,-116.9759181
2428700038,32.6287433,-116.9773174
4621403536,32.6969153,-117.0577115
49481105,32.625011,-117.079872
1435108754,32.6257354,-116.9932434
2428700042,32.628983,-116.9771682
2428700044,32.6290821,-116.9762621
2428700045,32.6290989,-116.9778419
2428700046,32.6291873,-116.9776215
2428700047,32.6293139,-116.9769675
2428700048,32.6293272,-116.9785039
2428700049,32.6293912,-116.9767897
1724777882,32.7255948,-117.2213957
2428700050,32.6294094,-116.9782832
2428700051,32.6294878,-116.9778163
2428700052,32.6294974,-116.9765718
2428700053,32.6294915,-116.9781042
2428700054,32.6295986,-116.9778895
2428700055,32.6296375,-116.9774837
2428700056,32.6297775,-116.9773346
2428700057,32.6298191,-116.9780352
2428700059,32.6300142,-116.9768872
2428700060,32.6302219,-116.9770593
2428700062,32.6305339,-116.9768771
2232157608,32.7949542,-116.9601445
49677736,32.732697,-117.030548
2232157610,32.7956165,-116.9601726
4593223089,32.7014257,-117.1471365
4593223090,32.7025669,-117.1487867
49481160,32.787693,-117.200333
49481162,32.788857,-117.200127
49120544,32.744503,-117.227966
49153488,32.628544,-117.022987
49153494,32.6289076,-117.0210243
49153498,32.6288778,-117.0202748
49153501,32.6291615,-117.0193363
49284574,32.789819,-117.0977044
49284575,32.789814,-117.0957802
49284576,32.7898,-117.0938745
49481187,32.778324,-117.20224
49284580,32.6955422,-117.0488008
1724777957,32.7259106,-117.2265606
49284582,32.694336,-117.048653
4604626406,32.5805221,-116.916144
4604626407,32.5805287,-116.9159402
49481192,32.778278,-117.201897
48956906,32.793953,-117.182991
49481194,32.77993,-117.201599
49350124,32.70116,-117.041748
49394091,32.644596,-117.040024
49284590,32.723869,-117.008133
49284593,32.722614,-117.006638
49415666,32.587086,-117.11058
49153523,32.784454,-117.166618
49481202,32.782955,-117.20118
49415669,32.585491,-117.110603
49415673,32.5837925,-117.1106059
49350137,32.702152,-117.039223
49415675,32.582294,-117.110603
49415677,32.580696,-117.110603
49546750,32.66391,-117.108521
49415680,32.577511,-117.110611
49546754,32.663181,-117.111099
49612291,32.56171,-117.04818
49546759,32.662941,-117.111992
49153545,32.785751,-117.167664
49481229,32.645477,-117.051247
49153550,32.785595,-117.168877
276301330,32.5514642,-117.040181
49481237,32.643723,-117.050903
49677846,32.7367574,-117.1658119
49677856,32.794147,-117.018837
49153576,32.73764,-117.219643
49153577,32.738232,-117.220612
5716969003,32.7114174,-117.093702
49153580,32.739429,-117.222588
49153579,32.738842,-117.221603
49153582,32.740021,-117.223572
533005871,32.7499443,-117.0815144
5716969011,32.7132436,-117.0936088
49153591,32.741741,-117.226273
49153596,32.742264,-117.226883
49415742,32.57151,-117.110069
49153599,32.742729,-117.227493
49415745,32.570194,-117.110069
49153602,32.7427846,-117.227467
49153604,32.7430378,-117.2278463
49153606,32.7635122,-117.1475465
4343006792,32.7706953,-117.0083491
4343006793,32.7707543,-117.0082424
295175758,32.7192403,-117.0849177
2645034576,32.6495314,-116.93297
4343006800,32.7719982,-117.0066336
49481296,32.790497,-116.96357
4343006802,32.7723322,-117.0063035
4343006803,32.7725211,-117.006099
295175765,32.7192188,-117.0842753
4343006805,32.7729052,-117.0057341
49284704,32.7698398,-117.1500709
49284705,32.7704653,-117.1503144
49350250,32.770409,-117.172531
49088114,32.6527862,-116.9684194
49088124,32.6507917,-116.966298
6035080831,32.5658871,-117.1014543
49088128,32.6482818,-116.9655435
49350276,32.771919,-117.170113
49481349,32.634514,-117.01004
49350279,32.77224,-117.169983
49088137,32.6449087,-116.9659117
49481358,32.635605,-117.00824
49088146,32.6405774,-116.9662571
49088147,32.6404481,-116.9662455
48891540,32.7560866,-117.0958005
49350291,32.773903,-117.167847
49088150,32.6360277,-116.967481
49088152,32.6331034,-116.9672005
49088154,32.6304897,-116.9653161
49088161,32.660744,-116.956238
49088162,32.660275,-116.956108
49088164,32.659336,-116.955727
49088167,32.775753,-116.923264
49350313,32.735916,-117.020638
49088175,32.774281,-116.92366
49088184,32.773922,-116.922112
49481402,32.69561,-117.065079
49088188,32.774082,-116.920776
49481405,32.695778,-117.064163
49743549,32.615349,-117.052803
49088191,32.5525419,-117.0450904
49088190,32.557068,-117.045082
49088192,32.553089,-117.045082
49088189,32.55674,-117.045082
49088193,32.554142,-117.045082
49219268,32.603333,-117.035553
49088194,32.555084,-117.04509
49088195,32.556423,-117.045082
49153736,32.5869816,-117.0715377
49153742,32.5853276,-117.0712068
49153743,32.583837,-117.0712338
49219278,32.630219,-117.011627
49153745,32.5824874,-117.0710158
49481422,32.6974513,-117.0567564
49350354,32.741127,-116.911232
49481426,32.698151,-117.054459
49284821,32.779633,-116.945541
49350357,32.741074,-116.911613
49219285,32.630116,-117.012016
