from,to,length,base_speed,oneway
6255280708,6255280707,8.23,25.0,True
6051889458,6255280708,40.259,25.0,True
1724753114,6255280708,34.172,25.0,True
4616487496,4616487494,12.187999999999999,25.0,False
49502360,4616487494,62.32600000000001,25.0,False
4616487494,49587635,146.97799999999998,25.0,True
4616476844,4616487494,105.802,25.0,True
49283660,49283656,410.657,25.0,False
49651337,49283656,213.78400000000002,25.0,False
49705400,4616487496,44.485,25.0,False
4616487496,4616487521,96.72299999999998,25.0,True
49587632,4616487496,145.888,25.0,True
49079422,49611339,39.111999999999995,25.0,False
49146384,49611339,216.02,25.0,False
49283668,49283660,211.086,25.0,False
49074473,49283660,135.187,25.0,False
49072634,49087056,143.72,25.0,False
49674072,49087056,340.49300000000005,25.0,False
49226951,49087056,171.852,25.0,False
49283675,49283668,288.968,25.0,False
49471371,49283668,233.632,25.0,False
49116080,49414741,121.463,25.0,False
49498012,49414741,38.585,25.0,False
49349496,49414741,26.256999999999998,25.0,False
49072634,49087060,93.384,25.0,False
49431350,49611350,63.511,25.0,False
370213464,5717326553,110.58200000000001,25.0,True
370213464,370213465,108.56299999999999,25.0,True
1229060822,370213464,88.11,25.0,True
4616487523,4616487513,10.734000000000002,25.0,False
4616487513,4616476844,333.69699999999995,25.0,True
4616476185,4616487513,191.878,25.0,True
1755719030,49087065,295.747,25.0,False
49283677,49283675,134.528,25.0,False
49074481,49283675,282.499,25.0,False
370213465,5717326552,14.460999999999999,25.0,True
370213465,5717326553,15.919,25.0,True
277348980,370213465,92.948,25.0,True
49529486,49283677,193.415,25.0,False
49283680,49283677,66.572,25.0,False
49611358,49611356,181.878,25.0,False
49611360,49611358,202.585,25.0,False
49080884,49611358,134.635,25.0,False
49643061,49611358,133.388,25.0,False
49332559,49283680,149.239,25.0,False
48876351,49283680,41.665000000000006,25.0,False
4616476844,4616487521,10.872,25.0,False
4616487521,4616487523,316.512,25.0,True
49611362,49611360,200.69099999999997,25.0,False
49743067,49611360,134.24200000000002,25.0,False
48987389,49611360,134.713,25.0,False
49164041,4616487523,45.21,25.0,False
4616487523,4616476838,197.84099999999998,25.0,True
49743070,49611362,131.77700000000002,25.0,False
49080887,49611362,133.20000000000002,25.0,False
49087081,49087077,224.229,25.0,False
49339255,49087077,76.98100000000001,25.0,False
1810831152,49087077,140.86799999999997,25.0,False
358285926,1811066284,202.734,25.0,True
3701771600,358285926,218.675,25.0,False
1811066292,358285926,261.378,25.0,True
48876361,49283687,16.458,25.0,False
