from,to,length
4632484816,49113478,47.994
4632484816,4632484817,100.139
4632484816,49095138,51.342
4632484817,49113479,50.278
4632484817,49095140,49.964
49224661,49224676,375.559
49093593,49214287,101.126
49093593,49059418,133.049
49093593,49239081,227.288
49093594,49059418,110.383
49093594,3293935786,77.819
49093595,49252154,47.281
49093595,49093606,204.162
49093595,49093606,101.845
49421276,49421278,54.296
49421276,49651896,86.118
49421276,49174054,53.009
49421278,49651896,100.965
49421278,49176120,60.717
49421284,49398338,57.71
49421284,49409387,142.236
49421284,49591679,117.967
1660230628,49108125,10.657
1660230628,49245023,508.977
1660230629,48874897,15.204
49093606,49252160,25.059
1660230631,49094375,9.592
1660230631,49248108,99.264
1660230632,49108122,11.507
1660230632,49248104,99.493
49421290,49050938,174.802
49421290,49539071,298.808
49421290,49539067,102.224
1660230633,49246597,98.253
49224676,49034338,268.947
49224676,49500486,183.636
1660230635,49064317,11.028
1660230635,49064319,98.311
49617900,49529758,503.309
49617903,49617909,205.604
1660230639,49248101,99.265
49251928,1702127803,62.203
49251928,49246063,100.254
49251928,1703946106,138.63
1660230642,49108119,10.563
1660230642,49248100,97.207
49617909,49674019,51.001
49617909,49509920,80.556
49617909,49509930,351.965
1660230645,49108118,10.311
1660230645,49248098,97.192
4341505019,49344879,47.79
1660230659,49108116,10.618
1660230659,49248096,98.615
1660230660,48932274,10.099
1660230660,49105171,198.741
1660230661,49108115,10.451
1660230661,49105169,198.406
1660230662,49108114,10.348
1660230662,49105167,202.274
1660230664,5651406071,113.604
49617932,49364192,96.493
1660230668,49248138,242.054
1660230668,4341807504,14.889
49224726,49116240,204.179
49224726,49120860,99.633
4603911194,3701780343,90.857
4603911195,3701780343,46.711
49224732,49427873,159.016
49224732,49224735,100.623
49224732,49120860,99.881
49224732,49116243,204.592
49617951,49118839,103.533
49617951,49617953,160.456
49617951,49111406,420.238
49224735,49116245,205.285
49224735,49224739,99.882
49224735,49359423,175.579
1164676287,1164676305,384.658
1164676287,1164676305,257.111
1164676287,1164676289,65.51
49224739,49460451,192.15
49224739,49116246,204.867
49224739,49092170,102.04
49552423,49175908,105.63
49552423,49707800,133.3
1660230697,1660230699,10.821
1660230697,49095140,99.457
49224746,49116248,204.174
49224746,49224750,99.975
49224746,49079555,99.129
49224746,49460462,243.411
1660230700,49108109,10.548
49617963,49048014,23.156
49224750,49115716,97.723
49224750,49460465,260.883
49224750,49116250,204.057
1660230702,49241819,47.785
49749040,49317578,46.906
49224752,5898567008,180.448
49224752,49115716,109.879
49224754,49224756,111.547
49224754,49116253,207.508
1660230704,49073972,10.634
1660230704,49176872,100.963
49224756,49224758,104.188
49224756,49277218,195.159
1660230708,49108106,9.933
1660230708,49169662,99.125
49224758,49277218,98.035
49224758,48860103,152.08
1660230706,49108107,10.847
1660230706,49248166,97.254
1660230711,49108105,9.527
1660230711,49248163,99.113
1660230714,49108104,9.522
5717040187,49064363,47.794
5717040187,49064362,41.965
1660230717,49064189,10.011
1660230717,49064190,50.157
49224768,49203425,128.492
49224768,48860104,68.664
49224768,48860103,225.965
49749056,49625714,201.163
5717040197,49064362,43.456
49224774,49100849,78.538
49224774,49203425,110.026
49224774,49100844,380.712
5717040198,49064362,38.766
5717040198,49064359,267.274
1660230728,49108102,9.131
49224777,49114781,82.449
49224777,49100849,81.948
49224777,49371683,168.013
1660230729,49108101,9.645
1660230729,49248192,99.412
49552461,49235687,186.762
49552461,49604713,33.974
49552461,49224895,156.105
49159245,49113084,254.739
3566279757,49308713,109.724
5717040206,49064362,37.974
5717040206,49095048,60.073
49224784,49362917,72.068
49224784,49407232,14.09
49224784,49114781,121.03
5717040219,49095051,14.288
5717040219,49438388,128.787
49618011,49400361,48.588
49552481,49552482,66.221
49552481,49628933,144.183
49552482,49628933,125.123
49618017,49364391,45.804
49290343,49379851,76.837
49290343,49405559,75.03
49290343,49290346,70.838
49749102,49395839,39.26
49290353,49068913,59.72
49290353,6209203075,69.403
49290353,49313969,75.369
49290353,49443723,77.293
49552503,49640687,44.325
49552503,1167694341,193.843
49159288,49060218,295.892
49159288,49060220,173.917
49159291,49159295,43.567
49159295,49159304,290.79
49159295,49533589,261.012
49159304,49159306,77.825
49159304,49713483,76.676
49159306,49159314,114.369
49159306,49247205,280.519
1171659955,1171659920,108.267
1171659920,1171659955,370.853
1171659920,1171660048,54.493
49159314,49159316,50.66
49159314,49272978,77.973
49159316,49461836,273.541
49159316,49393777,151.18
49159316,49393782,346.151
1171659955,1171659976,32.928
49224890,49224895,55.318
49749181,49055595,187.611
49224895,49224897,49.611
49235687,49224897,265.937
49224897,49235687,232.462
49028290,49028291,150.118
49028290,49028293,50.927
49028290,49028302,79.193
4602338499,4602338500,97.877
4602338499,49251055,151.016
4602338499,49108357,103.251
4602338500,49048438,121.321
4602338500,49048434,257.078
49028293,49028294,48.542
49028293,49028306,131.544
49028294,49028291,151.417
49028294,49028306,178.635
49028291,49028298,49.593
49749188,49317610,50.116
49028298,49028302,96.551
49028298,49028302,147.732
49028306,49028312,110.843
49224919,49111293,105.225
49224919,49084806,376.172
49028312,49074156,57.914
49028312,49035705,129.413
4598340823,49341671,185.465
49290469,49113479,49.164
49290469,49602383,100.465
49290469,49120524,50.512
49552615,49541289,42.783
49290481,3259520062,23.467
49290481,49120613,205.937
49290481,48965398,200.582
49290484,275950353,63.183
49290484,49071299,782.314
4341898488,49251951,45.751
49487119,4342978451,102.071
49159448,49159449,44.518
49159448,49123322,76.591
49421621,49474111,44.249
49421621,49270911,137.024
49421621,49497636,84.071
49552697,49429657,181.461
49290563,49290590,5.051
49290563,49290567,83.282
49290563,3489061582,203.613
49421636,49421638,89.07
49421636,49534600,127.016
49421636,49052024,106.346
49749330,49081950,58.245
49290582,3403989216,18.543
49290582,49301208,120.73
49552726,49552729,39.41
49552726,49749412,28.432
49552726,49429653,65.408
49290584,49191072,10.229
49290584,3403989216,124.362
49290584,49580622,115.809
49552729,49753215,17.825
49552729,49552739,79.603
49290590,565351614,175.644
49290590,49272840,140.595
49028448,49028453,92.726
49028448,48868825,57.825
49028448,49028451,96.386
1336352096,49014367,72.112
1336352096,49116254,135.007
1336352096,1336352100,117.095
1336352097,49309299,67.054
49552739,49149349,94.726
49552739,49579099,92.954
49028453,49005762,101.431
49028453,49028456,157.278
1336352100,1336352105,37.807
1336352100,49309302,89.112
1336352102,49242502,144.516
49225066,49225065,30.974
49225066,49064535,79.253
49618283,49618286,69.472
49618286,49108885,102.308
49618288,49054954,97.584
1336352113,49116248,101.356
3378978170,49105229,6.753
49159552,49622814,47.384
49159552,49159555,120.057
49159552,1715720346,145.32
3378978176,49301497,7.218
3378978177,49406903,125.673
49159555,49159561,106.44
49159555,49217489,288.484
49159561,49396159,67.062
49159561,49407266,319.121
49028494,49028496,143.92
49028494,49005762,49.971
49028494,49242651,285.258
660544916,660545048,99.691
49552792,1210053753,170.917
49552792,49534138,71.896
49552792,6035054603,238.718
49552806,49063828,176.599
49421738,49788617,316.468
49421738,49258258,258.671
316743092,1190499438,130.083
316743092,49069386,177.743
2800426426,2789635118,184.093
2800426433,4341705649,19.229
49159625,49301526,28.456
49159625,49301524,43.019
49159625,49159630,59.935
48963020,49538668,202.553
48963020,6015078954,13.924
49028557,49028580,143.231
49028557,3871727049,279.818
49028557,49363043,495.117
49094093,49527802,86.991
49094093,49527800,207.624
49094093,49069380,116.199
49094093,49094104,173.916
49094095,49539233,208.367
49094095,49696711,181.904
49094095,49094096,107.072
49094095,49069380,115.438
49094096,1630990708,17.152
49159634,49081911,58.155
49094097,316551029,37.295
49094097,1630990704,265.407
49094097,316551023,30.525
49094097,350307035,80.016
49159637,49518810,122.7
49159637,49159639,116.208
49159637,49113971,115.424
49094101,350307035,69.845
49159639,49159643,14.057
49159639,49233854,121.26
49094104,49712340,99.887
49159643,49159647,194.639
49159643,49321087,107.367
49094109,49098666,100.422
49094109,49094110,64.792
49094109,49431755,255.702
49094109,1331948651,524.35
49094110,49094111,59.064
49094110,3701723389,205.592
49159647,49065801,80.23
49094111,49443453,99.233
49094111,49431773,204.081
49159652,49343290,152.009
49028581,49028582,11.12
49028581,49313686,186.12
49028581,48911049,94.961
49028582,49120294,381.579
49028582,49099027,139.552
49290730,49661483,222.751
49290730,49290734,35.811
49290730,49273701,81.592
49290734,49358957,265.101
49290734,49556563,99.499
49683954,49581872,260.687
6112353792,49113475,7.863
6112353792,49507664,203.55
49552901,49552915,197.547
49094158,49094163,341.699
49094158,49291016,30.212
49094158,49512910,171.267
49552915,3259514380,48.334
49552915,275956071,192.345
49094163,49174537,84.587
49094163,49094168,323.656
49552919,49552921,201.373
49552919,49145943,96.316
49552919,49461807,99.632
49552919,49462797,98.913
565321239,49169861,86.459
565321239,49072361,51.367
49552921,49259186,228.439
49552921,49461809,97.655
49552921,49462798,100.739
846536215,49650656,66.165
660545048,49068166,64.155
660545048,49065632,81.318
49159725,49159735,245.985
49159725,49690170,293.966
49159725,49635705,349.142
49618485,49600366,91.961
49159735,49109497,410.641
49159735,49499306,124.675
4239531582,49102486,111.471
316481090,49251412,77.482
316481090,49251387,110.351
49421914,49174197,65.478
49421918,49421919,200.96
49421918,2342868472,106.673
49421918,49566477,157.022
5312224866,2957503393,15.61
5312224867,2957503391,49.601
5312224867,2957503383,40.265
5312224867,2957503395,28.559
6035807846,49665406,242.333
347414120,823757166,14.212
347414120,4625674053,71.284
347414120,3298795372,411.573
347414120,1607100540,184.555
49159786,49101481,32.144
49290878,49251353,207.815
49290878,49290880,207.379
49290880,49290882,206.335
49290882,1190435971,131.756
49290884,1190435971,17.068
49290884,49290888,209.049
49487495,49243407,78.575
49487495,49059941,176.393
49290888,49290890,402.175
49487496,49243409,79.268
49487496,49059942,178.289
49487498,49282623,121.462
49487498,49243411,78.918
49487498,49059943,178.216
49487504,49164802,202.376
49487504,49605172,127.684
49487504,49527160,204.486
49487504,49127025,77.96
49159831,2990359571,25.566
49159831,49159837,92.425
49159831,2990359569,117.7
49159837,49159842,210.144
49159837,49560726,72.759
49094302,49094321,459.264
49094302,49525583,104.355
49094302,49525574,156.071
49159842,49567405,141.3
49159842,49128574,285.306
49159846,49159848,89.163
49159846,49226846,79.754
49159846,49109541,83.185
49618604,49775749,50.61
49618604,49210262,159.482
49159855,49732257,52.484
49342249,49159855,146.49
49159855,49342249,128.6
49749678,49190428,60.709
49094321,49094322,61.65
49094321,49714254,199.52
49094322,6015078954,141.952
2138447539,49203384,92.217
49094324,49151958,54.231
49094324,49077141,356.717
49094324,49151944,211.516
49094333,49077141,50.323
49094337,49508212,106.423
49094337,48963468,195.547
49094337,49308912,88.887
49094344,49064559,52.614
49094344,49187136,220.613
49094345,49094346,87.273
49094345,49687028,58.95
49094345,49628421,53.045
48963283,49095142,100.224
48963283,3701423617,89.148
48963283,49072329,100.791
48963283,49095141,101.33
49094363,49094368,110.972
49094363,49707750,71.611
49094363,1715723546,71.202
49094368,2149550553,73.22
49094368,49190994,384.305
49749728,49070844,9.258
49749728,49064751,114.188
49094371,49071151,40.563
49094375,49094376,121.98
4848230120,4848230421,42.713
4848230120,4848310242,84.029
4848230120,4848230425,44.259
49094376,49094377,184.432
49094376,49123263,175.304
49094377,49094378,115.736
49094377,49108125,657.249
49094377,49113467,168.994
49094378,49094386,134.493
49094378,49144587,84.734
49749739,49040782,188.472
49749739,49401454,148.045
49290993,49216535,331.762
49290993,49216512,189.73
49290993,49216533,189.967
49094387,49208706,531.884
49094390,49071311,159.767
49094390,49071312,202.642
49094394,49071312,87.855
49094394,49423706,201.148
48963324,48963325,55.09
48963324,49445972,51.404
48963324,49445967,203.374
48963324,49332122,299.979
49291009,49316214,106.423
49291009,49316210,71.787
49291009,49291016,124.777
48963330,49520879,615.085
48963330,49266481,73.113
48963330,49099642,124.825
49291016,49316240,483.119
48963350,49179474,46.255
48963350,49179473,10.788
48963350,49543419,136.206
49159972,49159974,111.23
49159974,49071747,104.746
49618729,49067909,194.542
49028908,49028909,41.142
49028908,49580989,45.623
49028908,49069925,203.446
49028909,49120635,37.695
49028909,49172196,101.338
49028911,49185493,101.337
49028911,49028913,8.117
49028911,49202541,406.752
49028913,49434679,110.498
49028913,49048689,94.516
49160005,49160007,59.835
49160007,49160009,109.883
49160007,49281640,51.169
49553224,49566752,12
49553224,49295569,129.431
49160009,49160011,90.889
49160009,49326641,158.48
49160011,49581283,68.545
49160011,49436304,80.364
49553227,49553229,41.244
49553227,49105309,39.14
49553227,278848333,352.722
49684300,49541353,30.704
49225547,49225548,77.007
49225547,49314953,79.031
49225547,49570087,83.513
49160016,49685551,52.595
49160016,49173000,268.722
49160016,49581284,65.397
49553232,49462797,54.568
49553232,49658358,201.376
49553232,49145937,221.733
49225554,49225556,106.452
49225554,49189139,179.416
49225554,49489249,90.023
49225554,49128635,87.728
4604108627,49442465,50.59
4604108627,49169668,99.857
4604108627,49517477,102.341
4604108627,49602962,48.885
49749844,49690144,92.403
49749844,49151449,73.834
49749844,49151442,316.707
49225556,49225561,107.184
49225561,49489252,108.991
4341833576,49697022,189.186
4341833576,49360985,14.903
2808094569,2808094570,85.145
2808094569,49080848,82.988
2808094569,49147064,117.851
2808094570,49147067,116.064
2808094570,49623171,85.708
49225578,48998578,425.619
4341833582,49071730,10.029
4341833582,49071736,445.021
4341833585,49162273,16.937
4341833585,49382124,184.399
49291126,49291127,103.561
49291126,49324832,187.433
49291126,49446102,158.644
49291127,49324837,195.42
49291127,49403640,32.07
49225598,49225599,36.869
49225599,49130436,234.507
49225599,49508402,189.975
3642892164,49176675,272.974
3642892164,49594579,171.754
3642892164,3642892166,110.492
49422216,49422223,56.225
49618824,49462424,107.238
48963468,48963470,13.553
48963468,49308918,75.578
48963470,49308912,150.399
48963470,49516491,230.61
49422223,49422225,78.207
49422223,49383651,50.361
49422223,49058247,445.886
49684367,49584903,40.573
49684367,49189397,217.465
49684367,49686340,50.146
49291160,49291178,135.847
49291160,49291178,340.531
49291184,49291197,212.071
49291184,49367630,71.494
49291184,49367626,85.458
49225650,49214765,8.575
49225655,49211571,290.995
49225655,49214765,125.184
49225655,49063650,79.536
49422269,49429660,37.472
49422269,49422280,155.898
49422269,49429657,73.198
3876921276,3876921279,223.265
1229987776,1229987811,82.04
3876921279,3876921284,135.259
3876921279,3876921280,51.548
3876921279,1334323247,133.049
1229987780,2954146798,338.611
1229987780,1229987783,92.545
3876921281,3876921284,246.765
3876921284,1334323380,127.247
3876921284,461487233,305.325
1229987783,280467118,115.757
1229987783,1229987796,94.879
49422280,49422282,69.27
49422280,49579111,58.088
49422280,49149349,109.305
3876921289,1334323380,229.967
49487818,49487819,76.283
49487818,49315645,59.169
49487818,49406056,61.321
49487819,49103374,73.834
49487819,49761533,147.597
49487819,49651391,288.838
49225673,49125741,158.386
49225673,49063659,85.241
49225673,49267004,318.564
49225673,49149329,365.514
3876921293,1334323380,45.217
49618893,293394564,199.797
49487823,49487821,73.837
49487823,49651401,286.695
49487823,49487827,74.612
49487821,49103374,75.505
49487821,49651397,287.443
1724784594,1724784625,14.17
1724784594,49109237,90.049
3876921298,1334322084,192.963
3876921299,1334322084,11.796
49487827,49347646,150.407
49487827,49523551,73.475
1229987799,1229987811,201.934
1229987811,280467135,100.023
1724784620,356616194,10.559
1724784620,356616192,76.055
401874925,49145929,340.65
401874925,400527831,73.064
2627674094,459378464,49.608
2627674094,2627674095,49.26
2627674094,2667697876,46.519
3590725615,3590725619,41.128
2627674095,2627674096,8.564
3590725617,3590725619,36.142
3590725619,3590725627,79.731
3590725620,3590725627,46.287
49291253,49291269,245.876
2627674096,3642900311,31.658
2627674096,460207594,81.709
3590725623,3590725627,41.678
2627674097,460207594,6.406
2627674097,460207551,90.584
2627674097,2667697907,65.178
49094644,49094645,76.737
49094644,49084868,108.546
49094644,49084867,311.836
49094644,49321138,156.069
49094645,49094646,78.518
49094645,49056093,305.52
49094646,49056094,304.863
49094646,49120692,333.857
49618937,49151944,210.249
49094650,49094651,49.282
49094651,49084874,78.607
49094651,49230956,76.361
49618938,49619657,78.516
49618938,49618939,131.099
49618938,49227010,81.978
49618942,49579446,88.626
49618942,49302619,112.405
49618942,49564791,81.259
49094660,49440255,169.594
49094660,49094664,165.226
49291269,49336979,51.962
49291269,49058085,153.344
49094664,49440283,128.539
49094664,49440255,377.527
49094667,49094668,78.837
49094668,49094669,57.265
49094668,49437708,162.669
4848230421,4848230422,81.699
4848230421,4848230423,43.338
49618966,49618975,189.532
49618975,49363023,69.514
49618975,49134439,158.432
435822630,49676169,78.772
1724784678,356615868,9.828
1724784678,356616682,80.54
49618985,49099410,67.869
49618985,49064553,91.801
49618985,49702202,25.966
49094698,49094699,77.369
49094699,49094700,50.827
49094699,49499214,42.503
49094700,49432455,92.168
49094700,49094701,205.761
49094708,49094709,36.167
49094708,49167081,215.337
49094708,49167084,148.994
49094709,49130727,181.816
49094709,49121045,98.081
49619004,49208773,79.349
49619004,49165084,77.379
49619004,49667526,146.616
5670510691,49346880,335.296
5670510691,49109590,200.444
5670510691,49344038,220.466
49684587,49267207,79.906
49684587,49059197,80.171
49684587,5655381044,70.526
49684590,49317588,187.177
49094780,49216533,158.237
49094780,49094788,220.874
49094780,49113903,170.495
49356924,49609939,88.301
49356924,49356930,116.475
49356924,49076777,181.019
49356930,49578950,82.382
49356930,49252014,175.92
49094788,49216533,46.689
49094788,49216523,43.717
49094789,49094805,430.467
49356941,49095399,76.212
49356941,49261917,75.82
49356941,49049386,168.64
49356941,49252014,100.357
49094805,49060040,98.627
49094805,49557726,258.358
49356949,49049386,212.487
49684635,49537482,278.645
49553578,49346613,14.404
49553578,49137299,68.258
49553578,1217869975,144.503
49553583,49210808,21.455
49553583,49587394,57.678
49553583,49321071,176.125
2009604273,48883529,37.425
2009604273,49229367,236.53
2009604273,2009604301,161.392
49684660,49162259,47.562
49553588,49173017,169.049
49553588,49066055,63.822
49553588,49096269,115.201
49553588,49311190,55.053
49553591,49173017,237.919
49553591,49083485,114.89
49553591,49081908,117.394
49553591,49553593,200.719
49553593,49096267,119.21
49553593,49081909,114.548
49553593,1217842798,202.198
1919951038,49149739,154.301
1919951038,49149742,327.5
49684683,49119538,32.964
49684683,49380402,49.412
49684683,49684684,113.741
49553613,49553615,488.645
2009604301,1733147718,50.732
2009604301,49068132,95.023
49553618,1217842798,105.181
49357012,49316192,58.448
49684694,49684697,30.18
49684694,49727191,626.347
289546457,49096253,56.454
289546457,49096302,240.453
289546457,3639451928,315.335
49553628,49582798,32.929
49553628,49243401,204.537
49553628,49668144,190.555
49029341,49733281,268.324
49029341,49101122,358.72
49029341,49312294,100.288
49684701,49606117,67.836
49553654,49444506,82.311
49357073,4341675259,15.2
49357073,5510257088,99.301
49488146,49127005,60.019
49488146,49488152,90.364
49488146,49601249,67.829
49357075,4341675253,15.037
49160471,49160472,134.789
49160471,49070437,152.913
49160471,49246342,323.978
49160472,49160474,94.672
49160472,49070438,152.369
49160472,49246343,324.374
49488152,670772478,369.179
49488152,49594618,293.664
49160474,49101716,91.364
49160474,49070439,150.044
846536992,49587563,37.909
49488165,49488166,27.432
49488166,49488171,27.846
49488166,49538791,214.046
49488166,49348575,64.275
49488179,49631495,96.514
49488179,49325078,186.633
49094966,49282763,94.263
49094967,49344879,204.399
49094967,49094968,151.768
49094967,49282765,100.228
49094968,49476341,93.522
49094968,49094969,100.985
49094969,49094970,81.392
49094969,49399572,161.663
49094970,49094971,68.096
49094971,49282767,101.922
49094971,49119846,202.814
49094971,49094973,404.467
49357111,49357114,48.93
49357111,49055581,112.366
49357111,49134854,162.058
49094973,49099218,100.853
49094973,49099217,302.881
1935699040,348085964,12.205
49291589,1833036103,244.57
49488203,49325078,100.795
49160530,49445724,192.339
49160530,49160545,140.656
49160530,49048439,152.48
49291611,49267203,84.215
49291611,1811066321,94.239
49291611,49059197,96.955
49160545,49445724,301.777
49160545,49387734,134.414
49095011,49095013,100.113
49160548,49160549,93.335
49160548,49160559,53.496
49160548,49316210,179.525
49160549,49160551,60.529
49095013,49095014,120.444
49095013,3404042806,74.945
49095014,49095015,93.749
49095014,49118575,60
49095015,49095016,206.643
49095015,49303248,117.802
49095015,48984607,114.17
49160554,49160559,138.618
49160554,49445693,119.913
49160554,49445687,31.702
49095016,49095017,206.662
49095016,49471829,119.252
49095016,49065955,114.943
49095017,49069577,205.754
49095017,49065956,116.433
49095017,49393682,117.086
49095018,49095019,207.924
49095018,49069577,206.201
49095018,49065958,115.668
49095019,49095020,156.522
49095019,49406606,117.67
49095019,49065959,116.675
49160559,49048434,103.74
49095020,49065960,115.814
49357177,49357179,51.586
49357177,49119536,99.06
49357177,49144575,99.236
49357177,48973696,100.035
49684861,49684870,226.538
49357183,49119528,98.042
49357183,49357184,59.407
49357183,49598871,102.963
49684870,49069438,155.769
49684870,49738390,177.156
49095048,49562120,184.722
49095048,49064210,319.436
49488267,49488269,108.705
49488267,49598994,78.405
49488267,49342601,454.21
49488267,49060168,291.026
49488282,48884607,166.728
49488282,49512908,143.384
49488282,5896372446,78.186
49488294,48884607,103.596
49488294,412347047,214.124
49488294,49123177,147.417
49553834,49249133,153.289
49619381,49110756,208.529
49488317,49123187,14.252
49488317,49576050,434.033
49488325,49055498,87.6
49095111,49095112,100.603
49095112,49095113,97.341
49095112,49064109,98.852
49095113,49065100,200.731
49095113,49064110,100.183
49095113,49121973,100.75
49095114,49063994,37.369
49095114,49065100,85.885
49095114,49320579,55.646
49488330,49488333,158.036
49488330,49127412,67.026
49488330,49527437,74.135
49095115,49095117,88.522
49095115,49407847,206.733
49095115,49555431,205.441
49095117,49407849,207.35
49095117,49555434,205.366
49095117,49095119,87.105
49095119,49407852,207.145
49095119,49459341,205.958
49095119,49095121,88.66
49095121,49407856,206.817
49095121,49095122,88.294
49095121,49461673,162.039
49095122,49407859,207.056
49095122,49436852,100.155
49095122,49095123,65.597
49095123,49053512,53.467
49095123,49436852,123.879
1188766164,49112985,56.071
49095124,49126698,76.067
49095124,49095126,84.256
49095124,49555417,206.059
49095126,49407838,205.199
49095126,49555419,206.656
49095127,373283909,40.728
49095127,49095129,166.808
49095127,49108100,126.979
49095129,49095130,100.877
49095129,49108101,98.61
49095130,49095131,100.555
49095130,49108102,98.701
49422811,49422820,225.966
49422811,49080625,151.219
49422811,49360034,132.357
49095131,49095133,98.314
49095131,49064189,104.625
1188766170,49083421,160.27
49095133,48991578,202.299
49095133,49108104,104.772
49095135,49108107,98.249
49095135,48991578,104.028
49095135,49095136,101.195
49095135,4632716889,51.705
49095136,49073973,100.561
49095136,4632716890,50.255
49095137,49113477,100.757
49095137,49108108,98.495
49095137,49095138,101.272
49095137,49073973,101.3
49095138,49108109,98.909
49095138,49095140,100.226
49095921,49095922,83.712
49095140,49095141,100.904
49095141,49113480,101.52
49095141,49108112,97.96
49357286,49085271,267.692
49357286,49697490,97.572
49095143,49095144,90.156
49095142,49113481,99.524
49095142,49108114,99.132
49095142,48932274,225.816
49095145,49113452,100.436
49095145,49095146,100.754
49095145,49095144,202.891
49095146,49095147,99.434
49095146,4600142040,50.335
49095147,49108118,97.71
49095144,49113483,100.458
49095144,48932274,98.195
49422834,49070810,79.645
49422834,49085927,81.016
49422834,49422838,142.215
49357298,49174906,101.361
49357298,49085275,304.282
296872481,49512908,129.92
296872481,48884607,169.413
48898564,2656992339,12.268
48898564,49065754,212.294
48898564,48882813,130.654
49357321,49357322,67.495
49357321,49178672,66.606
49357321,49070830,92.055
49357322,49070831,72.115
49357322,49106957,90.451
3876856354,49641078,110.721
3876856354,3876856957,153.463
3876856354,49098946,309.553
49422882,49422884,79.091
49422882,49344957,82.127
49422882,49659803,67.545
49422884,49422892,239.576
49422892,49426577,145.899
49422892,49274761,157.155
49422909,49334988,68.769
49095231,49078748,171.039
49422931,49074755,64.53
49619564,49461454,79.263
1164518006,49119402,123.817
49029764,49029765,46.485
49029764,49176970,208.362
49029764,49176827,300.63
49488533,49488534,222.683
49488533,49572784,80.562
49488533,49149356,68.91
49488534,49572784,594.539
49488534,49529546,270.422
48898717,48898723,152.693
48898717,49097495,34.179
48898723,49570673,54.717
49408581,49735266,96.742
49408581,49537904,77.169
49408581,49401304,221.442
295183022,49504713,12.733
295183022,4341707190,128.109
1704207028,459378472,13.079
1704207028,5151082600,160.395
49619642,49077144,47.912
49408584,49236958,113.834
48898756,48943150,202.53
48898756,49179931,200.635
49619657,49518921,91.594
49619657,49197115,219.217
49619657,49151550,97.018
1704207066,1346435530,16.386
1704207066,459996587,116.111
49357530,49109384,57.896
49357530,49517710,92.446
49357530,49257284,77.186
49685218,49685224,51.875
49685218,49665406,114.54
49685218,49769032,220.159
49685218,49634711,221.97
49095399,49095400,64.509
49095399,49358169,76.049
2019304169,2019304170,14.987
49685231,49313876,145.366
49685231,49524741,173.91
49685231,49142264,131.971
49685238,49347251,27.364
49619712,49292486,210.72
49619723,49724036,112.37
49619723,49619724,68.324
49095436,49095437,73.834
49095436,49122962,203.031
49095436,49434915,247.568
49619724,49619729,125.449
49357579,49357589,164.11
49357579,49604713,99.611
49095438,49095437,74.625
49095438,49112560,456.134
49095440,49253650,33.285
49095440,49265216,52.68
49095440,49095442,74.725
49619729,49525583,55.162
49095442,49095443,91.9
49095442,49233247,31.563
49095443,49095652,49.658
49095443,49048157,80.05
49095437,49332537,75.057
49095437,49670035,425.983
49095445,49048157,68.618
49357591,48862413,171.33
49357591,49266158,43.401
49357591,49056245,162.639
1704207129,459378464,83.202
2800427804,4341705650,21.743
1738875704,49075286,186.595
1704207165,1704207169,34.834
1704207169,1704207176,78.175
1704207169,2667697929,88.238
49095489,49688435,43.766
49095489,49049354,77.911
49095491,1759303807,115.009
49095492,49064325,150.21
49095492,48932268,51.828
1704207176,2667697940,49.771
1704207176,2667697929,17.299
49423176,49489222,52.951
49423176,49423190,135.837
49423176,49489229,257.145
49095496,49380235,20.441
49095496,48932268,73.584
49357654,49357655,175.266
49357654,49077448,77.729
49357654,49298018,77.072
48898904,49274351,198.86
48898904,48898905,8.724
48898904,49135965,197.341
48898905,49135862,91.534
48898905,49048429,111.709
48898906,48898907,6.643
48898906,49079920,66.933
48898906,49188501,100.951
49161051,49071607,92.357
49161051,49403753,73.555
49161051,49238805,226.824
48898907,6235506874,173.512
48898907,49079919,398.48
49423198,49177262,213.664
49357655,49077449,77.819
49357655,49298019,77.721
49619812,49315026,216.874
49619812,2824140377,800.827
49619812,49252666,786.674
1164714858,1164677808,59.227
49357675,49100144,278.526
425927531,49133377,259.785
425927533,49051875,123.109
425927536,49049757,56.63
1164714865,1164677868,80.616
1164714867,1164677823,27.742
49357685,49344825,94.684
49357697,49357703,206.762
49619843,1833036156,15.981
49619843,49187811,186.175
1704207246,49714495,42.821
49357710,49175401,31.806
1704207250,49079427,157.36
49357717,49100264,83.318
49357717,49357723,115.329
49357717,49505143,245.245
1334322084,1334322379,145.717
1334322084,1334323380,135.146
2139628457,49203413,54.781
2139628457,49203400,251.697
2139628461,49537509,101.911
2139628461,49203413,62.566
1214981043,1331948651,97.625
49161149,49042819,377.423
49161149,49120858,72.108
49161149,49251176,27.125
49488833,49458157,113.921
1704207299,49202856,10.064
1704207299,49119850,43.174
1704207312,49202857,12.243
1704207312,49064866,231.36
49488851,49236721,83.726
49357780,1724756449,9.908
49161174,49109604,110.277
49161178,49161179,10.237
49161179,49331769,37.906
49161179,49226961,310.923
1334322151,1334323710,167.072
49488879,1759301444,14.324
49095673,1437187434,267.524
49095673,49347554,312.402
49095673,49460746,245.74
48964603,1931257178,149.335
49685541,49173031,206.325
49685541,49573809,201.364
49685541,49321083,116.644
49685541,49113968,116.198
49357863,49175216,69.08
49095721,49095733,304.209
49095721,49060091,170.123
49226797,49100859,123.901
49226797,48900722,79.832
49226797,49295310,76.293
49685551,49573822,201.886
