from,to,length
4281469573,4281469571,11.379
49543016,1813645952,13.337
48952992,1813645952,57.316
1813645976,1813645952,144.005
49229286,49285771,157.173
49122817,49285771,126.429
49299194,49285771,82.427
49749739,49023628,90.43
49023628,1175078366,66.216
2898359920,49023628,111.697
49251101,49023628,64.154
49763284,49023628,49.556
1167731576,4281469581,39.697
4281469584,4281469581,28.006
4281469586,4281469581,28.895
4281469589,4281469580,43.702
4281469584,4281469580,112.907
49500699,1813645967,57.226
49238415,1813645967,12.982
1740963517,1813645967,200.159
4281469589,4281469584,67.19
49583036,49547920,77.614
49583037,49547920,207.473
49634094,49547920,79.656
4281469588,4281469586,18.134
49285781,49285779,52.635
49091044,49285781,72.414
49368910,49285781,114.418
4281469590,4281469589,17.637
49146140,49416852,86.958
49473433,1813645976,53.936
1813645979,1813645976,264.328
49504897,1813645979,50.197
49668714,1813645979,12.32
49535687,1813645979,233.293
1811066292,4341762717,15.21
4341762717,1811066301,39.469
1811066306,4341762717,453.965
1813645981,1813645983,11.338
1813645981,1813467559,141.208
1813646087,1813645981,355.371
1813645983,1813467560,9.135
1813645983,49535687,211.612
49482407,49482397,333.144
49407610,49482397,549.174
49407647,49482397,353.165
49044496,49351333,29.17
48904283,49351333,34.673
49241443,49351333,88.684
49285799,49285798,78.14
49506658,49285798,384.305
1813467559,49285798,94.498
49506658,49285799,315.943
49285800,49285799,77.046
49068008,49285800,72.271
49614600,49285800,165.318
49399565,49482407,177.816
49123107,49482407,634.666
1813467537,49285803,55.005
49517273,49285803,89.87
5527979311,49285803,158.485
49068008,49285803,83.177
49517277,49285807,81.43
49285808,49285807,83.619
3584447753,49285807,54.295
49289861,49285808,248.776
49083507,49285808,156.707
49488179,49285808,117.636
49371012,49547957,97.811
49547960,49547957,99.155
49316466,49547957,219.291
49364395,49547957,173.559
1813646007,48874953,14.431
1813646007,49773822,97.579
1813646036,1813646007,196.946
1228033688,1813646007,636.639
49047683,49547960,79.538
49547980,49547960,421.482
49257571,49547960,87.339
49482423,5523929971,370.241
49407296,49482423,216.259
295177488,49482423,289.501
49055190,49351360,29.75
275539932,49482441,516.505
275974858,49751496,175.797
1830621283,275974858,353.831
48982623,275974858,330.205
4239531583,49547980,45.791
49652375,49547980,42.073
49047689,49547980,103.377
49089235,49089228,460.641
49066216,49089228,482.423
49167891,49089228,131.341
49351377,49351376,349.032
49157825,49351376,150.245
49053501,49351376,217.209
49075704,49351377,199.076
48900712,49351377,195.605
49062070,49089235,109.831
49097485,49089235,235.067
49285854,49285844,156.221
1813646036,277150517,497
1813646057,1813646036,328.963
49014926,1813646036,16.274
49220347,49220308,468.28
49581394,49220308,155.435
48857593,49220308,69.688
49281891,49351380,119.914
49084688,49482455,497.055
49098482,49482455,113.234
459401705,49482455,142.082
459401713,49482455,70.173
49058841,49089240,64.452
49394693,49285854,104.156
49394680,49285854,199.089
49535687,1813646046,12.098
49535686,1813646046,42.655
1813646046,1813467560,212.233
49668714,1813646046,233.797
49307875,49089246,91.254
49068742,49089246,85.524
49083566,49089246,108.786
49245294,49089246,132.345
2713362471,2713389791,12.34
49111835,2713389791,88.258
2713389791,2713421821,411.894
2713421832,2713389791,352.139
49071858,49482463,68.204
49113766,49351394,254.79
49281891,49351394,111.661
49098960,49351394,110.504
1813646055,1740963542,176.689
1813646055,1813646057,14.574
49238415,1813646055,202.102
1740963517,1813646055,20.582
49336596,49416937,322.053
1813646057,49123746,21.109
49105278,1813646057,176.34
49089265,49089258,223.021
2713362577,2713389808,13.834
49063119,2713389808,403.597
2713389808,2713421832,351.98
49089265,1068622155,538.148
49689889,49089265,464.017
459401709,49482483,59.419
49482484,49482483,167.275
49482484,49482483,253.134
459401710,49482484,59.123
49085331,49089267,43.41
49544310,49089267,43.889
49089270,49089267,105.287
48917401,49089267,171.097
49080980,49089270,35.651
49085333,49089270,44.762
49089272,49089271,112.032
49407243,49089271,92.071
49407241,49089271,77.643
49117603,49089272,90.262
49117602,49089272,76.725
49204051,49220347,8.38
49556923,49220347,87.18
49417817,1256327934,33.712
49339388,1256327934,42.583
1256327934,1256327938,31.093
49129303,49482496,32.342
1256327939,1256327938,62.925
49257836,1256327938,129.954
49617128,1256327939,191.008
1256327939,49417817,31.996
1813646087,49214110,62.76
49773788,1813646087,43.791
276302601,48896059,310.924
276302601,49019549,698.051
48905345,276302603,166.948
49308304,49154849,104.788
49089146,49285927,50.523
49173370,49285927,45.083
49285974,49285927,98.153
49154858,49154856,47.221
49068090,49548073,34.35
49687281,49154858,81.677
49268662,49154858,236.407
49497345,49154861,73.54
49079920,49154861,205.366
49598731,49154861,107.261
422447921,49064050,35.48
49514146,422447921,74.804
49064051,422447921,24.036
49089331,49089330,203.541
49399582,49089330,67.793
49052313,49089331,97.077
3534237477,49089331,5.713
2667907896,2667907892,129.44
2667907894,2667907892,83.161
48857420,2667907892,95.642
2667907895,2667907893,19.057
2667907897,2667907894,41.216
5988715104,2667907894,37.754
48857429,2667907894,141.188
2667907897,2667907895,31.296
2667907899,2667907895,51.437
49112284,49089336,78.453
49089335,49089336,211.17
49112286,49089336,79.074
49089338,49089336,192.409
49100346,49154874,229.079
49154885,49154874,218.865
49100338,49154874,155.997
49399588,49089338,77.744
49344916,49089338,163.993
49089340,49089339,119.146
49106253,49089339,78.8
49106252,49089339,74.463
5988715105,2667907897,55.02
5988715105,2667907897,75.798
49089347,49089341,236.26
49222278,49089341,276.834
49222250,49089341,145.729
49220409,49220408,23.351
49138700,49220408,356.594
49071541,49220408,130.157
49220409,49071540,136.638
49220417,49220409,290.006
48857434,2667907906,37.234
2667907908,2667907906,43.215
48857429,2667907906,138.59
5988715105,2667907908,213.751
2667907909,2667907908,117.448
3858212816,49220417,410.673
49252003,49220417,329.708
1697236965,49220417,471.798
2667907913,2667907911,49.402
49285971,49285962,150.833
2667907914,2667907913,48.819
48857437,2667907913,48.848
2667907916,2667907915,21.263
2667907915,2667907915,187.601
2667907918,2667907916,34.959
48857437,2667907916,64.958
6265026974,2667907916,40.119
48857443,2667907918,44.841
2667907920,2667907918,62.534
49539233,49120825,170.315
48973396,49120825,46.949
49120824,49120825,51.264
278948963,275712850,11.54
49578060,275712850,932.042
275712850,48894571,316.63
49285974,49285971,49.1
49339660,49285971,129.952
49389791,49285974,149.546
49095754,49482601,282.359
49525481,49482601,37.528
49045195,49220463,35.937
49220471,49220463,159.244
49060159,49220463,38.505
2957511571,2957511539,1139.556
49098435,49154933,283.89
49256739,49154933,192.19
49256746,49154933,167.691
2957511544,2957511543,15.89
2957511549,2957511544,227.763
49045198,49220471,37.923
49420417,49220471,55.783
49045203,49220471,112.622
49467870,49351544,54.475
49338268,49351544,107.283
49100035,49351544,107.559
49234896,49351544,105.691
49338268,49351546,17.337
49351556,49351546,280.92
49291160,49351546,120.068
49252755,49154946,99.734
49154947,49154946,231.013
49252769,49154946,261.477
48939803,49154947,58.415
49476087,49154947,77.614
49106928,49154947,433.125
49291178,49351556,32.257
49050700,49351556,106.712
49120836,49099169,119.759
49120836,49466667,85.352
49120837,49120836,113.43
49313719,49120836,86.342
1781679744,49154954,209.995
49053499,49154954,251.053
49161974,49154954,152.744
49417098,5765738785,19.917
49417098,5765738783,394.022
5765738786,49417098,16.46
49417100,2824140355,9.097
49417100,2824140368,358.091
4503708876,49417100,84.775
2824140377,49417100,16.393
49461584,49154956,98.16
49154960,49154956,40.627
49117531,49154956,164.602
49120837,49313722,86.623
49120838,49120837,114.965
49337551,49120837,84.769
49776760,49417103,215.334
4503708876,49417103,97.82
5340223718,2957511571,459.427
2957511572,2957511571,25.275
49154966,49154964,319.714
49471334,49154964,78.302
49617128,49154964,79.011
2957511572,3618216336,553.943
3618216336,2957511572,988.07
49069709,49154966,314.273
49174712,49154966,79.223
49174711,49154966,77.563
49050290,49154970,562.668
49069709,49154970,93.859
49317490,49154970,231.818
48972938,276302756,56.35
49527174,276302756,127.974
49288186,49548206,119.821
49476345,49679288,89.141
49261863,49417144,135.447
48864661,49417144,89.98
5222062525,49417144,188.473
49234902,49351608,59.719
49040966,49351608,456.882
49351608,276557813,103.682
276557813,49351608,101.407
49286088,49286085,108.355
49490387,49286085,61.446
49490382,49286085,105.714
49417158,4799948952,21.509
4198141773,49417158,14
4198141776,49417158,23.652
49197101,49417159,104.759
4198141773,49417159,23.347
49417159,360625611,324.73
49286090,49286088,107.108
49413801,49286088,75.029
49413806,49286088,86.54
49418563,49286090,75.678
49559044,49286090,103.284
49089490,49089489,115.867
49089489,49334450,79.899
49113611,49089489,62.872
49089491,49089490,116.201
49113613,49089490,62.777
49334451,49089490,80.647
49279995,49417171,47.163
49454315,49417171,106.958
49197101,49417171,107.672
49089492,49089491,116.241
49099183,49089491,62.78
49099182,49089491,80.646
49077784,49417173,106.55
49279995,49417173,58.866
2406582089,49417173,95.471
49089493,49089492,116.61
49113615,49089492,64.18
49334452,49089492,79.99
49113617,49089493,61.673
49334453,49089493,81.392
49089493,49334455,196.199
49089497,49089496,74.725
1409059769,49089496,284.221
49674113,49089496,182.064
49648328,49744857,113.067
1810831099,49744857,246.121
49089499,49089498,54.021
49118444,49089498,97.871
49068091,49089498,80.407
49089512,49089499,104.97
49089501,49089499,250.002
49379827,49089497,341.96
1409059799,49089497,92.634
49165972,49089501,296.678
49561583,49089501,266.082
49404711,49417183,101.079
49411204,49417183,91.295
49709781,49417183,74.76
49404711,49417190,42.531
49318287,49417190,199.296
49492810,49417190,77.229
49089515,49089512,102.325
49165995,49089512,99.973
49048709,5380770795,21.351
49115857,5380770795,97.094
49048707,5380770795,47.652
49566532,49089515,97.078
49258585,49089515,187.839
4341763054,4341763053,18.065
4341763053,1240495115,332.204
5765667340,4341763053,182.038
4341763054,2684629230,251.71
49049494,4341763054,330.683
49417209,49417207,80.208
49417482,49417207,272.783
49318287,49417207,76.49
295177209,295177488,130.713
5523929978,295177209,253.828
49317788,49417209,85.841
49537440,49417209,83.481
49417484,49417209,264.148
49317788,49417212,81.195
49265698,49417212,81.768
49417486,49417212,264.051
49067038,49417212,353.772
49346450,49417214,79.012
49067038,49417214,81.442
49417501,49417214,413.091
49067026,49417214,337.013
49351692,49351686,79.238
49120853,49351686,220.129
49246175,49417223,84.626
49451651,49417225,79.739
49417227,49417225,67.243
49725316,49417225,109.922
49351693,49351692,99.364
49431270,49351692,327.695
49351709,49351693,161.708
49280295,49351693,625.255
49548309,49548304,143.592
49732533,49548309,84.292
49623346,49548309,99.165
49548313,49548309,186.711
49220631,49220629,75.501
49281030,49220629,77.224
49281028,49220629,316.57
49267550,49220631,79.375
49548327,49548313,253.298
49063792,49548313,111.226
49598380,49548313,95.616
49024030,49024028,5.623
4341493594,49024028,83.821
1715731313,49024028,446.31
49161834,49351709,166.877
49351716,49351709,174.195
49150911,49024030,84.08
49150933,49024030,314.809
49024034,49755153,441.172
48872683,49024034,347.086
49316927,49351716,83.435
49445734,49351716,77.975
49732564,49548327,115.144
48932355,49548327,144.876
49060121,49155119,244.544
49155125,49155119,341.378
49383872,49155119,125.658
49383906,49155125,288.118
49383872,49155125,129.288
726929956,49089596,248.252
726929969,49089596,116.017
49071740,49155136,120.28
49272123,49679434,145.198
49398812,49351772,20.548
49398807,49351772,139.418
49058364,49351772,141.876
49582209,49744992,76.839
49107425,49744992,292.704
49774884,49744992,153.49
49024098,49661870,50.527
49024098,49024100,57.788
49752898,49024098,259.172
49661870,49024100,34.62
49290484,49024100,51.96
49661870,49024104,13.623
49119528,49024104,204.638
49521730,49548393,135.201
49662392,49548393,64.639
49075954,49548393,549.883
49351788,49351787,84.414
49058364,49351787,113.775
49386891,49351787,383.124
49581275,49351787,292.17
49386891,49351788,331.333
49386880,49351788,155.704
49378454,49548417,426.276
49595000,49548417,108.654
49280276,49548417,198.355
49482962,49482893,1087.391
49534562,49482893,488.813
49581396,49482893,210.308
49344151,366480541,162.502
49346199,3696037036,111.471
49121494,49220787,43.559
49083653,49220789,105.27
49160549,49417399,25.032
1199443130,1199443135,122.068
1199443130,1921907895,300.531
1199494119,1199443130,134.649
49501943,1199443131,45.735
1199443131,49260612,162.758
1199443141,1199443131,163.116
49220799,49220798,89.867
49083653,49220798,95.524
49333207,49220798,293.42
1199443135,1199494123,123.544
287323070,1199443135,309.247
49597739,49220799,93.687
48974869,49220799,287.301
49064052,1199443137,7.326
1199443137,1199443141,208.017
49064051,1199443137,54.869
1199443139,1199443137,102.603
1199443139,49514146,27.121
1199494123,1199443139,610.089
49260610,1199443141,55.446
49220812,49220807,171.396
4341866956,49220807,46.439
49304466,49220807,72.12
49304475,49220812,89.771
49597959,49220812,167.154
49534564,49482962,324.781
49092316,49482962,460.183
49264838,49220825,197.705
49220827,49220825,40.187
49220837,49220827,173.921
3404068552,49220827,65.043
49220839,49220837,142.02
4598590336,49220837,76.09
49055179,49417447,61.87
49264852,49220839,385.525
49682384,49220839,377.743
49127945,49220842,75.065
49051381,49220842,87.616
49518907,49220842,64.752
49621131,49745134,48.489
49417459,49417456,76.22
49055179,49417456,72.966
49522346,49417456,81.979
49522344,49417456,58.62
49527483,49220849,61.491
49127945,49220849,49.912
49405571,49220849,56.192
49417464,49417459,74.181
49660102,49417459,81.88
49660074,49417459,115.089
49621131,49745142,34.93
49417472,49417464,152.982
49716457,49417464,300.377
49067479,1718881529,42.588
49318283,49417472,114.87
49587434,49417472,92.859
49286408,49286405,70.493
49286405,49103409,284.323
49103409,49286405,162.556
49052660,49286405,123.86
49286417,49286408,82.699
49119228,49286408,300.916
49417484,49417482,78.936
49318283,49417482,81.287
49601530,49417482,61.287
49317786,49417484,85.081
49618286,49417484,246.486
49317786,49417486,81.303
49067026,49417486,260.524
295177488,1266183113,2698.572
49286419,49286417,71.683
49119228,49286417,240.342
49286424,49286419,129.435
49119228,49286419,380.594
49220885,49220883,87.201
49406901,49220883,177.066
49192870,49220883,236.986
49286427,49286424,82.698
1272506673,49286424,566.321
49471845,49286427,164.432
49722703,49286427,135.007
49064968,49286427,85.624
49235016,49417501,351.82
49346451,49417501,77.605
49067042,49417501,81.635
1171656110,1171655965,26.129
1171656049,1171655965,167.824
1171656069,1171655965,84.636
1171656049,1171655967,47.349
1171656064,1171655968,13.728
1171656106,1171655968,596.859
1171656005,1171655968,142.603
49064968,49286433,83.899
49286437,49286433,132.337
49064969,49286433,286.07
49438235,49286437,49.789
49537110,49286437,208.09
49085505,1718881576,68.14
6044617974,6044617975,148.694
6044617973,6044617975,220.025
6044617962,6044617975,99.571
49157045,49286463,40.766
49074663,49024320,91.291
49313492,49024320,100.109
49427512,49024320,99.682
5263061307,6044617976,38.967
49155400,49155396,86.976
49155439,49155396,202.674
279041943,49155396,70.625
1171656049,1171656005,140.276
49123764,1171656005,339.637
49155429,49155400,427.097
49155429,49155400,276.269
1283132747,49756856,1071.318
296869515,1283132747,1041.722
296871667,1283132747,307.878
49433202,49679693,48.624
49321083,1210060115,204.77
49321080,1210060115,202.089
49173031,1210060115,115.609
49616715,49679701,161.156
1171656106,1171656023,82.063
1283132761,48981209,654.828
1283132761,439983355,830.727
276750708,1283132761,346.248
49110006,49220960,15.603
2309012434,49220960,97.829
49528129,49220960,193.104
49155439,49155429,182.432
1283132773,1268352613,460.496
1283132773,49757038,591.565
49757020,1283132773,927.699
5284940951,49220965,98.423
49237008,49220965,129.582
49063228,49220965,87.564
49528139,49220965,210.253
49251288,2138443115,16.664
2138443115,2138443122,403.675
49407213,2138443115,154.305
4341493376,2138443115,232.031
1283132780,296870971,315.159
1283132780,49755298,865.487
296874041,1283132780,1134.718
49220975,49220973,82.538
49128638,49220973,264.744
49451595,49155439,74.982
49616240,49155439,75.769
49051722,49220975,162.278
49225556,49220975,188.519
49220977,49220975,79.273
49251281,2138443122,15.932
2138443122,2138445603,251.52
48934968,49220977,205.596
49225561,49220977,156.791
49220982,49220980,59.253
49543113,49548662,319.391
49565633,49548662,94.131
49053303,49548662,151.85
49527357,49220982,86.966
49527355,49220982,97.641
49121600,49548665,117.726
1283132797,1283132855,188.229
48943123,1283132797,158.03
1283132802,296871667,528.958
1283132802,296871192,354.495
3379001651,1283132802,321.509
1171656115,1171656069,52.275
1171656106,1171656069,69.066
49155471,49155469,106.761
5269207419,49155469,254.397
49603443,49155469,176.102
49472347,49155471,141.234
49155477,49155471,201.58
49641971,49075801,176.312
447978694,49641971,106.612
49059268,49641971,174.667
49472347,49155477,89.213
49155481,49155477,30.949
49103721,49155481,64.787
49058586,49155481,282.899
1283132828,49756994,607.664
1283132828,1742115518,375.564
49012247,49155487,40.004
49006901,49155487,84.387
1283132851,49123191,64.02
1283132851,49123190,63.394
296870971,1283132851,85.466
49105177,49221046,101.51
1660230728,49221046,99.94
49248192,49221046,100.56
1283132855,48962890,340.222
1283132855,304922885,339.252
1283132856,48949819,982.829
1283132856,49756904,378.81
48982806,1283132856,450.286
49396325,49483192,105.864
49517740,49679802,210.862
49221049,49221050,101.649
49064194,49221050,101.07
49554782,49221050,52.773
49221053,49221050,100.321
49105177,49221049,200.694
49064192,49221049,101.494
4625642149,49221049,51.234
49289193,49483196,263.141
49143228,49483196,368.925
49302618,49483196,115.303
49064196,49221053,102.117
49242302,49221053,101.149
49101860,49221053,98.615
49101860,49221056,101.791
49313522,49221056,100.877
49064199,49221056,101.299
48958919,48958918,15.213
49099525,48958918,402.857
49100170,48958918,63.59
49099531,48958919,405.004
49100136,48958919,84.309
49057296,48958922,200.363
48958923,48958922,9.367
48948923,48958922,64.237
49057280,48958923,88.153
49112281,48958923,41.867
49310884,49221069,67.829
49064203,49221069,368.225
49064207,49221069,104.348
49047817,48958926,113.6
48958927,48958926,8.906
49423856,48958926,203.977
49403675,49548751,156.451
49548752,49548751,82.396
49363772,49548751,225.288
49167635,49548752,80.505
49542612,49548752,271.714
49052306,48958927,83.068
49426515,48958927,191.905
49129993,49221087,38.331
49431740,49221087,23.085
49194612,49221087,90.595
49228703,49548780,35.14
5308878317,49080966,24.832
49327088,5308878317,90.475
5308878318,5308878317,29.701
380046830,48929426,203.713
380046830,49282804,185.071
49059943,380046830,13.868
49080968,5308878318,51.229
49080966,5308878318,54.032
49106982,49483254,16.627
49289328,49483254,33.81
5896356033,49483254,88.481
420220408,49337555,8.354
278083670,420220408,84.673
5237396099,420220408,68.473
49281790,3868593658,530.478
2654249514,420220410,73.664
420220410,49097332,40.283
275592063,420220410,417.259
5717765240,49483258,75.562
49121249,49483258,25.724
48998513,49483258,117.762
48958970,48958972,13.601
49119349,48958970,70.36
4343226616,48958970,12.176
48974869,49221116,248.5
48958974,48958973,5.304
49064112,48958973,190.756
49106258,48958973,77.552
49097810,48958974,84.419
49064113,48958974,202.583
5717765241,49483261,9.118
49483261,4341338688,53.773
49582227,49483261,106.868
1283132928,296874041,970.534
1283132928,48923068,565.94
48940905,1283132928,344.713
5896399411,48958976,8.981
49448459,48958976,194.543
48958976,5896399412,17.968
48948927,48958976,63.02
49047530,2123435517,141.426
49548809,49548805,93.807
49113768,49548805,111.396
49559357,49548805,124.164
49117550,2123435519,96.111
49221127,49221126,84.002
49234418,49221126,177.029
49385397,49221126,138.204
49221129,49221127,79.756
49385398,49221127,167.809
49221131,49221129,81.888
49227578,49221129,194.288
49109534,49155595,188.253
49193916,49155595,95.614
49193916,49155595,448.168
49385401,49221131,221.279
48958990,48946741,211.766
1715964581,48958990,86.236
48958990,1742134801,81.388
49196067,48958990,80.282
48946734,48958990,236.427
49155601,49155600,190.478
1239329634,49155600,274.277
49113629,49155608,242.823
49539012,49155608,145.804
49212749,49155608,225.376
3327509493,1283132957,578.721
48982808,1283132957,80.742
1283132992,1283132957,94.359
49357298,49155618,98.418
49085274,49155618,305.565
49357286,49155618,234.973
49236817,49024546,95.673
49417776,49417766,118.342
49144634,49679910,16.649
49502754,49679910,164.117
49119267,49679910,362.45
1169493553,1169493544,138.247
1169493544,1242265847,30.892
1242265851,1169493544,20.956
49483310,49483309,30.086
344560429,49483309,148.001
1711665007,49483309,66.587
49352240,49352238,65.383
49081918,49352238,152.949
49418353,49352238,80.458
1169493553,1169493551,163.495
1167731609,1169493551,124.879
49634905,49417776,32.746
3631951572,49417776,103.805
49321099,49352240,138.827
49071771,49352240,88.285
460207569,3551071793,37.142
460207566,3551071793,23.585
460207554,3551071793,198.037
49483316,49483315,89.183
49105621,49483315,299.004
49317332,49483315,90.406
49585739,49483316,118.332
49483317,49483316,177.619
3551071798,3551071796,32.946
2627674095,3551071796,57.058
460207554,3551071796,182.905
49274271,49417784,533.512
2800750137,2817900876,10.334
2800750137,4613031474,414.897
2802972936,2800750137,163.915
2817900856,2800750137,15.947
49585740,49483317,121.748
49664691,49483317,84.091
49170580,49483317,286.244
3551071799,3551071798,43.519
3551071797,3551071798,21.048
49155647,49155644,87.948
565342565,49155647,104.199
1922597856,49155647,84.37
49352250,49352249,116.678
49352246,49352249,118.203
49594716,49352249,202.036
49117849,49352249,199.145
49317839,49352250,106.892
49150163,49352250,115.799
1283132992,48982808,20.017
3256194421,1283132992,172.477
49101039,49483328,93.39
49092182,49483328,139.482
49105613,49483328,133.995
49353628,275713609,8.639
275713878,275713609,38.919
275713681,275713609,29.8
48925590,3404009037,88.228
49568814,3404009037,89.596
49430652,3404009037,112.221
49430652,3404009039,8.768
3404009042,3404009040,11.67
3404009042,3404009041,15.296
3404009044,3404009042,63.937
49670355,3404009044,80.791
49500280,3404009044,111.89
2800750166,2800427821,60.116
2800750166,3011386421,32.941
2802972943,2800750166,147.931
3404009047,3404009046,130.115
49290582,3404009046,43.636
49120746,3404009046,261.19
49339388,49417817,423.356
49114181,49352278,79.101
2669012075,49352278,91.937
1213387147,49352278,222.695
2669018541,49352278,153.237
49352284,49352283,81.964
49490132,49352283,52.85
49070602,49352283,170.117
49304067,49483360,52.814
49109473,49483360,318.09
49740171,49483360,101.566
1283133029,49105011,235.514
49756856,1283133029,437.572
1713352237,1283133029,130.537
49155691,49155690,89.573
49101806,49155690,81.75
49215807,49155690,87.845
49410650,49155691,34.407
49119037,49155691,387.227
49109598,49548909,212.383
49395535,49548909,375.465
49395529,49548909,344.734
49156920,49483373,129.431
2523704166,49483373,68.803
1714476948,49483373,234.198
49334593,49483377,255.712
49483377,49242342,178.77
49091925,49483377,84.788
5556169207,1435111026,39.95
1164687495,1435111026,122.968
49079952,1435111026,102.167
49525057,49548921,171.419
49555566,49548921,350.585
49352321,49352313,17.87
49130710,49352313,212.682
49407249,49352313,90.696
49696787,49352320,79.248
49352321,49352320,135.675
49167072,49352320,145.99
49503647,49352321,78.502
49221257,49221250,103.361
49435174,316542598,125.215
49075340,49221257,20.014
48961649,49221257,322.144
49274349,49483401,120.054
49599096,49483401,89.73
49274313,49483405,367.321
49483406,49483405,112.351
49499506,49483405,429.08
49249145,49483406,73.712
49499506,49483406,382.531
275713681,275713878,51.581
48953637,275713681,348.875
49221268,49221266,97.632
49504710,49221266,194.825
49346240,49221266,339.196
49221269,49221268,152.233
3473428863,49221268,199.543
49392307,49221269,52.136
49392312,49221269,193.968
1283133077,3317903216,62.979
49123190,1283133077,75.105
296870971,1283133077,212.938
49135877,49483415,202.627
49602982,49483415,98.745
49442475,49483415,101.521
49105167,49483415,97.443
49239048,49483416,98.32
49483417,49483416,51.526
49442475,49483416,50.183
49239050,49483417,100.983
49242299,49483417,98.752
49614503,49614493,72.311
49113934,49614493,105.574
49113898,49614493,215.693
49549148,49483426,100.271
49380260,49483426,99.424
49074675,49483426,100.669
49324264,49483429,101.037
49380260,49483429,102.281
49491468,49483429,99.801
49491464,49483429,302.998
49239061,49483433,101.324
49483434,49483433,101.091
49071890,49483433,201.703
49707189,49483433,100.848
49624470,49483434,183.277
49409365,49483434,162.687
49112958,49483443,199.43
49483457,49483444,216.648
49485595,49483444,102.84
49485590,49483444,211.242
49680054,49680053,20.015
49175910,49680053,65.276
49552423,49680053,135.279
49445346,49680054,79.659
49622824,49680054,194.528
49502740,6295260853,24.414
632622775,48898717,32.112
632622775,49097495,32.668
48898718,632622775,169.06
49508476,49680058,148.897
49221332,49221330,42.545
49176882,49221330,200.976
49239046,49221330,303.985
49485705,49221330,100.332
48859412,49221332,53.009
49221337,49221332,45.708
3702036692,49221332,191.347
49352406,49352404,28.29
49352416,49352404,30.423
49667590,49352404,62.65
4618915545,4618915542,123.286
4612617927,4618915545,406.893
49593042,4618915545,38.806
49059390,49221337,216.636
48859412,49221337,21.646
2800750301,2802972942,154.593
4613031474,2800750301,48.708
4613031477,2800750301,26.608
49459194,49680094,152.505
49352416,49352414,15.019
49346706,49352414,37.421
49667588,49352414,62.578
49104395,49352416,328.258
48893668,48893666,70.419
48963020,48893666,159.805
49341724,48893666,128.446
49065829,49680098,72.874
49641518,277155581,13.223
49106805,277155581,49.864
277155581,277157427,260.954
4341656803,277155581,345.103
49522195,49614600,185.248
49741644,49614600,156.772
49064164,49483536,43.576
49400348,49483537,99.206
49389885,49024786,3.157
49093456,49024786,260.471
49344993,49024786,122.929
49483540,49483539,61.055
49400350,49483539,67.819
49562014,49483539,100.111
632622876,1129671291,620.085
632622876,1955606190,302.228
632614735,632622876,180.379
49568116,3641380642,50.871
49347506,3641380642,86.302
3641380651,3641380642,153.783
49048838,48959269,88.899
49347506,3641380651,272.925
49568116,3641380651,112.828
49058069,49680173,198.881
49155891,49155889,39.363
49735812,49155889,29.3
49707292,49155889,58.649
49293707,4785508153,212.969
49058069,49680186,88.478
49122929,49155900,125.809
49573399,49155900,87.426
49083626,49155900,160.401
49047913,49155904,82.336
49117438,49155907,93.749
49556923,49155907,325.609
49109548,49155907,144.366
49213509,49549125,51.315
49142958,49549125,37.818
49091718,49549125,125.556
49024840,1715964811,474.905
49024840,49200266,418.374
295788977,49024840,670.85
49408809,49549130,23.137
49465291,49549130,153.48
49408811,49549130,32.973
49072380,49549130,161.934
49524750,49614671,168.118
49549138,49549137,178.38
49421187,49549137,177.114
49074657,49549137,116.372
49072357,49549137,116.935
49173908,49549138,176.741
49074658,49549138,116.369
49072358,49549138,117.822
49056198,49418067,146.835
49117438,49155925,97.274
49056198,49418070,57.977
49353634,275713878,116.294
1734863779,49418072,82.367
49135907,49549148,100.527
49491468,49549148,200.29
49549151,49549149,101.507
49221725,49549149,101.085
49705557,49549149,48.598
4612828369,49549149,52.795
49731533,49418078,111.41
49418080,49418078,81.348
49120537,49418078,82.976
1734863832,49418078,111.788
49497337,49549151,102.147
4614938927,49549151,49.089
49621998,49418080,111.607
49242112,49418080,83.876
49068819,49418080,111.148
49731537,49418083,113.345
49347822,49418083,83.34
49242112,49418083,81.962
49068822,49418083,115.722
49568224,49614692,224.439
49169679,49549158,102.587
49517495,49549158,100.646
49380247,49549158,101.235
49074666,49549158,101.228
49506553,49418087,112.47
49224290,49418087,85.291
49418086,49418087,81.888
49068827,49418087,114.929
49652687,49418086,112.738
49347822,49418086,79.737
49068825,49418086,117.986
49239037,49549166,202.619
49380259,49549166,98.954
49313514,49549166,274.726
49074670,49549166,108.688
49671436,49418099,74.042
49048783,49418099,82.276
49223376,49418099,83.131
3991624109,49418099,110.611
49617746,49418102,68.687
49169736,49418102,82.276
49048783,49418102,84.21
3991624105,49418102,110.638
49418108,49418106,76.983
49418106,3991624100,112.553
4341311454,49418106,90.291
49444283,49418108,110.69
49418110,49418108,83.496
3991624098,49418108,113.139
49562103,6261051261,99.616
49562105,6261051262,177.164
49418112,49418110,82.707
49690137,49418110,114.224
3991624095,49418110,109.025
49642264,49418112,114.141
49418115,49418112,82.692
3991624092,49418112,108.574
49015398,49024897,43.429
49024905,49024897,182.837
49024905,49024897,143.605
49544751,49418115,114.16
49418117,49418115,82.345
3991624090,49418115,109.017
49430193,49614724,140.173
49559127,49418117,114.076
49418119,49418117,81.241
3991624085,49418117,108.874
49541490,49418119,114.15
49418120,49418119,81.984
3991624082,49418119,108.66
