from,to,weight
49189135,276774184,7.72268
3625545389,49233197,6.27676
49244176,49233197,3.80328
49233217,49233212,4.6354
49461865,49233212,2.08552
49346800,49298751,3.75872
49059835,49298751,3.89332
49135865,49298751,8.81112
49364512,49298753,8.2464
49346802,49298753,3.47508
49059835,49298753,4.01444
49052789,49298753,4.04612
49364290,49364289,5.6478
49319697,49364290,1.06788
49529394,49364290,2.49524
49111972,49298760,4.28896
49249151,49298760,3.80592
49298762,49298760,6.48816
49052789,49298760,5.94244
49111973,49298762,4.28276
49249154,49298762,3.85932
49298779,49298762,14.46704
4621304789,49253626,1.54216
49259166,49253626,4.06532
4621304792,49253626,6.99624
49111983,49298779,3.5294
49298782,49298779,2.71012
49298784,49298782,0.4616
49523798,49298782,4.58556
49298790,49298784,4.14184
49173118,49298790,4.46932
49298799,49298790,3.9184
49173118,49298799,4.65368
49245063,49298799,4.23688
49245063,49298803,3.39516
49245053,49298803,11.43904
49429888,49429876,5.33768
49270318,49429876,6.01644
49392154,49429876,11.31276
49582767,49167739,7.99308
49056370,49167739,9.2612
1376384952,49429888,0.4864
49429888,49392156,12.05804
49579039,49429888,17.25752
49213351,49298816,3.79284
1376384952,49429890,2.95484
49429898,49429890,11.24288
49463314,49429890,16.14164
49463276,49429890,5.89932
49775755,49364355,4.08724
49083762,49364355,2.94976
49322113,49364355,9.89624
49463314,49429898,8.12352
48961857,49429898,2.97068
49213351,49298828,20.47048
49380358,49298828,9.05544
49380347,49298828,8.85144
49144097,5724650892,12.78596
49078632,49167766,3.03908
2438354884,49167766,14.67656
48971160,1240495675,11.8232
49049428,48971160,3.17856
49078627,49167770,3.49568
5651383079,49036698,3.94868
48859344,49036698,1.69536
49429935,49429919,14.9182
49113578,49429919,3.62468
49238794,49364391,2.54228
49121049,49364391,18.83468
49167787,49167785,4.6524
49534608,49167785,3.023
49534602,49167785,2.11388
49609255,49364395,12.37304
48974874,49233324,6.11088
49103149,2232499656,7.92508
49236837,1233272265,2.9676
49080173,49233356,3.50676
49233363,49233356,3.98208
49398078,49233356,8.62996
49431582,4600446413,13.34764
49233364,49233363,9.53356
49178624,49233363,2.71376
49080174,49233363,2.66484
49233366,49233364,6.05412
49178626,49233364,2.69536
49074450,49233364,2.6306
49175360,49692118,4.25408
5895869050,49233366,0.38984
49178628,49233366,2.69536
1715714674,49233366,2.50612
5895869047,49233369,0.56444
49233369,49299169,6.18652
49233380,49233375,3.36852
5895869047,49233375,3.71732
49263229,49233375,6.09964
49167862,49167843,11.489
49255000,49167843,6.20052
49523385,49167843,4.90292
49066205,49167843,6.42988
49267781,49561062,4.32016
49049274,49233385,7.47464
49411109,49561066,17.13568
49411107,49561066,3.845
49411105,49561066,26.07304
49097349,49047363,4.6584
49097349,49385945,3.48148
49175447,49097349,3.26208
49784336,49167862,1.87168
49167879,49167862,16.42112
49364488,49364480,5.31832
49069982,49364480,5.01384
49167891,49167879,9.4034
49523385,49167879,10.6988
287981064,48913485,1.07296
49176937,287981064,1.32124
49074200,49364488,2.466
49518832,3259514379,1.85664
49450895,3259514379,19.09716
3259514379,3259514380,1.87232
49518832,3259514380,2.00104
49102351,49102348,2.4578
49267697,49430030,3.49344
3404060081,49430030,4.87296
49064597,49364492,1.68716
49073996,49102351,2.38624
49255232,49102351,4.5504
49573833,3259514385,8.14292
49150150,3259514385,4.62096
49173041,3259514385,8.10632
49064597,49364496,4.52872
49174358,49364496,4.36328
49064601,49364496,3.71216
49299846,49167891,9.1926
49051396,49233431,4.82968
49067572,49233433,3.12568
49245998,49097358,3.36448
49175464,49097358,2.85416
49097358,49097359,4.67576
49409362,49364507,2.52756
49249148,49364507,5.3104
49174358,49364507,4.82516
49121331,49097359,3.29756
49052791,49364512,4.10488
49059836,49364512,4.05788
49364513,49364512,8.1882
49117387,49364513,8.27052
49059838,49364513,4.09292
49052793,49364513,4.18748
49695988,49364516,6.60444
49117387,49364516,4.20968
49059840,49364516,4.10904
49364517,49364516,4.25272
49059841,49364517,4.1614
49505957,49364517,10.17152
49364517,2438354885,7.66612
2438354884,49364517,7.8412
1997880882,1759301421,2.06536
1759301420,1997880882,2.761
49259653,3259514421,3.30064
49068092,49102391,4.5166
48859335,49036869,12.6782
49036877,49036873,10.14732
49195762,49036873,2.12288
49580626,49036873,4.66716
49069392,316685898,8.2762
49189115,49102409,2.2086
49102410,49102409,5.50376
1702163063,49102409,1.52224
49151607,49364554,15.6402
49069982,49364554,17.50352
49364554,2438354879,3.36952
2438354878,49364554,3.43928
49102411,49102410,4.83228
49189110,49102410,2.124
49364557,48979885,23.02784
49393569,49364557,30.67232
49174698,49430101,1.90936
49364579,49364577,2.39292
49388692,49364579,3.06416
49388705,49364579,3.20772
49465838,49692277,0.87508
49233536,49233536,10.6054
49130412,49233536,3.75476
5731468302,2232499846,2.6318
5731468302,2232499846,71.30456
49102487,49102486,3.40052
49076824,49102486,3.10456
49102488,49102487,9.47072
49200664,49102487,10.37728
49102495,49102488,7.3342
49142264,49102488,8.22372
49067220,49102498,3.59684
49466962,49102498,4.16744
49102503,49102498,1.66252
49067220,49102499,2.84052
49102501,49102500,5.44092
49243508,49102500,2.18756
49102502,49102500,1.98388
49112641,49102500,4.21296
49245179,49102501,1.51544
49102503,49102502,2.13408
49660994,49102502,7.05836
49023597,49102503,2.37132
49053117,49430187,3.52712
49787366,49430187,6.12488
48996142,49036972,8.819615385
2807905964,2806006278,0.58948
2807905964,49179945,18.01824444
2807906132,2807905964,3.294
3666641342,2807905964,0.55012
49121498,49430193,4.56824
49118826,49430193,9.4252
1042300596,1361902309,5.18256
1469023916,1042300596,2.82012
1228816060,48930844,2.87592
1228816124,1228816060,0.4666
1228816153,1228816060,0.34352
1228816072,1228816124,1.01748
1228816190,1228816072,2.31312
49299165,49299163,9.62164
48916343,49299163,10.45484
49453317,49299163,2.22536
49374201,49299163,5.98376
49299167,49299165,4.02172
48942058,49299165,11.8924
49299169,49299167,3.80496
49374205,49299167,4.11216
49307835,49299169,23.2904
49299169,5895869047,6.07236
49299173,49299172,4.59684
49108879,49430245,2.47892
49137879,49430245,9.19956
49104056,49299173,3.19044
49299179,49299173,11.03008
49069333,632569578,2.335466667
49069332,632569578,2.7684
632569579,632569578,1.823266667
1228816107,1228816107,1.85104
49631411,49299179,3.05316
49299185,49299179,6.32932
1276526329,1276526318,0.95264
1276526349,1276526318,1.06456
49085238,49430256,3.47204
1715720465,49299185,0.75028
49299185,49047632,9.2466
1715720329,49299185,3.50908
49259271,49626866,4.50104
49644210,49626866,8.04436
49626869,49626866,2.60252
49124537,49626866,3.42888
49259264,49626869,3.48452
49626870,49626869,0.79868
49707790,49626870,8.0302
49259258,49626870,2.74316
2293214306,1276526329,29.52756
1276526349,1276526329,0.99036
49299199,49299194,2.29372
49304596,49364731,2.94156
49364734,49364731,5.30952
3569268987,49364731,3.08812
1228816124,1228816211,1.04036
1228816153,1228816124,0.58168
1228816190,1228816124,2.83216
1167736600,1167736572,3.21424
1167736573,1167736572,7.94532
1167736594,1167736572,3.36008
1167736587,1167736573,2.98496
48916342,49299199,2.86884
49181197,49299199,7.89692
49364744,49364734,5.2252
49582664,49364734,5.63812
1607100543,49299201,6.89496
49299202,49299201,2.46168
5136158296,49299201,7.34456
49299213,49299202,11.66084
49188491,2477145864,2.95344
2477145867,2477145864,3.0194
49056567,2477145864,9.55992
1167736594,1167736587,6.04296
1167736594,1167736587,11.74068
49056567,2477145868,2.90952
49072433,2477145868,2.995
2477145867,2477145868,9.68788
1228816142,1228816231,0.55112
1734859902,1276526349,1.15572
49280432,49299218,7.41636
49299222,5896372454,16.24748
5915327986,49299222,0.62684
49299226,5896372449,15.6292
49037098,49037097,0.59868
4343024194,49037097,1.37216
49251347,49037098,4.05136
1763829588,48906027,8.80904
49364779,1228860303,1.29014
4342978462,49299245,0.3376
49299245,49460485,4.52156
49348353,49299245,4.89072
4342978462,49299246,1.50212
49063972,49299246,9.58524
49310149,49299246,2.41088
4341811794,49102637,0.5606
49102640,49102637,9.87996
49102637,49478710,3.61536
49629077,49102640,4.47932
49102641,49102640,11.09728
49628549,49102641,4.47944
49113841,49299250,4.29248
49063972,49299250,3.66684
49461454,49299250,3.16244
49268683,49299251,5.69828
49299276,49299251,9.26932
49299276,49299251,8.486
49113843,49299251,13.81112
49434681,49102644,5.64644
49055604,49102644,8.33128
49102645,49102644,3.30916
49048691,49102644,3.81632
49055605,49102645,8.3014
49102646,49102645,3.30916
49055606,49102646,8.30148
2807906105,286584271,28.78408
2807906105,2807906132,2.01752
3666641342,2807906105,1.36492
1228816231,1228816190,4.19412
49430339,49430336,4.22924
49662356,49430336,3.32156
49449465,49299276,3.33744
49364814,459996592,6.89934
1346435530,49364814,13.87332
49299281,49299280,2.7064
49721162,49299280,9.95768
49435538,49299281,9.15464
49002801,49299281,2.8508
48918113,2807906132,26.80156
3642900311,3642900310,1.28036
2667697882,3642900310,0.66172
3642900312,3642900310,1.91476
3642900313,3642900311,1.98788
49233754,49233750,3.65012
48951741,49233750,8.95412
49325004,49233750,3.87168
48930652,422442580,2.5344
49064366,3639885663,2.30716
1228816231,1228816226,1.69144
49077784,5727600487,5.70176
49214882,49692523,1.87008
49364850,49075961,53.74084
49393670,49233789,3.17504
49069575,49233789,5.63344
49364861,4341611586,18.3344
49075961,49364861,0.4263
4341611586,49364877,8.11364
49299364,49299362,4.66388
49115775,49299362,2.04
49299368,49299364,8.06748
49699942,49299364,4.4444
49012530,1164525478,5.258876923
49656032,49299368,2.74116
49299378,49299368,10.48436
1164525485,1164528647,7.87824
1164525498,1164525485,5.1388
49233839,49233838,2.50548
49580112,49233838,15.7394
49518818,49233838,7.9498
49233841,49233839,2.17112
1213320207,49233839,2.54644
49518820,49233841,7.93788
49233844,49233841,2.28276
49117849,49233841,16.10792
49646346,49299378,2.74028
49607874,49299378,9.12912
1164525492,1164525496,5.084875
1164528593,1164525492,4.241822222
295190457,48982378,10.87132
49331257,295190457,22.7562
49233850,49233849,2.56256
49379741,49233849,4.53988
49379739,49233849,3.1962
49401427,49233849,2.5468
49083720,1164525498,4.3275
49081920,49233850,2.22116
49315086,49233850,2.71344
49315084,49233850,1.6842
49233857,49233854,7.81836
49081920,49233854,14.3078
48908879,49233854,2.54068
49580112,49233857,3.31436
49065801,49233857,2.31132
49233860,49233857,4.35204
49233862,49233860,3.88568
49343290,49233860,3.29452
5234048967,5234048965,1.96128
5234048972,5234048965,1.45916
5234048968,5234048965,6.32576
5234048970,5234048967,2.0746
5234048968,5234048967,4.52032
5234048966,5234048967,1.47856
49233870,49233864,3.40868
5234048971,5234048968,2.07444
5234048976,5234048970,2.16552
5234048971,5234048970,4.54096
5234048969,5234048970,1.48672
5234048976,5234048971,6.478
49244994,49233870,12.11164
1164534746,49233870,3.50112
5234048976,5234048975,1.37424
49123760,5234048976,2.38372
49561555,49561554,0.8494
49561583,49561555,17.218
49561597,49561592,5.61808
1350778925,1350778884,4.76708
49215847,1350778884,4.15888
1350778886,1282428628,2.78112
1350778886,447978738,1.199577778
1282428616,1350778886,1.427022222
447978704,1350778886,0.96212
49112201,49365000,2.42616
49301524,49365000,1.65616
49334979,49365000,5.14112
49108559,49365004,2.16252
49301524,49365004,1.74328
49142805,49365004,10.06924
49178453,49365027,3.66372
49561650,49561641,8.755
49304480,49561650,8.99424
49696817,49561650,4.25696
49058840,49627188,2.58572
49128627,357842997,2.35228
49244179,49233981,11.53756
49233984,49233982,1.4808
49265003,49233982,2.10404
49365072,49365060,4.76604
49377953,49561672,8.06644
49300457,49561672,4.63476
3570876494,3570876493,0.92992
49069928,3570876493,1.10976
3570876799,3570876493,9.62928
49069933,3570876494,14.28416
3570876494,3570876495,2.58944
49312906,49561679,1.8028
49236105,3570876495,2.64488
3570876495,3570876800,7.63848
49338144,49365072,4.14708
49085239,49365072,6.7432
49320936,49561683,12.08108
49320960,49561683,5.07836
49113929,49561683,12.71936
49308572,49692761,2.21552
49185500,49692761,8.1306
49696067,49692761,4.20772
49175042,49692761,12.10196
49449854,49692774,2.0744
49430652,49430647,5.46032
49273483,49430647,1.1734
48925590,49430647,4.95788
49060219,49365116,3.48428
49430657,49430655,3.79796
49150944,49430655,5.71904
4341626951,49430655,7.50868
49430661,49430657,3.60232
49211512,49037453,4.22544
48861601,49037459,1.67584
49365151,49365150,7.80596
49234421,49365150,2.36884
49656624,49365150,5.48248
4341842086,4341842693,3.91696
49059991,4341842086,3.79784
49365186,49365184,1.37088
49400705,49365184,5.53232
49574308,49365184,13.5736
49106980,5896356033,0.41572
49121245,5896356033,12.51288
5896356033,5896356036,3.45788
1720152026,5896356033,35.097
5896356036,3624053551,3.6186
3701162185,3701162184,5.28932
49634905,3701162185,1.01632
49281662,3701162185,2.0548
49123347,49234133,1.7128
49299699,49299697,4.20608
49260570,49299699,1.78356
49121973,49430783,4.01176
49581048,49430783,1.48544
2234369920,49430783,0.26416
49430786,49430785,4.23284
49064110,49430785,3.99708
49065101,49430785,8.01468
49122117,49430785,4.01632
49430787,49430786,3.85208
49065102,49430786,8.00328
49341377,49430787,4.0718
49308135,49430787,8.02612
49299727,49299718,5.41152
49583210,49299718,10.82148
2817182032,49299718,2.04276
48990675,1341931795,2.14284
49064732,372261141,5.31196
49510578,1341931797,1.6632
49452594,1406681369,9.72568
49266433,49561883,30.53588
49365285,49365275,4.97868
49318025,372261149,2.958
49103137,49103134,4.27228
49299745,49299743,4.82556
49476107,49299743,20.92788
49122795,49299745,4.52544
49112822,49299745,3.59096
49598654,49299745,7.24928
49281783,49103137,6.88344
49281759,49103137,2.83488
49285740,49561891,8.30272
49561893,49561891,3.191
49106939,49561891,11.02848
49655500,49365285,0.99816
49561896,49561895,3.79108
49401489,49561896,3.49616
49561897,49561896,4.0122
373083179,49561898,4.29812
49401484,49561898,3.31888
1707884841,1707898429,0.96876
1707884841,1707884846,4.445088889
1707898448,1707884841,4.796066667
1229606877,49103144,4.05412
49106015,49103144,16.07424
49103149,49103147,16.26896
49106013,49103147,15.99884
49133706,49103147,19.0284
1707884846,940146735,31.15722222
1707884850,1707884846,0.45624
1707884846,49436313,2.81804
49436313,1707884846,2.83564
49145415,49103149,8.33536
49145421,49103149,3.38356
1833036096,49103150,0.6494
49103150,1833036120,16.61316
1833036132,49103150,11.47708
1707884850,1707898429,3.984444444
940146735,1707884850,56.52024
49080193,49561912,8.0772
49106957,49561912,3.71892
49401507,49561912,3.62548
1707884857,1707898448,2.8614
1707884857,49123897,4.226822222
1707898429,1707884857,3.777955556
49627452,49627450,5.49812
49173362,49627450,2.9748
49674212,49627450,8.38496
49674212,49627452,5.0224
49173364,49627452,3.01828
49365312,49251171,8.29536
49631922,49365312,3.93932
49193921,49365312,4.05152
2806006082,3678162788,3.45756
2806006226,2806006082,0.52184
2454746832,2806006082,13.37324
48996996,49561922,1.95304
49561947,49561922,4.96344
48996995,49561922,6.68984
49128606,49561924,7.09448
48996996,49561924,1.84608
49173885,49561924,4.51664
49709309,49561924,4.68816
48992239,49561925,4.91964
49128606,49561925,7.07672
49173887,49561925,4.63244
49251171,49365314,8.11992
49116236,49365314,7.74616
49365314,49515108,3.996
49193924,49365314,4.05512
49365320,49365318,5.46188
49116236,49365318,11.77828
49460434,49365318,3.99516
49193927,49365318,4.13436
49335450,49365320,4.79792
49502029,49365320,5.3084
49561932,49769172,5.53928
49561934,49561932,7.05888
49178611,49365324,9.07292
49259576,49365324,7.81124
49193904,49365324,4.93404
49173893,49561934,4.63244
49583051,49561934,4.60244
49080196,49693008,2.37856
49735012,49693008,1.61232
49074034,49693008,3.4152
49561940,49713629,2.60208
49173876,49561940,2.7178
49052302,49561940,5.43104
49561942,49052302,5.25732
49561942,49741750,2.60132
49173879,49561942,2.6796
4343226607,49561942,5.24496
49144861,49365335,6.59356
49574790,49365338,4.716
49365338,49365340,3.3676
49109001,49365338,4.64796
48996996,49561947,4.5696
49173885,49561947,1.95452
49109002,49365340,4.6346
49574791,49365340,4.69988
49365340,48930513,3.39748
49064035,49561949,3.24524
49064035,49561951,3.0024
49052261,49561951,1.3796
49430903,49430882,10.45624
49365348,49365352,1.992
4522492252,49365348,2.59452
49365352,49175458,2.23264
49365352,49246025,10.11284
49079417,49693036,14.35888
49079416,49693036,10.58164
49365359,49324359,3.71068
49365359,49385954,2.89935
49108990,49365359,2.8987
49365361,2802972957,0.5946
49365361,49246006,9.28252
49574807,49365361,4.63992
49324359,49365361,2.9562
49147096,49430903,2.7114
49106241,49430903,5.31708
3570876800,3570876799,0.8376
49069930,3570876799,6.69764
49460690,3570876799,3.34332
49236107,3570876800,6.92164
3570876800,3570881696,6.74884
49299852,49299846,6.44176
49570347,49299846,13.10184
380060049,49067177,36.67028
6042797991,380060049,6.41216
49299866,49299862,10.3236
49327112,49299866,4.07844
49579280,49299866,4.01716
49299869,49299868,4.0456
49299868,49344877,7.841
4341490018,49299868,7.99756
6050254514,49299868,7.8546
49104592,49562014,2.48096
49386221,49299873,7.88308
49386220,49299873,8.18352
48946624,49299873,4.0578
49080861,49299873,3.9816
49400350,49562020,7.07932
3633220880,49562020,5.94348
6300825391,49562020,11.8012
49115519,49299882,4.0012
4589740690,49299882,1.97052
49518607,49627565,7.90904
49065082,49627565,3.71312
5748537761,49627565,0.55804
49047824,49299890,4.42136
49052313,49299890,4.11544
49067052,49562036,2.08804
49057282,49299892,3.64956
49047824,49299892,3.61124
49057282,49299895,2.10144
48945305,49299895,8.07824
48946623,49299898,4.03912
49112908,49299898,4.06752
4606738878,4606738875,4.6948
49433775,4606738878,2.94016
49646891,4606738878,2.00912
49241487,49299909,2.55656
3640297899,49299912,4.63864
48885600,49299912,11.52892
49338144,49299912,2.8562
2806006226,2957480704,7.513555556
3678162789,2806006226,1.893244444
49317476,2806006226,4.66756
49732273,49693153,8.34632
49123258,49693153,16.11424
49085375,49299938,5.90624
49312327,49299938,3.19584
3640297899,49299938,9.57352
49105175,49562090,2.3154
49508428,49562090,2.66368
49064425,49562090,4.06136
49562093,49562092,2.70716
49105175,49562092,0.3366
49064427,49562092,4.0428
49200468,49562093,2.64608
49064429,49562093,4.03508
49310070,49234412,15.18624
49112463,49234412,5.95372
49234416,49234412,4.12088
49413997,49562095,1.89536
49442454,49562095,2.77732
3586748496,49365485,3.81272
49186826,49365487,11.2268
49583602,49365487,3.20696
49583605,49365487,2.54924
49631319,49234416,11.44916
49234418,49234416,3.12248
49069588,49234418,1.80136
49522212,49234418,11.453
49242301,49562100,6.44016
49060210,49234421,5.65476
49053521,49562103,3.14188
49064217,49562103,9.46392
49070201,2806006264,0.63396
49070197,2806006264,4.66736
2806006264,2806006288,3.700466667
3259520061,2806006264,12.56662222
49337534,48906744,5.67856
48906747,48906744,1.78532
49213541,48906744,1.74768
49142152,2806006266,0.59916
49142147,2806006266,4.2688
2806006266,2806006269,13.44671111
2806006288,2806006266,4.477088889
49562107,49562105,1.95976
49064219,49562105,9.46536
49064353,49562105,6.50756
48906749,48906747,0.84852
49337534,48906747,7.14932
2806006269,2806006270,4.467155556
1712025612,2806006269,0.67528
49639779,2806006269,4.21056
2806006270,2806006271,4.475666667
49179945,2806006271,0.62856
49179943,2806006271,4.45832
2806006271,2806006278,18.03135556
49638381,49562107,3.0402
49051618,49562107,12.70652
49053525,49562107,11.2344
49299964,49299961,16.08836
49131928,49299961,4.34632
49344935,49299961,5.83992
49063256,49103362,3.05168
49187865,49103362,1.99692
49063256,49103365,1.74256
2806006278,3666641343,0.282111111
3257725245,49103367,0.28868
49335712,49103367,13.01544
49250106,49562120,2.2082
49310867,49562120,3.05992
2806006284,3678184510,0.291355556
3666641343,2806006284,7.270822222
3678184508,2806006284,0.43644
2430681613,1190499429,0.31748
49190425,2430681613,9.0728
1190499389,2430681613,0.42448
49103375,49103374,2.90904
49103373,49103374,11.55364
49103376,49103375,2.96512
49523551,49103375,8.9268
49306116,2806006288,0.50652
49524848,49103376,8.97572
49761533,49103376,2.95348
49651391,49103373,2.95336
49651397,49103373,2.97124
49335223,49562148,1.41452
49380411,49562148,3.30456
49052656,49103409,9.76536
49056519,48906809,2.77936
49056518,48906809,3.1616
49474100,48906809,7.24616
48906813,48906812,0.48276
49108375,48906812,4.42592
49511077,48906812,4.73324
49108361,48906813,4.33996
49245711,48906813,8.82516
49474103,48906815,3.62144
49074055,48906815,4.39544
49074065,48906815,10.8104
2478391900,49213641,0.3958
2478391900,2478391906,0.6728
2478391903,2478391900,0.70392
2478391908,2478391903,0.52192
49234531,49234529,0.84796
49234531,49234529,2.18676
49251222,2478391906,0.98796
2478391906,49213641,0.66448
49234547,49234531,6.63768
2478391908,1630990708,5.00648
49213641,2478391908,0.72272
2667332200,2667332199,4.52436
49527297,2667332199,7.88984
49502971,49758840,8.00684
3629710059,49758840,3.49416
49108788,49758840,8.04416
49735563,49758840,4.53616
49103484,49103483,1.9356
49138819,49103483,0.46224
49122963,49103483,2.80692
1261477523,6006456958,0.3812
275989120,360619615,5.743984615
48910277,275989120,14.66195385
49544472,49103502,3.86244
2713362577,49103502,11.2534
49071536,49071535,0.13416
49071534,49071535,1.8262
49071534,49071535,15.4202
2827961018,49269952,1.28708
49641485,49562310,3.194
49134854,49562310,10.3004
49381820,49562310,3.14436
48972494,1971764278,9.00512
1971764117,48972494,3.4202
1971764163,48972494,6.50916
49431269,49431248,11.196
5151015639,5151015639,21.28436
2106514099,5151015639,1.70568
1610695384,49504729,4.16808
49400376,1610695384,4.84268
49052152,1610695384,16.83848
49504733,1610695384,2.6088
1630990687,350307035,34.3772
49300204,49300192,5.85404
49108258,49234658,1.35784
49391965,49562340,7.2424
49431270,49431269,3.63596
49120853,49431269,2.419942857
49136559,49431269,15.59591429
49431278,49431270,4.89844
49431278,49431270,19.22736
49647114,6280921836,3.33432
49216041,6280921836,4.47648
49760545,6280921836,3.31056
49431281,49431278,3.09716
49431282,49431281,3.48364
49590703,49431281,5.3722
49243098,49431282,9.61516
49540778,49431282,3.04608
2802991859,1458207188,0.783625
2803104319,2802991859,1.518575
49002068,2802991859,1.54068
49251191,49693436,8.36636
49515122,49693436,8.27736
49269557,49693436,4.5162
49535156,49693436,4.73968
49059991,4341842693,0.50552
49059995,4341842693,5.2334
49234697,49234695,2.724
49064100,49234695,1.98584
49112282,49234697,6.28024
49279970,49279973,4.71712
49279970,49389115,6.07296
4588224739,49038096,3.45588
48908077,49038096,1.52124
49627940,4613031478,0.123422222
3690775700,49627940,10.41697778
49385989,49279976,3.22508
49279979,49279976,1.9768
49279973,49279976,4.73596
49381993,4110762793,0.57844
289651241,4110762793,23.80288
4110762793,4110762829,8.06132
49112901,49431350,8.03168
5709746847,49431350,9.66564
49112902,49431350,12.01808
2429764412,49123897,4.32396
49123897,2429764412,4.38336
49049543,49627978,3.18908
49375988,49627978,4.95516
49375988,49627978,12.2482
49072812,49300299,4.09012
4110762829,4110762830,0.67212
4110762829,289651241,15.63688
289651219,4110762829,0.60128
4110762830,49381992,0.60324
49124336,4110762830,32.17776
49529032,49279984,3.39944
48945070,49279984,4.57072
49077783,49279984,14.03332
49059194,49496917,1.51096
49300313,3499674227,9.82364
3499674227,49300313,9.6358
49085857,49103708,11.91308
49257058,49103708,4.89896
5707333155,49103708,4.73672
49573406,49103708,2.96048
49127909,3153740639,32.1352
49628001,2657012011,0.48462
49082370,49628001,7.7072
2657012010,49628001,0.47846
49541121,49103716,1.48584
49039059,49103716,9.98688
49085857,49103716,4.20448
49103722,49103721,4.86812
49603448,49103721,3.07184
4341626956,49103721,8.57988
49662463,49103722,3.03816
49181025,49103722,10.64108
49496958,49496957,4.89496
49386320,49496957,3.00148
49137419,49496957,5.18508
49386322,49496958,3.0564
49579577,49496958,1.59916
49310105,49384200,8.44312
49628040,49628035,4.4062
49464343,49628035,3.39764
49084741,49628035,4.56832
49103753,49074013,6.02136
49074013,49103753,17.99388
49103776,49103753,1.59492
49070245,49234826,3.38836
49300373,49300364,9.96956
49459423,49300364,1.46504
49142585,49300364,5.26316
49344866,49300373,9.2282
49313476,49300373,6.64468
49300373,4699513881,4.14268
4699513881,49300373,4.13972
49202521,49234846,8.39288
49302606,49103776,6.47992
49316954,49103776,5.6276
49172335,49628107,4.98308
49234896,49234895,2.23172
49467869,49234896,2.15624
276557813,49234902,6.68812
49083437,49234902,1.78476
49103859,49103839,17.91372
49108871,49103839,3.81384
49129625,49300453,8.03204
49386265,49300453,4.72812
49084642,49300455,8.09808
49386268,49300455,4.71596
49300456,49300455,8.08384
49300457,49300456,8.00872
49377948,49300456,4.65232
49377953,49300456,4.6168
49134666,49134664,13.11148
49134663,49134664,7.71216
49397494,49134664,3.47172
49074587,49134664,3.1198
49505776,49300465,2.85668
49451062,49300465,4.74328
49300475,49300465,5.54208
49505776,49300475,3.72536
49451074,49300475,5.14232
49103877,49103871,8.14248
49300484,49300483,2.319
49106777,49300484,5.40616
49312647,49300484,1.40812
49631429,49103877,3.85996
49302740,2990359565,0.89488
49525642,2990359569,2.2802
49302736,2990359569,5.68344
49525459,2990359571,5.6298
49302725,2990359571,4.95992
49075100,49431577,1.22412
49579201,49431577,18.96652
49579196,49431577,0.40216
1162888414,49431582,19.11972
1162888379,49431582,3.92188
1833036126,49234995,6.758
49075658,49234995,13.80168
5655381049,5655381044,5.68012
49345039,5538399295,3.89084
49475701,5538399295,1.6148
3832910230,5538399295,1.85236
49235018,49235016,3.13568
49067043,49235016,3.23228
49346453,49235018,2.27436
49346451,49235018,14.00592
49451055,4012000336,10.65912
49235025,49235024,3.70504
49235027,49235025,1.99556
49251292,49235025,8.69632
49123143,49235025,8.9524
4619276313,49235027,8.71212
49235029,49235027,1.84304
49336846,49235029,8.71472
49235033,49235029,4.93528
49668998,49235029,5.68324
49303287,49628246,8.51316
48883570,49628246,2.99712
49303280,49628246,3.61244
49382576,5883708503,8.26712
49235044,49235033,6.48412
49143962,49235033,13.37392
49059194,49497184,8.1362
49266186,49431649,3.20048
49431654,49431649,10.3196
49064378,49431649,7.97576
49235052,49235044,4.09344
49474590,49235044,4.38676
49247133,49431654,4.82176
49473390,49431654,4.7378
49582209,49431654,9.0964
49103983,49103976,12.164
4341866948,49431663,0.4922
49431663,49304466,6.09792
4341866944,49431663,3.75428
49252610,49103983,12.89524
49197154,49103983,2.37244
49103996,49103994,2.3854
49109574,49103994,22.32596
49104002,49103996,9.79992
49109792,49103996,4.26152
4786177151,5805920060,17.73632
5805917842,4786177151,2.15792
5805917851,4786177151,2.08124
49175202,49104002,4.19868
49104006,49104002,4.4702
49527174,48972938,4.2946
48924473,48972938,5.28572
48972938,49059834,2.40464
49059834,48972938,2.38136
49150379,4704453773,5.98524
49431696,49431694,1.76264
49235086,49235085,1.3506
49112955,49431696,3.09472
49539079,49431696,2.4044
49317774,49235086,3.13796
1811066373,49759380,2.30312
49000700,49759380,1.96596
4589870418,49759380,16.60868
49059399,3569239193,10.36236
1813467526,5527979162,7.31116
4341628336,5527979162,2.75844
49056199,444089500,1.74148
48972959,48972958,0.316
49241508,48972958,2.94936
49084833,48972958,12.5474
48972962,48972961,0.25444
49599240,48972961,3.14296
48914007,48972962,4.61372
49340454,49235108,3.53332
49257919,49235108,3.32112
1759303826,49235108,7.85712
49104042,49104038,3.38044
49257568,49104038,2.81024
49239228,49104038,1.90672
1357333672,49521835,4.79888
49337748,1357333672,3.89996
1357333676,1357333672,4.82752
1357333676,49282616,3.7578
1357333679,1357333676,4.65764
49282612,1357333676,3.08716
1357333679,49466663,3.12148
1357333682,1357333679,4.6454
49337747,1357333679,3.7184
1357333682,49337746,3.71952
49056719,1357333682,4.63028
49250316,49431731,1.99636
49112558,49431731,8.12836
49105127,49431731,8.62724
49104052,49501041,10.94532
49501041,49104052,6.38344
49395782,49104052,2.61492
49104055,49104054,3.57924
49437556,49104054,7.97336
