from,to,weight
49670998,49381811,3.85564
49338307,49381811,11.7994
49185561,49250741,3.94104
49603648,49250741,4.43428
49250742,49250741,9.19436
49185563,49250742,3.68264
49344038,49250742,8.73452
1763821917,48923063,21.71892
48923064,1713352237,3.175775
1713352242,48923064,6.04305
49381813,49381812,3.5672
49083695,49381812,8.159
49338309,49381812,11.79388
49381817,49381816,3.7338
49381813,49381816,3.61464
49083697,49381816,8.12072
49338315,49381816,11.77256
49338312,49381813,11.81216
49083696,49381813,8.15608
1713352237,48923068,3.670525
49245849,49381817,3.66992
49083698,49381817,6.7813
49338317,49381817,9.820766667
3666641343,3666641342,0.59392
3678184508,3666641342,13.01668
49245849,49381820,3.6442
49134856,49381820,10.28656
49134856,49381824,2.5532
49512897,3329399672,1.94244
49123172,49512897,7.44164
49143428,48988612,81.02696
49512912,49512910,4.18184
49408018,49447375,10.59816
49408595,49512917,6.41516
49250778,49250777,7.30244
49069911,49250777,8.30844
49060082,49250778,11.50424
49447390,49447389,3.79824
49447390,49447389,10.96304
49273216,49447390,3.85452
49447393,49447392,11.01108
49603091,49447392,3.24244
49603096,49447393,3.8834
49059961,49250795,47.7773
48857593,48857581,14.74692
48857581,275179870,6.41296
49191571,48857581,4.723
49250809,49250807,16.68712
2666301436,48857593,9.27976
49273496,49250809,14.70916
49054913,49250809,47.1444
49381892,49381891,2.2228
49447435,49447433,1.88044
49332068,49644045,11.95904
49060089,49250835,0.35172
49405853,49250841,3.707
49340455,49250852,2.928
49340454,49250852,3.68516
1759303822,49250852,11.02144
652445030,5234065960,5.22732
5158312347,5234065960,13.34516
49250874,49250864,9.8318
49536939,49250864,11.36596
49142158,5536776756,14.07928
5680693843,5680693823,3.27012
49214900,49250881,4.40088
5680693833,5680693830,1.64752
5680693832,5680693830,1.03016
5680693843,5680693830,4.98072
5680693833,5680693831,1.0956
5680693836,5680693833,2.97168
5680693837,5680693836,1.265
5680693841,5680693836,1.92676
49056896,49250887,4.96328
49119826,49119815,13.59684
49119826,49119815,7.81892
5680693843,5680693841,1.53052
5680693847,5680693841,2.01084
49084444,49119827,3.54232
49201704,49119827,4.973
49064099,49709662,1.94456
48948921,49119847,6.35368
49381992,289651219,0.67564
289651219,49381993,8.06152
49070455,49119850,2.91432
49119861,49119850,12.1742
49072604,48988785,8.40368
49071619,49316466,3.52308
49265690,49316466,8.5058
49655383,49119861,4.71848
49064866,49119861,1.73152
49185420,49185404,12.13068
49268613,49185404,4.53736
49316490,49316482,5.3384
460030595,460030594,1.71192
460030601,460030595,3.5728
460030597,460030595,7.78684
460030603,460030597,3.47968
460030599,460030597,9.14452
460030627,460030597,2.3772
49068812,49644166,1.97484
460030601,460030600,1.06568
460030603,460030601,9.13596
49316492,49316490,1.3692
460030604,460030603,1.67904
459996729,460030603,3.51764
49316496,49316495,1.96592
460030608,460030607,1.82828
460030627,460030607,7.39996
460030625,460030607,3.1896
460030609,460030608,2.01356
460030639,460030608,1.98432
460030610,460030609,1.60216
460030614,460030609,1.64464
460030611,460030610,0.50952
460030641,460030610,1.87532
460030612,460030611,1.4864
460030613,460030611,1.64612
460030616,460030615,1.21096
460030638,460030615,0.95952
460030668,460030615,5.801
48864661,48857747,15.22848
4619207479,48857747,8.4444
2627765231,460030622,2.48256
459996595,460030622,4.20264
48876335,48857760,6.3698
48857761,48857765,11.32618462
48993403,48857761,5.055584615
48857762,49122820,3.13276
48857793,48857762,3.9296
460030692,460030625,2.92592
2627794409,460030625,6.31916
459996604,460030627,18.19596
2627730861,460030627,12.51272
49400008,4617044646,3.64468
460030631,460030629,1.99684
460030654,460030631,1.25352
460030660,460030631,0.88004
460030633,460030632,2.002
460030660,460030633,1.28528
460030635,460030633,2.22364
460030635,460030634,2.02748
460030637,460030635,2.5036
460030665,460030635,2.727
460030637,460030636,2.03588
460030657,460030637,1.28148
460030638,460030637,3.06984
49316528,49784384,7.73316
49068748,49316528,12.67636
460030692,460030638,1.25504
460030641,460030639,3.58172
49084656,49644205,3.1814
460030645,460030643,4.65152
49124536,49644210,3.42924
49607864,49644210,8.02384
460030646,460030645,1.93596
460030686,460030645,1.23388
460030695,460030645,0.8488
460030648,460030647,1.85652
460030686,460030648,1.22688
460030651,460030648,2.12452
460030651,460030649,2.0274
460030654,460030651,1.4158
460030697,460030651,1.527
49054401,49054399,1.4944
460030655,460030652,1.29688
460030661,460030652,2.18024
460030686,460030652,1.40256
49054403,49054402,1.2568
49064329,49054403,2.69996
49074674,49054403,6.60788
49054411,49054404,7.0184
49066195,49054404,11.1404
49474393,49054404,9.4148
460030655,460030654,2.33064
48857795,48857791,34.04116
460030655,460030656,2.34856
460030661,460030656,1.22752
460030660,460030656,3.70424
49124525,48857793,4.28736
460030692,460030657,2.50912
48949288,48857795,8.10428
49054414,49054411,6.79028
49282301,49054411,2.22744
459996582,460030661,1.68768
295207630,1128640020,2.402369231
49054419,49054414,9.08332
3404068554,49054414,9.11836
460030665,460030663,0.7218
460030668,460030665,4.47632
459996582,460030668,1.32024
49054420,49054419,4.1102
49054420,49054419,19.72444
49264852,49054420,4.51864
49537293,49185493,16.5684
49185496,49185495,2.8232
49185497,49185496,1.82292
49202538,49185497,16.1704
48923354,49213973,11.3122
49185503,49185500,2.21744
460030678,460030676,2.2122
460030704,460030678,2.61716
460030681,460030678,2.60628
49069918,49185503,7.96512
49256957,49185503,3.12236
460030681,460030679,2.04768
460030683,460030681,2.33416
49129503,49185506,3.66508
460030698,460030683,2.97892
460030685,460030683,1.554
360612582,275963505,7.454646154
275963070,360612582,9.56992
3902394682,2630779625,7.6496
4503739091,2630779625,13.62852
2824140368,2630779625,14.35292
459996584,460030698,2.67016
460030701,460030698,2.30536
460030700,460030699,2.46488
460030702,460030699,2.289
460030706,460030699,1.63276
3581010755,49382124,2.33896
460030701,460030700,2.18324
459996585,460030700,2.89612
460030712,460030701,1.84836
460030704,460030701,2.15236
49251056,49251055,2.76744
49085816,49251055,2.83456
460030704,460030702,4.52188
460030710,460030702,6.05708
49251060,49251058,4.89596
460030710,460030704,5.2226
49407642,49251060,2.27808
49407638,49251060,2.33244
460030713,460030710,1.22416
49251068,49251063,3.607
49185540,49185532,10.24472
49524741,49185532,3.5272
49347254,49185532,6.70904
48885320,49644282,2.35184
49523783,49644282,3.47076
459996585,460030714,2.56228
2627765242,460030714,0.32576
49251072,49251068,2.85476
49251075,49251074,5.65288
49317722,49251074,2.1038
49185557,49185540,9.85896
49347254,49185540,8.34888
49190824,49251075,5.73568
49473573,49251075,3.90156
49775373,49775368,3.60512
49385882,49775368,3.06328
49783819,49775368,5.59548
49068727,49578764,3.7118
49661379,49578764,3.61876
49054477,49054477,3.06564
49077261,49054477,3.27684
49271124,49578767,10.94468
49068720,49578767,3.27076
49661382,49578767,3.21924
49650679,49578775,4.85284
49279981,49578775,6.78528
49084426,49578775,3.53208
49578775,49650664,7.65356
49581270,48988952,1.25572
49398807,48988952,15.0056
2440028311,48988952,2.89756
4341864644,48988952,4.7244
49403732,49185561,3.72196
49185563,49185561,7.60156
49344041,49185563,2.34268
49401454,49251099,7.452
49251101,49251099,2.29732
49070842,49251099,4.50152
49580563,49644328,2.78572
49648328,49644328,6.6636
49409251,49644328,6.60304
49251119,49251115,4.59392
49120989,49316654,3.88364
49474289,49316654,6.75156
49251120,49251119,4.62376
49393239,49251120,8.33072
49393243,49251120,8.04208
49515067,49251123,8.0636
49515219,49251123,8.31908
49251126,49251123,4.53784
49251128,49251126,4.64996
49277520,4619207479,3.39444
4619207481,4619207479,6.45696
49515071,49251128,8.06876
49595049,49251128,8.3236
49069130,49251128,4.56796
49058109,49578811,1.87824
49718498,49578811,3.21552
49471619,48988990,7.99676
49251135,49541777,8.09088
49069130,49251135,4.53928
49644357,49644357,66.462
1272506672,49644357,2.43008
49251144,49251143,4.63828
49410255,49251143,8.29704
3393379979,49251143,2.27736
2668996615,49251143,2.49076
49515083,49251144,8.08388
49251146,49251144,4.65368
49251148,49251146,4.53792
49467771,49251148,8.30004
49467774,49251148,8.083
49082412,49447761,6.15184
49447763,49447761,2.863085714
517001414,49447761,1.959285714
49515095,49251153,8.086
304926844,49251153,7.64952
49251157,49251153,3.96568
49068859,49447763,7.10708
276557813,49447763,3.448828571
49056511,5556831059,4.74424
49056512,5556831059,2.81364
49202823,49513299,1.48096
49515098,49251157,8.10256
49251162,49251157,4.08136
49195205,49513305,6.64756
49202823,49513305,3.4658
49251164,49251162,4.0514
49515100,49251164,8.09392
49251167,49251164,3.99552
49193923,49251167,4.05516
49193923,49251171,4.02552
49251175,49251171,3.99528
49515108,49251175,8.11412
49251176,49251175,4.02152
49120110,49120109,4.1358
49083483,49120109,3.45104
49120112,49120110,1.95516
49519881,49120112,3.73884
49251187,49251185,2.31184
49251188,49251187,2.31188
49535156,49251188,8.3308
49056853,49251195,4.80368
49251197,49251195,0.59744
49269557,49251197,8.39056
49251201,49251197,2.71772
49251203,49251201,1.88168
49056854,49251201,4.80404
49578892,49578883,8.52
49251204,49251203,1.54072
49054598,49054597,9.9606
49054604,49054598,7.34476
49056855,49251204,4.83244
48945711,49251209,5.69116
48953583,49251209,3.13648
281868835,49251209,2.37736
49578895,49578892,3.72204
49649498,49578892,8.60756
49407278,49578895,14.89172
1630990704,49251217,0.74324
49539233,49251217,4.1932
49120826,49251217,6.87272
49327027,49120149,2.29792
49120154,49120149,6.6508
49327043,49120149,14.29452
3695767827,49251222,0.67224
49087869,49087868,0.30912
49316761,49316768,23.74204
49316768,49316761,8.96444
49054619,49054617,5.00508
49403834,49054619,3.9542
49403837,49054619,7.12184
49251225,49251224,0.51252
49538868,49251224,2.51212
3695767827,49251224,2.58236
49069386,49251225,8.91204
49074471,49251225,3.53892
49120160,49120154,5.31292
49143416,49316768,10.71636
49251242,49251239,1.85552
49251244,49251242,2.19592
49515117,49251244,8.13288
49063813,49578933,3.16608
49583532,49578933,2.28612
49076768,49578933,6.51708
49127051,49251260,3.59116
49251260,4343304781,11.05016
2138479351,49251260,7.77348
49076768,49578950,2.22508
49583387,49578950,2.80916
49120208,49120203,8.4732
49251281,49251281,4.34192
49251281,49251288,15.85808
4621304792,4621304789,5.83112
49407203,49251288,2.58328
49251288,4341493376,9.4414
4619276313,49251292,1.99696
49336844,49251292,4.49432
4341493386,49251292,2.04024
1922597856,1922597853,3.2328
4341493606,49251303,0.59536
49251303,49251305,3.05676
49401317,49251303,25.54704
49144649,49251303,13.69744
4341493602,49251305,0.48904
49251305,4341493591,6.77828
2627765229,2627765228,1.70508
1376384906,49578992,8.05852
49534600,49578992,11.58236
2627765242,2627765232,2.06568
2627765244,2627765233,2.18504
2627765248,2627765235,2.17564
2627765247,2627765236,1.6768
461827506,3011347441,6.19528
3011347441,2900087287,18.572
2900087256,3011347441,16.91
4341493594,49251316,0.55676
49251316,49251320,2.80556
4341493591,49251316,8.5374
4341269496,4341269495,0.53228
2627765251,2627765240,1.84096
2627765243,2627765242,0.65152
2627765244,2627765243,0.97112
2627765252,2627765243,1.7944
2627765245,2627765244,0.40592
2627765246,2627765245,1.23648
2627765253,2627765245,1.78044
2627765254,2627765246,1.76896
2627765248,2627765246,1.58688
2627765255,2627765248,1.77848
2627765251,2627765248,1.44672
4341493597,49251320,0.56264
49320972,49251320,1.71716
49474289,49775617,1.4834
2627765256,2627765251,1.78344
49201194,49382402,20.61336
4341626949,49251336,0.51016
49320988,49251336,2.88172
49721872,49120269,3.5628
49345973,49120269,3.6472
49120283,49120269,12.91436
49251350,49251349,0.99776
49251352,49251350,2.4724
49056859,49251352,4.72084
49251353,49251352,2.11768
49251354,49251353,2.01452
49056861,49251354,4.76336
49251356,49251354,2.67216
49712002,49120283,4.365
49251357,49251356,1.31304
49056863,49251357,4.78216
49064750,49251357,3.37528
1376384925,49579039,0.47556
49579041,49579039,5.39348
4341810271,49120287,0.47264
49120287,49478744,4.63324
49077437,49120287,3.04876
1376384925,49579041,5.50976
4341626961,49251360,0.7628
49251360,48949039,6.75504
49251362,49251366,2.80768
49251362,3832910231,4.93008
4341753436,49251362,3.95996
49120292,49120291,5.3596
49331746,49120291,15.29248
49120293,49120292,9.77688
49331754,49120292,15.29344
49054762,49054759,6.95488
49120294,49120293,0.84508
49267147,49120293,4.0496
49054763,49054762,2.69788
3588222860,49054762,8.57112
49477150,49054763,2.90932
4341753424,49251366,0.47736
3832910231,49251366,2.63404
49251366,49251367,2.99712
49251367,4341753424,3.1528
49251368,49251367,6.49588
49454649,49251368,2.71772
49251370,49251368,6.35076
49454645,49251370,29.79988
49519961,49251370,5.61764
49251372,49251370,4.06456
1257280567,49251372,8.21088
49251372,4341753443,4.20912
49216308,49382440,20.75044
49201194,49382440,13.1568
4343003580,49251375,0.53008
4341753443,49251375,3.52056
49054774,49054773,2.607
49054775,49054774,13.80576
49054776,49054775,8.20904
49054777,49054776,6.62844
49319595,49054776,4.86124
49319594,49054776,3.88816
49054781,49054777,3.39504
49069364,49251382,5.81284
49406880,49251382,3.4738
49080908,49251382,3.644133333
49251387,49069367,5.8152
49080908,49251387,3.5816
49341908,49054781,1.1846
49341918,49054781,3.33724
49316929,49316927,1.95884
49054799,49054788,9.8202
49067162,49054788,3.32184
49054813,49054788,6.17848
49054813,49054799,0.97772
49054809,49054799,12.99844
49064377,49382483,3.14736
49196899,49382483,9.70356
5717787732,49130445,5.8076
5536083417,5717787732,4.51944
2774570832,49251412,0.43104
49251412,49069369,5.105233333
49527425,49120341,1.50028
5294959648,49120341,10.34164
49347561,49316951,1.44788
49316954,49316951,3.07496
2774570832,49251414,4.10152
317506791,49251414,4.68012
48953582,49251414,3.58868
49069370,49251414,6.25044
49054812,49054809,1.81668
49054811,49054809,2.84488
49054846,49054811,1.74784
49054839,49054811,7.58528
49054813,49054812,7.2858
49054846,49054812,2.50208
49054815,49054814,1.39548
49054817,49054815,1.91064
49054848,49054817,1.139
49054829,49054817,9.84924
49064379,49382496,3.40884
49196906,49382496,3.0732
5970691171,5970691175,2.91032
49060091,5970691171,2.08252
49513585,49513571,9.55928
49516914,49513571,4.83256
5970691175,49060093,1.55976
49054849,49054829,0.96096
49054839,49054829,10.24908
49513600,49513585,8.18984
49335682,49513585,11.40232
49054847,49054839,0.80692
49054847,49054846,3.89784
49054849,49054847,4.74016
49054849,49054848,5.29712
49067174,49054848,7.6706
49120386,49120383,5.49836
49120383,49460596,2.99456
49460606,49120383,4.72092
49081908,49113968,4.6488
49067942,49120397,7.38676
49076655,49120397,11.07792
49782658,49120397,7.70616
49448083,49448078,1.83708
49068723,49710228,8.7364
49448096,49448083,1.01716
49056291,49448083,9.15052
2626657807,49382547,4.77152
48997385,48989344,6.25296
49383872,48989345,9.83544
49084420,49644708,2.06368
49382570,49382567,12.945
49130725,49382567,6.1602
48885602,49448105,0.76692
49338193,49644713,1.83228
49130727,49382570,7.71784
49130731,49382576,6.1424
49382577,49382576,7.93736
49130732,49382577,6.15584
5863015604,5863015602,1.09268
49382586,49382584,20.35792
49130712,49382584,6.08964
49317051,49317049,0.68464
49130718,49382586,6.07124
49382592,49382586,10.8136
49317051,49317063,11.13491111
1713024428,49317051,4.148244444
4253844889,49579196,11.54828
49054912,49054911,3.10456
49054912,49054911,22.15804
49054912,49054911,15.59568
49390704,49054911,12.6508
49054913,49054912,3.10508
49579215,49579201,8.48948
49068079,49054913,14.9572
49081950,49054913,6.18624
49120449,5536084066,1.7606
48883531,49120450,0.99676
5536084066,49120450,6.81288
49717386,49775814,4.10768
49056484,49775814,6.73788
49672855,49775814,14.3324
49543113,49317063,22.75628
49317063,49317064,2.013244444
49671257,49644744,5.29676
49579215,1162855048,6.933
4341811821,49579215,7.83784
49054947,49054946,3.9352
49395529,49054947,6.19292
49054948,49054947,3.62752
49214885,49054948,3.14044
49054949,49054948,6.82168
49121979,49054949,4.06916
49121983,49054949,3.36956
49054950,49054949,6.35592
49121983,49054950,8.20052
49054951,49054950,5.16456
49786702,49054951,3.91248
49054952,49054951,4.36768
49054953,49054952,3.66868
49210646,49054953,17.54288
49719439,49054953,3.96472
49054954,49054953,3.14616
49210646,49054954,14.59824
49054955,49054954,3.27336
49203019,49579243,3.89948
49579259,49579243,20.52924
49389900,49579243,14.8338
49202438,49054956,6.5484
49054959,49054956,11.17108
49054955,49054956,3.2778
49054958,49054956,2.77384
49080323,49054955,10.81256
49083681,49054955,4.89972
49080323,49054958,17.69388
49054959,49054958,3.23992
49136587,49054960,3.71036
49382659,49382633,18.2054
459378385,2644502409,1.2318
459378386,2644502409,4.73472
2644502411,2644502409,6.15912
459378385,2644502411,1.1978
459378381,2644502411,10.43304
49075718,49579259,5.84156
49452511,49579259,5.70796
3643121556,3701376252,2.2612
49202181,49382659,4.84172
49133283,49382659,17.30484
49120523,49120522,4.05976
49073975,49120522,3.9626
49144561,49120522,3.56252
49120524,49120523,4.02356
49120609,49120523,3.97344
49120525,49120524,4.0898
49144570,49120524,4.02928
49072330,49120525,4.05204
49602383,49120525,1.88288
49144571,49120525,3.99776
49120526,49120527,4.00968
49144578,49120527,4.061
49343475,49579280,13.52796
49144575,49120526,3.99148
3581904154,3581904145,1.99352
3581904146,3581904145,3.36008
3581904151,3581904145,3.81884
3581904153,3581904146,1.93532
3581904143,3581904146,0.81252
652444951,652444947,10.34204
652444981,652444947,4.26232
652444973,652444947,16.15248
652444952,652444951,3.63044
652444958,652444951,2.69568
652444974,652444952,2.79848
652444955,652444952,3.95868
49120538,49120537,4.47796
49058787,49120537,3.2322
1734863774,49120537,4.43672
49120539,49120538,4.55472
49731533,49120538,3.34
49058785,49120538,2.95368
49120540,49120539,4.5126
49120541,49120540,4.4884
49058782,49120541,3.26472
49061968,49120542,1.24016
3581906109,3581904151,3.83544
49065739,3581904151,2.72212
3581904153,3581904154,3.35288
3581904156,3581904154,0.85976
1406583015,652444955,0.85712
652444957,652444955,2.76816
3581904155,3581904153,0.84912
652444972,652444959,8.79012
49336794,652444959,6.40624
652444961,652444959,5.92676
49120548,49120545,6.63888
49064167,49120545,5.68248
652444963,652444962,3.00936
49336794,652444962,3.68952
652444967,652444962,3.02564
49064162,49120548,3.32988
652444966,652444965,1.27624
652444999,652444965,10.17128
652444988,652444965,5.42812
652444973,652444972,4.82736
652444974,652444973,2.33276
1406583011,652444974,11.5526
49137376,49055030,3.22356
49055037,49055030,13.14816
652444984,652444982,3.62052
652445018,652444984,2.1224
652444985,652444984,5.49088
652444988,652444984,13.57776
652444988,652444986,2.65412
652445003,652444986,2.94992
49137385,49055037,3.38404
49055044,49055037,11.20944
49137395,49055044,3.39256
652445003,652444999,6.15284
652445007,652444999,2.32552
652445006,652445003,3.85704
652445009,652445008,1.8628
652445014,652445008,4.43456
652445038,652445008,3.13768
652445014,652445012,2.49676
652445017,652445014,1.5396
49382745,49382744,3.46364
49335922,49382744,3.32696
49734623,49382744,2.96136
4253844852,4253844827,5.41968
49606357,49382745,4.23964
49120603,49120606,6.929
49121348,49120603,1.87556
652445037,652445021,3.18376
652445035,652445021,10.8168
49121151,49120606,1.86388
49121150,49120606,1.06556
49120615,49120609,5.00312
49144570,49120609,3.98648
49144561,49120609,4.3314
652445031,652445028,2.9586
652445050,652445028,1.66948
49318155,49382758,4.99952
652445032,652445031,2.93088
652445038,652445031,4.46928
5686549097,49513833,15.51172
5686549066,49513833,2.64488
652445035,652445034,3.19612
652445033,652445034,2.01128
652445038,652445034,8.41524
652445037,652445035,8.24584
652445038,652445037,3.20104
652445045,652445042,5.47864
49322397,49579380,3.23316
4253844859,4253844852,16.6466
4253844889,4253844852,17.0944
652445046,652445045,2.00776
652445049,652445046,5.516
652445055,652445046,7.173
652445050,652445049,3.38968
652445057,652445049,7.12436
49120635,49120634,1.79228
49069922,49120635,7.76384
652445059,652445050,4.23704
652445093,652445060,3.27508
652445061,652445060,2.07076
652445092,652445060,15.46532
652445064,652445063,4.41648
652445062,652445063,1.72864
652445065,652445063,5.19508
49055115,49055112,3.47036
49187870,49055112,2.6206
49055249,49513862,7.72344
49055117,49055115,2.4994
49671973,49055115,5.3824
652445096,652445062,5.8372
652445093,652445062,5.04916
49542011,49055117,3.62924
49542016,49055117,5.3532
49644935,49644933,1.65736
49406135,49644933,3.6948
49013067,5523932560,47.81276
652445067,652445066,3.08764
652445096,652445066,7.10544
652445086,652445066,6.71744
49513871,49513867,4.2058
652445072,652445067,4.44204
652445068,652445067,9.21428
652445099,652445068,4.69468
652445096,652445068,2.66376
49606901,49120654,6.06808
652445076,652445074,2.03984
652445086,652445074,7.45028
49056094,49644946,3.71336
652445081,652445076,8.77956
652445081,652445076,7.47212
652445117,652445081,8.23284
652445091,652445086,5.25832
461827575,365069729,2.56316
365069739,365069729,6.86548
652445117,652445091,3.81332
652445093,652445092,3.17972
49068167,1283556775,0.26324
49068166,1283556775,7.04748
1715064502,365069739,0.7404
461827575,365069739,8.42232
49120691,49120690,8.21068
49055157,49055155,2.58896
49215640,49055155,1.99844
49405150,49055155,5.46824
49321129,49120691,7.93876
49120692,49120691,8.09504
49579454,49579446,7.66796
49077144,49579446,11.46088
49120693,49120692,8.22864
49120695,49120693,6.37824
49581264,49120693,8
49255288,49120695,9.2834
49120696,49120695,7.75704
49120697,49120696,4.58124
49121776,49055164,13.7952
49070698,49120697,9.53404
49120699,49120697,3.76896
49513915,49513914,6.10684
49186242,49186241,1.51956
49186251,49186242,3.81784
49120699,49120700,0.08952
49055179,49055173,5.18628
3327509721,49317324,26.63044
3256194416,49317324,7.544457143
49063810,49186253,3.36296
49186251,49186253,3.4586
49538542,49186253,13.63264
49253524,49186251,9.63908
49055190,49055182,6.56852
49055180,49055182,3.24792
48932369,49055182,16.51804
49674435,49055180,3.3074
49317333,49317332,3.404942857
49585739,49317333,7.20728
49055195,49055190,5.42532
49317336,1713024428,3.12812
2356790496,49317336,1.47564
49215639,49055195,3.83808
49396318,49645019,4.32188
49055200,49055197,2.57492
49064348,49055197,4.25176
49055206,49055200,15.51716
49064223,49055206,3.7524
49064222,49055206,3.21436
49606408,49120743,8.96364
49120746,49120743,7.79248
49120749,49120746,5.7962
49147055,49448436,7.93108
48957731,48957730,0.31416
49344930,49448439,7.625
49056520,48957731,7.29892
48935003,48957731,4.39464
49539039,49448445,4.07312
49448448,49448447,2.5506
49056250,49317377,1.6366
49129360,49317377,1.3536
49456280,49317377,5.63216
48957733,48957732,0.34248
49057131,48957732,3.97228
49318998,48957733,3.48472
49126187,49317380,6.58304
49317383,49317380,3.3172
49317384,49317383,1.51464
49126148,49317383,8.04184
49317385,49317384,1.66196
49126149,49317385,7.98832
49186331,49186315,3.81648
49209854,49055244,2.71036
49055247,49055244,2.65516
49134867,49055244,10.94872
49057297,49448460,1.65448
49057297,49448459,2.92536
48948924,49448459,2.42108
49055249,49055247,4.31452
49741461,49579536,4.35968
49516491,49579536,3.65176
49073164,49579536,5.6218
49055251,49055249,2.55356
49126136,49317388,8.19732
49190465,49317388,4.02968
49126142,49317396,8.11284
48867144,49317396,6.00456
49398351,49018768,0.3358
49126143,49317398,8.16216
48867146,49317398,5.95568
48867142,49317400,1.896
49126144,49317400,8.19776
48867148,49317400,5.97368
48885623,49317401,1.94536
48867142,49317401,2.1072
49126145,49317401,8.1266
48867149,49317401,6.009
49191072,49186331,2.57164
1742439963,1742439998,0.55296
1742439963,1742439967,5.045057143
1742439999,1742439963,0.67524
49317409,49317407,3.17484
49655492,49317407,8.12632
49527152,49317407,8.06024
49061938,49317407,3.31756
6306057223,1742439967,1.70576
1742439967,1742439971,10.3164
49519809,49317409,8.18
49519799,49317409,8.09888
1742439990,1742439971,0.51864
1742439971,1742439978,9.16508
49065102,49448486,7.83004
49715178,49448486,4.16496
49341380,49448486,8.00432
6208261659,3402597927,0.4508
3402597927,1342894694,1.80472
1342894694,3402597927,0.60192
49120810,49120809,1.12084
48953579,49120809,4.56376
49539248,49120809,9.4866
49317419,49317418,1.9288
49126171,49317419,8.04216
49317422,49317419,3.60256
49126173,49317422,8.0774
1742439983,1742439978,0.370371429
49120821,49120810,12.02684
1742439983,1742439990,9.2504
49126179,49317431,4.59904
49069378,49120822,3.87116
49137419,49579577,2.99228
49741491,49579577,7.11444
49069378,49120824,2.53048
1630990687,49120826,0.478
281868835,49120826,1.56564
49083511,49317436,8.12228
49120830,49120829,3.90124
49120832,49120831,4.78516
49120832,49282612,3.45084
49120833,49120832,4.65996
49282611,49120832,3.4058
1268352577,1268352597,0.75156
49120834,49120833,4.66396
49466663,49120833,3.422
49216488,49382972,15.2008
1742439998,1742440000,0.67556
1742439999,1742179644,5.54764
1742440000,1742439999,0.57752
1711664868,1742440000,5.72892
49261050,49514051,12.5668
49506115,49514051,6.7146
3402597960,3402597959,4.7886
49260156,3402597960,3.85948
49120838,1469023916,0.77972
1361902309,49120838,4.48972
49519920,3402597964,0.30948
49394447,49251920,3.84644
49252085,49251920,0.94764
1268352590,459981407,0.57404
1268352575,1268352590,3.04908
49382994,49382991,8.3116
49460408,49382991,3.96896
49260643,49382994,7.83708
49467800,49382994,4.05112
49519920,3402597970,1.87816
49120853,49120852,5.54576
1268352597,1268352575,3.24792
48872394,49120854,12.92984
49267201,49120854,1.36864
49120857,49120856,6.24496
49120857,49120856,10.916
49580682,49120856,2.885
49120859,49120858,8.12472
49127421,49514076,7.76048
49411136,49514076,19.44028
49336981,49514076,29.16408
49120864,49120861,12.67748
49120860,49120861,5.6554
49260649,49120864,3.6806
49064068,49120864,8.75016
49061114,49251934,2.82616
49251934,1924782551,21.27712
49061868,49251934,6.851425
1924782550,49251934,22.12512
49317476,49317475,3.56104
3657275052,49317475,6.86868
49383450,49514084,3.15664
49127421,49514084,4.92928
49482350,49120871,5.79276
49282260,49120873,8.5524
49061868,49251946,1.6231
49251947,49251946,3.124125
49003094,1268352619,2.42672
49257163,49251947,1.01004
49251951,49251947,4.29475
1350616497,1268352622,0.4772
49282524,49251951,2.09384
49069707,49317490,3.34584
49273264,49317490,12.88876
49055351,49055347,9.827266667
49583594,49055347,5.242
49267104,1288078966,5.05688
3402687858,49055351,28.6202
49055355,49055354,3.697
49055972,49055354,12.0956
49055973,49055355,11.77253333
49074682,3639314054,2.03052
3639314056,3639314054,4.0392
49074681,3639314056,2.04224
49777729,49776271,5.84628
49712826,49317521,3.17244
49514141,49064050,1.43528
49260608,49514141,7.51816
49055395,49055394,2.83772
49346812,49055395,9.038
49055408,49055396,17.14764
49133707,49055396,20.00804
49075658,49055396,7.48628
49252005,49252003,6.271525
49191102,49252005,15.54296
49252014,49252005,5.91725
49472379,49514150,7.97224
49669304,49514150,3.70408
1469023916,49466669,2.56724
49252026,49252014,5.23735
49055409,49055408,1.12628
1833036120,49055408,6.6914
49055411,49055410,3.95172
49274491,49055410,3.61924
49274489,49055410,2.7258
49055412,49055411,5.717
49055415,49055412,3.92528
49082547,49186483,6.52304
49074580,49186483,3.57248
49082541,49186483,6.6332
49143186,49186486,7.1508
49055416,49055415,4.07292
49146015,49055415,3.2638
49146003,49055415,13.61588
49055417,49055416,3.41496
49529313,49055416,1.4522
49529304,49055416,14.75064
49056848,49383092,7.3518
49124679,4598695612,5.56552
49282781,274958007,1.5194
49120962,49120954,8.41204
49346001,49252026,2.06296
1702090542,49252026,1.7474
356615869,356615868,3.07224
356616551,356615869,3.27096
356616781,356615869,4.01848
356616192,356615869,7.3488
49120983,49120963,4.6448
4598726636,49317573,8.19804
49534770,49317573,3.408
49317580,49317578,3.25844
4598726636,49317578,6.3724
49317581,49317580,2.82316
49460849,49317581,1.52008
49317588,49317581,3.09332
49460838,49317581,12.938
49252046,1702080036,15.5103
49080110,49252046,1.9308
1702080035,49252046,13.42997143
49058291,49317588,5.57252
49120987,49120983,3.10148
5665621725,5665621724,3.30372
5665621726,5665621724,0.89028
5665621727,5665621726,6.59216
49317610,49317600,8.56836
