id,num
1114,2514
1115,2365
1116,3774
1117,1376
1118,1401
1119,3821
1120,2556
1121,827
1122,4206
1123,1956
1124,94
1125,1900
1126,1421
1127,2880
1128,2259
1129,655
1130,2464
1131,2303
1132,1121
1133,446
1134,1798
1135,5291
1136,1257
1137,1430
1138,3075
1139,2258
1140,1419
1141,3110
1142,367
1143,1984
1144,1090
1145,3328
1146,2027
1147,1762
1148,4411
1149,3614
1150,1944
1151,2448
1152,1515
1153,1582
1154,2086
1155,1785
1156,147
1157,3121
1158,2038
1159,2193
1160,1710
1161,1588
1162,1631
1163,2072
1164,1375
1165,2698
1166,4333
1167,314
1168,4420
1169,2606
1170,4927
1171,1398
1172,2742
1173,3000
1174,1711
1175,3008
1176,1606
1177,3348
1178,1654
1179,5470
1180,2555
1181,2310
1182,892
1183,1162
1184,2947
1185,2306
1186,3163
1187,1266
1188,997
1189,3200
1190,1454
1191,700
1192,748
1193,3129
1194,3599
1195,3364
1196,836
1197,2568
1198,3473
1199,3726
1200,1432
1201,2993
1202,163
1203,4487
1204,2035
1205,1846
1206,1822
1207,2084
1208,1185
1209,1669
1210,1350
1211,2563
1212,3796
1213,2541
1214,1428
1215,2643
1216,1122
1217,4753
1218,1744
1219,1386
1220,1707
1221,1683
1222,735
1223,1989
1224,1791
1225,2103
1226,1523
1227,3040
1228,3537
1229,1547
1230,2795
1231,1469
1232,1769
1233,1830
1234,3367
1235,2700
1236,2541
1237,2839
1238,2576
1239,2978
1240,3528
1241,2316
1242,4656
1243,2195
1244,1579
1245,2660
1246,3670
1247,1312
1248,3361
1249,1501
1250,1629
1251,1860
1252,2066
1253,3051
1254,3353
1255,1786
1256,2624
1257,1631
1258,4476
1259,1743
1260,4152
1261,2824
1262,1497
1263,1159
1264,402
1265,417
1266,4663
1267,3535
1268,4044
1269,5341
1270,843
1271,5325
1272,3875
1273,2505
1274,946
1275,1516
1276,1760
1277,4476
1278,3834
1279,680
1280,3114
1281,826
1282,3861
1283,1759
1284,2915
1285,1786
1286,2581
1287,2744
1288,1272
1289,1835
1290,963
1291,3320
1292,4805
1293,1998
1294,3857
1295,727
1296,1764
1297,2980
1298,2721
1299,1161
1300,4576
1301,2631
1302,2365
1303,1778
1304,2633
1305,2235
1306,1096
1307,1865
1308,3313
1309,1440
1310,751
1311,442
1312,3955
1313,4093
1314,3254
1315,265
1316,4076
1317,1300
1318,1952
1319,1026
1320,2410
1321,2117
1322,2104
1323,4637
1324,1415
1325,673
1326,1069
1327,1813
1328,1643
1329,2720
1330,960
1331,2600
1332,1914
1333,894
1334,1676
1335,2344
1336,2552
1337,1375
1338,3122
1339,1126
1340,2506
1341,1485
1342,784
1343,2270
1344,2130
1345,1052
1346,1866
1347,3134
1348,2042
1349,1675
1350,2691
1351,1371
1352,1616
1353,3041
1354,2541
1355,2934
1356,3895
1357,1390
1358,1786
1359,2643
1360,1551
1361,3839
1362,3996
1363,1510
1364,5470
1365,5237
1366,1110
1367,3275
1368,1901
1369,2042
1370,2337
1371,2092
1372,3858
1373,349
1374,2123
1375,1795
1376,2518
1377,1309
1378,5025
1379,2065
1380,1345
1381,2773
1382,2434
1383,1765
1384,773
1385,1972
1386,919
1387,1764
1388,1752
1389,1730
1390,1773
1391,2884
1392,1557
1393,2508
1394,462
1395,602
1396,196
1397,2750
1398,1365
1399,2197
1400,2820
1401,4474
1402,1989
1403,2017
1404,1957
1405,1520
1406,871
1407,3899
1408,3777
1409,2470
1410,4642
1411,1831
1412,2285
1413,4650
1414,1528
1415,3688
1416,1452
1417,1319
1418,1883
1419,2484
1420,1143
1421,2688
1422,3305
1423,3057
1424,4242
1425,3190
1426,1397
1427,2376
1428,823
1429,836
1430,2661
1431,1454
1432,3871
1433,2581
1434,1413
1435,2410
1436,2014
1437,526
1438,1611
1439,1201
1440,4063
1441,3048
1442,1366
1443,2571
1444,2284
1445,2257
1446,2534
1447,2866
1448,5432
1449,3096
1450,2161
1451,2085
1452,2581
1453,925
1454,1987
1455,2461
1456,1861
1457,1542
1458,2086
1459,4763
1460,3350
1461,2685
1462,2583
1463,4646
1464,1474
1465,2809
1466,2328
1467,1417
1468,420
1469,821
1470,711
1471,3019
1472,2088
1473,1531
1474,4321
1475,1783
1476,4488
1477,3316
1478,4572
1479,3993
1480,1686
1481,2350
1482,1649
1483,1953
1484,2134
1485,1735
1486,1079
1487,3220
1488,1713
1489,1151
1490,2376
1491,2005
1492,313
1493,2796
1494,2643
1495,1922
1496,2801
1497,3023
1498,2804
1499,3350
1500,398
1501,1779
1502,1698
1503,909
1504,4590
1505,780
1506,2371
1507,3114
1508,1262
1509,4404
1510,4421
1511,3492
1512,1885
1513,2272
1514,2627
1515,1101
1516,893
1517,1867
1518,4503
1519,419
1520,1138
1521,4919
1522,3108
1523,2640
1524,1285
1525,1287
1526,3282
1527,1747
1528,2473
1529,1416
1530,875
1531,2189
1532,2600
1533,1096
1534,2678
1535,2110
1536,3361
1537,1548
1538,1381
1539,3487
1540,3282
1541,1319
1542,1124
1543,3035
1544,2116
1545,1753
1546,4538
1547,3563
1548,2742
1549,3676
1550,3250
1551,948
1552,1516
1553,2844
1554,1493
1555,4283
1556,952
1557,3955
1558,2387
1559,1764
1560,3978
1561,2642
1562,880
1563,5060
1564,1983
1565,5244
1566,700
1567,2392
1568,1343
1569,2391
1570,3921
1571,3421
1572,1134
1573,1676
1574,4727
1575,1100
1576,2569
1577,1372
1578,2801
1579,1232
1580,1838
1581,2207
1582,5157
1583,4801
1584,1355
1585,1963
1586,714
1587,2905
1588,4480
1589,2783
1590,2510
1591,1782
1592,2756
1593,1078
1594,2392
1595,233
1596,2529
1597,2233
1598,2038
1599,1610
1600,1681
1601,4710
1602,1040
1603,2345
1604,1054
1605,2984
1606,2145
1607,680
1608,1054
1609,444
1610,2397
1611,3315
1612,1843
1613,3362
1614,1259
1615,2209
1616,1423
1617,3214
1618,3459
1619,1516
1620,5115
1621,1658
1622,1774
1623,2518
1624,2718
1625,1642
1626,2137
1627,476
1628,1628
1629,4337
1630,650
1631,2864
1632,3453
1633,722
1634,3405
1635,3517
1636,1592
1637,1724
1638,2211
1639,4029
1640,3335
1641,2974
1642,809
1643,1996
1644,3879
1645,1771
1646,5146
1647,424
1648,834
1649,3728
1650,4696
1651,1824
1652,2688
1653,1558
1654,5315
1655,2255
1656,1539
1657,2638
1658,2556
1659,2368
1660,2036
1661,2417
1662,778
1663,2207
1664,3098
1665,3341
1666,2240
1667,4714
1668,2121
1669,695
1670,409
1671,2839
1672,1607
1673,2866
1674,1086
1675,569
1676,2655
1677,1462
1678,2230
1679,2595
1680,2061
1681,4317
1682,1677
1683,477
1684,2024
1685,1081
1686,5109
1687,2210
1688,2678
1689,2786
1690,947
1691,1360
1692,1485
1693,1872
1694,3846
1695,1795
1696,1343
1697,1819
1698,2336
1699,194
1700,1597
1701,1146
1702,1843
1703,1692
1704,4109
1705,872
1706,1609
1707,2736
1708,3210
1709,3227
1710,2630
1711,465
1712,966
1713,1843
1714,3995
1715,2957
1716,1914
1717,2579
1718,1745
1719,805
1720,1391
1721,1952
1722,1039
1723,4347
1724,1543
1725,1170
1726,2037
1727,2314
1728,3212
1729,4609
1730,2660
1731,774
1732,3028
1733,2116
1734,2952
1735,1511
1736,4335
1737,1336
1738,1612
1739,2204
1740,3097
1741,3233
1742,2547
1743,2051
1744,4776
1745,3811
1746,1660
1747,1707
1748,3142
1749,2671
1750,2097
1751,1847
1752,877
1753,1969
1754,3607
1755,2412
1756,1125
1757,1515
1758,2358
1759,1494
1760,1674
1761,2765
1762,724
1763,1221
1764,2159
1765,1714
1766,5188
1767,2700
1768,2706
1769,4149
1770,353
1771,955
1772,1933
1773,1697
1774,2207
1775,2017
1776,1248
1777,499
1778,1455
1779,936
1780,5172
1781,5195
1782,1268
1783,2058
1784,2178
1785,1755
1786,3352
1787,3859
1788,675
1789,3555
1790,1889
1791,3540
1792,2835
1793,2746
1794,2702
1795,2431
1796,1761
1797,2227
1798,1246
1799,2163
1800,1056
1801,671
1802,2094
1803,1979
1804,901
1805,596
1806,937
1807,3357
1808,3382
1809,2325
1810,1918
1811,2214
1812,1285
1813,1865
1814,3583
1815,3304
1816,2340
1817,975
1818,1602
1819,3252
1820,1784
1821,2790
1822,2844
1823,2728
1824,3538
1825,1817
1826,870
1827,1521
1828,946
1829,2893
1830,2170
1831,1628
1832,956
1833,5133
1834,2348
1835,3617
1836,835
1837,1323
1838,2794
1839,3273
1840,329
1841,1334
1842,3579
1843,4282
1844,1618
1845,3429
1846,3718
1847,3156
1848,1823
1849,2935
1850,4583
1851,4054
1852,3680
1853,3902
1854,2821
1855,1366
1856,4020
1857,965
1858,2343
1859,2356
1860,2601
1861,1995
1862,2031
1863,2007
1864,2817
1865,1636
1866,796
1867,468
1868,2859
1869,5415
1870,2384
1871,684
1872,2490
1873,1644
1874,5308
1875,876
1876,1971
1877,3777
1878,2923
1879,154
1880,2693
1881,2142
1882,4959
1883,1403
1884,1913
1885,2759
1886,4190
1887,1315
1888,1440
1889,4722
1890,1211
1891,1129
1892,1030
1893,2983
1894,1182
1895,1475
1896,3177
1897,1345
1898,1991
1899,4631
1900,4533
1901,4510
1902,3004
1903,2500
1904,2866
1905,2323
1906,2781
1907,4098
1908,251
1909,2550
1910,1244
1911,1922
1912,1473
1913,1465
1914,1811
1915,1594
1916,1074
1917,2604
1918,131
1919,2880
1920,2742
1921,661
1922,4102
1923,5221
1924,724
1925,3758
1926,830
1927,1137
1928,1755
1929,2201
1930,4812
1931,1500
1932,1804
1933,1647
1934,2778
1935,2634
1936,3068
1937,2293
1938,3001
1939,1371
1940,4601
1941,2033
1942,2115
1943,1922
1944,861
1945,4347
1946,516
1947,2006
1948,646
1949,4036
1950,1895
1951,1561
1952,2184
1953,2464
1954,4744
1955,2553
1956,2683
1957,4329
1958,3514
1959,1467
1960,3810
1961,1932
1962,559
1963,487
1964,1235
1965,831
1966,979
1967,1155
1968,578
1969,1519
1970,2968
1971,3079
1972,2687
1973,2563
1974,1355
1975,3616
1976,2899
1977,4986
1978,611
1979,2974
1980,4264
1981,4515
1982,2640
1983,1555
1984,1838
1985,1497
1986,953
1987,1017
1988,1325
1989,4134
1990,2052
1991,927
1992,2617
1993,4063
1994,2032
1995,2292
1996,2102
1997,862
1998,2737
1999,2368
2000,4777
2001,1054
2002,506
2003,1883
2004,1757
2005,3454
2006,3242
2007,4690
2008,1480
2009,2573
2010,2637
2011,1627
2012,2268
2013,2389
2014,2109
2015,656
2016,1142
2017,2864
2018,839
2019,588
2020,4105
2021,4097
2022,4438
2023,3053
2024,1447
2025,2668
2026,2394
2027,3072
2028,878
2029,2335
2030,4536
2031,1592
2032,727
2033,826
2034,3229
2035,2715
2036,4956
2037,900
2038,1509
2039,2538
2040,2874
2041,1626
2042,928
2043,2671
2044,1834
2045,804
2046,854
2047,587
2048,551
2049,1898
2050,391
2051,522
2052,519
2053,631
2054,713
2055,3076
2056,1830
2057,1059
2058,777
2059,584
2060,629
2061,423
2062,828
2063,1371
2064,1291
2065,723
2066,173
2067,1684
2068,492
2069,2331
2070,835
2071,1108
2072,365
2073,962
2074,572
2075,2236
2076,833
2077,2107
2078,1530
2079,1169
2080,907
2081,1513
2082,522
2083,1042
2084,178
2085,650
2086,687
2087,720
2088,965
2089,1120
2090,307
2091,321
2092,769
2093,4945
2094,1374
2095,1852
2096,1004
2097,1456
2098,355
2099,712
2100,1628
2101,2173
2102,751
2103,912
2104,903
2105,4592
2106,990
2107,2200
2108,408
2109,1622
2110,1159
2111,1196
2112,607
2113,675
2114,1743
2115,614
2116,1076
2117,557
2118,1520
2119,228
2120,890
2121,920
2122,596
2123,1954
2124,1338
2125,1240
2126,1373
2127,1082
2128,1687
2129,788
2130,2732
2131,642
2132,3241
2133,1006
2134,435
2135,1987
2136,763
2137,1190
2138,2013
2139,1454
2140,624
2141,2788
2142,582
2143,3442
2144,819
2145,2837
2146,842
2147,3277
2148,2229
2149,660
2150,534
2151,384
2152,653
2153,432
2154,1865
2155,1193
2156,609
2157,840
2158,654
2159,1299
2160,212
2161,1169
2162,487
2163,746
2164,1552
2165,1009
2166,1050
2167,1041
2168,1245
2169,747
2170,553
2171,1119
2172,890
2173,456
2174,1465
2175,1280
2176,1851
2177,937
2178,641
2179,895
2180,2112
2181,2213
2182,569
2183,408
2184,625
2185,2648
2186,406
2187,1278
2188,1032
2189,1007
2190,1678
2191,1375
2192,961
2193,1141
2194,2636
2195,191
2196,941
2197,1461
2198,456
2199,908
2200,505
2201,1528
2202,2625
2203,715
2204,1009
2205,704
2206,1692
2207,243
2208,789
2209,878
2210,269
2211,1504
2212,2966
2213,1888
2214,1439
2215,543
2216,1183
2217,382
2218,1693
2219,1383
2220,1416
2221,1778
2222,774
2223,1194
2224,445
2225,410
2226,1037
2227,662
2228,1592
2229,836
2230,3784
2231,637
2232,2136
2233,465
2234,1823
2235,1584
2236,1617
2237,3330
2238,1983
2239,516
2240,2532
2241,1158
2242,2865
2243,816
2244,1068
2245,1144
2246,303
2247,538
2248,2947
2249,948
2250,1294
2251,915
2252,1033
2253,1948
2254,963
2255,1726
2256,845
2257,1654
2258,1275
2259,510
2260,3133
2261,2143
2262,786
2263,1203
2264,525
2265,805
2266,867
2267,457
2268,1014
2269,234
2270,582
2271,227
2272,1732
2273,497
2274,1877
2275,1193
2276,1768
2277,568
2278,4350
2279,1076
2280,3146
2281,2213
2282,409
2283,944
2284,198
2285,830
2286,863
2287,2243
2288,1598
2289,742
2290,1375
2291,802
2292,478
2293,1482
2294,535
2295,1185
2296,922
2297,2789
2298,873
2299,1082
2300,284
2301,759
2302,1756
2303,3905
2304,662
2305,937
2306,641
2307,1290
2308,530
2309,1625
2310,1334
2311,1789
2312,1676
2313,655
2314,886
2315,872
2316,858
2317,2368
2318,468
2319,918
2320,578
2321,1485
2322,1620
2323,1422
2324,1728
2325,1140
2326,489
2327,3872
2328,588
2329,556
2330,3142
2331,1142
2332,987
2333,752
2334,1449
2335,1320
2336,1161
2337,241
2338,690
2339,3073
2340,1361
2341,3048
2342,1204
2343,1034
2344,317
2345,921
2346,1786
2347,1093
2348,1814
2349,1085
2350,1487
2351,1286
2352,4202
2353,1631
2354,1599
2355,1446
2356,1036
2357,1311
2358,2640
2359,293
2360,243
2361,1784
2362,776
2363,1163
2364,371
2365,352
2366,2726
2367,1430
2368,556
2369,3552
2370,940
2371,532
2372,851
2373,1708
2374,1124
2375,303
2376,503
2377,645
2378,418
2379,970
2380,1730
2381,1197
2382,1322
2383,1835
2384,871
2385,1941
2386,1550
2387,2632
2388,4238
2389,4391
2390,1692
2391,2936
2392,5484
2393,3687
2394,2434
2395,4339
2396,3010
2397,2760
2398,4726
2399,5520
2400,3421
2401,2672
2402,3688
2403,2024
2404,2561
2405,2610
2406,695
2407,2634
2408,2496
2409,1753
2410,1888
2411,3399
2412,3728
2413,2296
2414,2264
2415,5084
2416,3277
2417,4005
2418,3538
2419,5504
2420,2666
2421,2322
2422,1830
2423,3663
2424,2895
2425,4983
2426,1392
2427,3891
2428,1922
2429,481
2430,2729
2431,3822
2432,2009
2433,290
2434,4665
2435,3800
2436,3001
2437,3880
2438,4006
2439,3667
2440,2286
2441,4272
2442,2744
2443,985
2444,3244
2445,3112
2446,1055
2447,1401
2448,1180
2449,2737
2450,2896
2451,3136
2452,2961
2453,2724
2454,1737
2455,1658
2456,2344
2457,4007
2458,2763
2459,1966
2460,2334
2461,3739
2462,3238
2463,3619
2464,628
2465,4391
2466,1607
2467,4657
2468,1316
2469,1501
2470,1665
2471,4142
2472,4968
2473,4072
2474,3544
2475,5467
2476,3061
2477,930
2478,2446
2479,1272
2480,315
2481,2844
2482,324
2483,4373
2484,1629
2485,2912
2486,5201
2487,1680
2488,2795
2489,3877
2490,2193
2491,1657
2492,492
2493,2405
2494,1994
2495,1420
2496,2731
2497,1842
2498,3900
2499,2230
2500,3457
2501,1949
2502,2270
2503,4415
2504,3345
2505,4078
2506,1965
2507,4919
2508,2178
2509,3821
2510,1279
2511,2287
2512,3615
2513,4399
2514,4110
2515,2004
2516,3906
2517,2279
2518,1484
2519,1588
2520,2970
2521,2954
2522,2586
2523,2330
2524,2684
2525,1817
2526,2506
2527,2213
2528,1583
2529,3251
2530,5096
2531,2447
2532,5106
2533,3145
2534,4996
2535,4340
2536,2428
2537,5319
2538,3744
2539,960
2540,1900
2541,2268
2542,5154
2543,5372
2544,2699
2545,3830
2546,2082
2547,3151
2548,2869
2549,3558
2550,2382
2551,2285
2552,572
