nid,access,base_speed,bridge,from,highway,junction,key,landuse,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,weigth,tunnel,width,geometry
275453258,,65,,275453258,motorway,,0,,3,80.679,65 mph,Escondido Freeway,True,123461870,CA 15,,275537160,1.241215385,,,"LINESTRING (-117.1180803 32.7138382, -117.118198 32.7134873, -117.1183359 32.7131455)"
275537160,,65,yes,275537160,motorway,,0,,3,438.286,65 mph,Escondido Freeway,True,"[116425349, 123461870, 116425335]",CA 15,,275453833,6.742861538,,,"LINESTRING (-117.1183359 32.7131455, -117.1188926 32.7118644, -117.1190797 32.7114063, -117.1195437 32.71027, -117.1198227 32.7094098)"
275537160,,25,yes,275537160,motorway_link,,0,,"['1', '2']",387.267,25 mph,,True,"[436315276, 436453550, 116425329, 116425331, 5954456]",,,275453905,15.49068,,,"LINESTRING (-117.1183359 32.7131455, -117.118704 32.7125204, -117.1189824 32.71187, -117.1190357 32.7117455, -117.1192141 32.7114281, -117.119404 32.7110902, -117.1194632 32.7110181, -117.1195351 32.7109633, -117.1195969 32.7109342, -117.1196639 32.71092, -117.1197542 32.7109154, -117.119839 32.7109255, -117.1199185 32.7109599, -117.1199814 32.7109994, -117.1199943 32.7110159, -117.1200417 32.7110764, -117.1200801 32.7111782, -117.1200758 32.7113533, -117.1200629 32.7115019, -117.1200495 32.7116385)"
275453833,,65,yes,275453833,motorway,,0,,3,486.522,65 mph,Escondido Freeway,True,"[26427203, 26427204, 116425335]",CA 15,,275453264,7.484953846,,,"LINESTRING (-117.1198227 32.7094098, -117.1201445 32.7082623, -117.1203488 32.7073201, -117.1205767 32.7062444, -117.1207485 32.7051076)"
275453264,,25,yes,275453264,motorway_link,,0,,2,468.87300000000005,25 mph,,True,"[436453552, 105281162, 5942539, 105281213]",,,48908879,18.754920000000002,,,"LINESTRING (-117.1207485 32.7051076, -117.1208998 32.7044907, -117.1210841 32.7033812, -117.1211392 32.7031683, -117.1212623 32.7030216, -117.1213594 32.7029128, -117.1216079 32.7027197, -117.1218295 32.7025688, -117.1219358 32.7024572, -117.1220291 32.7022418, -117.1220336 32.7019795, -117.1220324 32.701674, -117.1220046 32.7013592, -117.1219195 32.7012244)"
275453264,,65,,275453264,motorway,,0,,"['3', '4', '5']",482.087,65 mph,Escondido Freeway,True,"[123461866, 26427204, 123461871]",CA 15,,275453267,7.416723077,,,"LINESTRING (-117.1207485 32.7051076, -117.1208427 32.7041956, -117.1208722 32.7035312, -117.1208707 32.7027597, -117.1208859 32.7023385, -117.1209868 32.7007785)"
275453267,,65,,275453267,motorway,,0,,5,221.27599999999998,65 mph,Escondido Freeway,True,123461871,CA 15,,48929646,3.404246154,,,"LINESTRING (-117.1209868 32.7007785, -117.1209705 32.7000703, -117.1210259 32.6987895)"
48929646,,65,yes,48929646,motorway_link,,0,,"['3', '2']",1324.733,65 mph,,True,"[106882512, 25288914, 32124861, 123461887]",,,275451860,20.38050769,,,"LINESTRING (-117.1210259 32.6987895, -117.1209753 32.6980896, -117.1209333 32.6962593, -117.1208483 32.695016, -117.1207855 32.6933266, -117.120734 32.6929004, -117.1206139 32.6924381, -117.1204421 32.6919882, -117.1202018 32.6914754, -117.1198069 32.6908975, -117.1194636 32.6905074, -117.1191117 32.6901896, -117.1187017 32.689866, -117.1182897 32.6896131, -117.1177919 32.6893531, -117.1171653 32.6890569, -117.1162355 32.6885468)"
48929646,,65,yes,48929646,motorway,,0,,3,344.51800000000003,65 mph,Escondido Freeway,True,"[25469870, 5944342, 25469871]",CA 15,,48929648,5.300276923,,,"LINESTRING (-117.1210259 32.6987895, -117.1211565 32.6962087, -117.1211631 32.6957954, -117.1211716 32.6956938)"
275451860,,25,,275451860,motorway_link,,0,,2,254.805,25 mph,,True,25288669,,,48966584,10.1922,,,"LINESTRING (-117.1162355 32.6885468, -117.1158416 32.6883737, -117.1155074 32.6881842, -117.114937 32.68782, -117.1140417 32.6872)"
275451860,,25,,275451860,motorway_link,,0,,,258.055,25 mph,,True,32124713,,,48877318,10.3222,,,"LINESTRING (-117.1162355 32.6885468, -117.1160563 32.6884218, -117.1156529 32.6881618, -117.1152409 32.6878945, -117.1147945 32.6875694, -117.1144083 32.6872516, -117.1141766 32.6870132)"
48966584,,65,yes,48966584,motorway,,0,,4,890.7080000000001,65 mph,San Diego Freeway,True,"[32124665, 32124722, 32124723, 32124662]",I 5,,278082602,13.7032,,,"LINESTRING (-117.1140417 32.6872, -117.1137045 32.6868904, -117.113128 32.6861977, -117.1128227 32.6857777, -117.1125218 32.6853134, -117.1124515 32.6851499, -117.1120284 32.6842697, -117.1115622 32.6831049, -117.1112154 32.6823032, -117.111202 32.6822637, -117.110343 32.679895)"
278082602,,65,,278082602,motorway,,0,,4,502.275,65 mph,San Diego Freeway,True,32124662,I 5,,360605834,7.727307692,,,"LINESTRING (-117.110343 32.679895, -117.1099863 32.6789782, -117.1098035 32.6785026, -117.1097061 32.678254, -117.1095876 32.6778273, -117.1094901 32.6773516, -117.1094505 32.6767836, -117.1094635 32.6764212, -117.1095077 32.6760723, -117.1095759 32.6757092, -117.1096489 32.6754982)"
360605834,,25,yes,360605834,motorway_link,,0,,,256.83299999999997,25 mph,,True,"[25328347, 32124611]",,,275945751,10.27332,,,"LINESTRING (-117.1096489 32.6754982, -117.1101416 32.6747042, -117.1105649 32.6741316, -117.1107128 32.6739953, -117.1108415 32.6739303, -117.1110046 32.6739086, -117.1111762 32.6739519, -117.111305 32.6740386)"
360605834,,65,yes,360605834,motorway,,0,,4,428.452,65 mph,San Diego Freeway,True,"[32124608, 32124609]",I 5,,275945547,6.591569231,,,"LINESTRING (-117.1096489 32.6754982, -117.109916 32.6747166, -117.1109854 32.6725272, -117.1112215 32.6718846)"
275945547,,65,yes,275945547,motorway,,0,,4,138.067,65 mph,San Diego Freeway,True,"[32124608, 32124558]",I 5,,49752898,2.124107692,,,"LINESTRING (-117.1112215 32.6718846, -117.1112762 32.6716515, -117.1113595 32.6713478, -117.1114253 32.6710762, -117.1114781 32.6706634)"
49752898,,25,yes,49752898,motorway_link,,0,,,259.172,25 mph,,True,"[25328459, 419141175]",,,49024098,10.36688,,,"LINESTRING (-117.1114781 32.6706634, -117.111655 32.6701434, -117.1117494 32.6696305, -117.1118095 32.6694498, -117.1119039 32.6692764, -117.1120326 32.6691102, -117.1122129 32.6689585, -117.1123646 32.6688823, -117.1127021 32.6687129)"
49752898,,65,yes,49752898,motorway,,0,,4,523.684,65 mph,San Diego Freeway,True,"[32124581, 32124558]",I 5,,48993403,8.056676923,,,"LINESTRING (-117.1114781 32.6706634, -117.1115262 32.6696883, -117.1115296 32.6694351, -117.1114661 32.6688935, -117.111262 32.667748, -117.1106527 32.6660457)"
48993403,,65,yes,48993403,motorway,,0,,4,328.61300000000006,65 mph,San Diego Freeway,True,"[32124581, 136517101, 136517106, 136517110, 136517113]",I 5,,48857761,5.055584615,,,"LINESTRING (-117.1106527 32.6660457, -117.1104166 32.6654532, -117.1102971 32.6651732, -117.1101542 32.66483, -117.1100107 32.6644843, -117.1097418 32.6638543, -117.1094931 32.6632564)"
48857761,,65,yes,48857761,motorway,,0,,4,736.202,65 mph,San Diego Freeway,True,"[136517104, 136517113, 136517100]",I 5,,48857765,11.32618462,,,"LINESTRING (-117.1094931 32.6632564, -117.1083028 32.6602757, -117.108106 32.6598167, -117.1078289 32.659149, -117.1076001 32.6585702, -117.1069235 32.6569994)"
48857761,,25,,48857761,motorway_link,,0,,"['3', '2']",374.79,25 mph,,True,"[436597780, 419140949, 436597782]",,,48857762,14.9916,,,"LINESTRING (-117.1094931 32.6632564, -117.1092611 32.6623722, -117.1089871 32.6613567, -117.1088163 32.6607238, -117.1087713 32.6605552, -117.1086852 32.6602326, -117.1086294 32.6599655)"
48857765,,65,,48857765,motorway,,0,,4,97.334,65 mph,San Diego Freeway,True,136517100,I 5,,49022210,1.4974461540000001,,,"LINESTRING (-117.1069235 32.6569994, -117.1065674 32.656177)"
49022210,,25,yes,49022210,motorway_link,,0,,2,1278.5919999999999,25 mph,,True,"[25287232, 5952975, 25287220, 251817046, 436601595]",,,48883743,51.143679999999996,,,"LINESTRING (-117.1065674 32.656177, -117.1061898 32.6550425, -117.1051734 32.6520888, -117.105059 32.6517144, -117.1049045 32.6513676, -117.1047243 32.6511435, -117.1045526 32.6509701, -117.1042436 32.6507533, -117.1039947 32.6506449, -117.1037115 32.6505365, -117.1032737 32.6504498, -117.1027327 32.650439, -117.1022867 32.6505076, -117.101236 32.6508144, -117.0999365 32.6511877, -117.0978738 32.651816)"
49022210,,65,yes,49022210,motorway,,0,,4,818.9830000000001,65 mph,San Diego Freeway,True,"[136517100, 25287205, 25287207]",I 5,,49752930,12.59973846,,,"LINESTRING (-117.1065674 32.656177, -117.106041 32.655052, -117.105543 32.653897, -117.105293 32.653316, -117.104505 32.651472, -117.103917 32.650186, -117.103576 32.6492577)"
49752930,,25,yes,49752930,motorway_link,,0,,2,728.235,25 mph,,True,"[25215504, 436601600, 25215508, 436601599]",,,274956156,29.1294,,,"LINESTRING (-117.103576 32.6492577, -117.1034215 32.6485351, -117.1031125 32.6474293, -117.1027691 32.6463019, -117.1025546 32.6451528, -117.1024773 32.6447336, -117.1023057 32.644206, -117.1022541 32.6440476, -117.101855 32.6428786)"
49752930,,65,,49752930,motorway,,0,,4,624.596,65 mph,San Diego Freeway,True,"[436601594, 25287207]",I 5,,274955960,9.609169231000001,,,"LINESTRING (-117.103576 32.6492577, -117.102865 32.64739, -117.102776 32.647124, -117.102577 32.64653, -117.1017538 32.6438561)"
274955960,,65,,274955960,motorway,,0,,"['4', '5']",505.31800000000004,65 mph,San Diego Freeway,True,"[436601592, 6054248]",I 5,,275724229,7.7741230770000005,,,"LINESTRING (-117.1017538 32.6438561, -117.1011586 32.642037, -117.1009044 32.6413424, -117.1006551 32.6407331, -117.1001275 32.639526)"
275724229,,65,,275724229,motorway,,0,,4,375.88,65 mph,San Diego Freeway,True,6054248,I 5,,275723159,5.7827692310000005,,,"LINESTRING (-117.1001275 32.639526, -117.0997136 32.6384746, -117.0989107 32.6363048)"
275723159,,65,,275723159,motorway,,0,,4,446.62800000000004,65 mph,San Diego Freeway,True,6054248,I 5,,49282629,6.8712,,,"LINESTRING (-117.0989107 32.6363048, -117.0979089 32.6339247, -117.097594 32.6329407, -117.0974034 32.6324965)"
49282629,,65,,49282629,motorway,,0,,4,775.53,65 mph,San Diego Freeway,True,6054248,I 5,,275721486,11.93123077,,,"LINESTRING (-117.0974034 32.6324965, -117.0947896 32.6258785)"
49282629,,25,,49282629,motorway_link,,0,,3,349.43199999999996,25 mph,,True,"[25215817, 436598270]",,,5896496242,13.977279999999999,,,"LINESTRING (-117.0974034 32.6324965, -117.0973562 32.6321326, -117.0970807 32.6312056, -117.0968537 32.6304515, -117.0967707 32.6302407, -117.0964196 32.629475)"
275721486,,65,,275721486,motorway,,0,,4,85.539,65 mph,San Diego Freeway,True,6054248,I 5,,275719065,1.315984615,,,"LINESTRING (-117.0947896 32.6258785, -117.094415 32.6251769)"
275719065,,65,yes,275719065,motorway,,0,,4,710.768,65 mph,San Diego Freeway,True,"[6054248, 32124288, 32124287]",I 5,,275718753,10.93489231,,,"LINESTRING (-117.094415 32.6251769, -117.0934008 32.6225147, -117.093209 32.6220095, -117.0921875 32.6190669)"
275719065,,25,,275719065,motorway_link,,0,,2,336.46,25 mph,,True,"[436297762, 436297765, 419139965]",,,3581916699,13.4584,,,"LINESTRING (-117.094415 32.6251769, -117.0942276 32.6243019, -117.0939873 32.6234055, -117.0939487 32.623242, -117.093759 32.6224375, -117.0937298 32.6223139, -117.0937143 32.6222707, -117.0936936 32.6222136)"
275718753,,65,,275718753,motorway,,0,,4,291.404,65 mph,San Diego Freeway,True,32124288,I 5,,49750671,4.483138462,,,"LINESTRING (-117.0921875 32.6190669, -117.0920753 32.6187771, -117.0918447 32.6180743, -117.091758 32.6177066, -117.0916672 32.6172209, -117.0915876 32.6165039)"
49750671,,25,,49750671,motorway_link,,0,,2,346.41,25 mph,,True,"[436258251, 419139478]",,,275712415,13.8564,,,"LINESTRING (-117.0915876 32.6165039, -117.0915638 32.6154003, -117.0915665 32.6149631, -117.0915734 32.6135373, -117.0915283 32.6133937)"
49750671,,65,,49750671,motorway,,0,,4,678.71,65 mph,San Diego Freeway,True,32124288,I 5,,48894571,10.44169231,,,"LINESTRING (-117.0915876 32.6165039, -117.0914839 32.6156252, -117.0908435 32.6104324)"
48894571,,65,,48894571,motorway,,0,,4,323.026,65 mph,San Diego Freeway,True,32124288,I 5,,48980518,4.969630769,,,"LINESTRING (-117.0908435 32.6104324, -117.0907417 32.6093678, -117.0905411 32.6075386)"
48980518,,25,,48980518,motorway_link,,0,,2,347.38699999999994,25 mph,,True,"[436258256, 436258258, 5949439]",,,49676243,13.89548,,,"LINESTRING (-117.0905411 32.6075386, -117.0905666 32.606959, -117.0905977 32.6060699, -117.0906367 32.6058635, -117.0906995 32.6055197, -117.0907574 32.6053613, -117.0909231 32.6049255, -117.0910301 32.6044597)"
48980518,,65,,48980518,motorway,,0,,4,699.9910000000001,65 mph,San Diego Freeway,True,32124288,I 5,,48980566,10.76909231,,,"LINESTRING (-117.0905411 32.6075386, -117.090103 32.6038862, -117.0897787 32.6012763)"
49676243,,25,yes,49676243,secondary,,0,,4,182.847,25 mph,Palomar Street,False,"[25466545, 25466547, 436259271]",,,48967631,7.31388,,,"LINESTRING (-117.0910301 32.6044597, -117.0903357 32.6043886, -117.0896391 32.6043168, -117.0890916 32.604267)"
49676243,,25,,49676243,motorway_link,,0,,2,375.434,25 mph,,True,"[419139312, 436258253]",,,48980566,15.01736,,,"LINESTRING (-117.0910301 32.6044597, -117.0908194 32.6041106, -117.0907281 32.6039574, -117.090473 32.6035366, -117.0901503 32.6028025, -117.0897787 32.6012763)"
49676243,,25,,49676243,unclassified,,0,,,120.84200000000001,25 mph,Palomar Street,False,178116765,,,49578060,4.83368,,,"LINESTRING (-117.0910301 32.6044597, -117.091377 32.604496, -117.0914551 32.6045033, -117.0917097 32.6045269, -117.0918087 32.6045361, -117.0921339 32.6045664, -117.0923118 32.6045829)"
48967631,,25,,48967631,motorway_link,,0,,,37.372,25 mph,,True,5948330,,,275668816,1.49488,,,"LINESTRING (-117.0890916 32.604267, -117.0890572 32.6043766, -117.0891614 32.6045813)"
48967631,,25,,48967631,secondary,,0,,,25.963,25 mph,Palomar Street,False,257050755,,,277499769,1.03852,,,"LINESTRING (-117.0888159 32.604243, -117.0889415 32.6042538, -117.0890916 32.604267)"
48967631,,25,yes,48967631,secondary,,0,,4,182.847,25 mph,Palomar Street,False,"[25466545, 25466547, 436259271]",,,49676243,7.31388,,,"LINESTRING (-117.0910301 32.6044597, -117.0903357 32.6043886, -117.0896391 32.6043168, -117.0890916 32.604267)"
277499769,,35,,277499769,secondary,,0,,,46.486999999999995,35 mph,Palomar Street,True,436254426,,,4343408567,1.3282,,,"LINESTRING (-117.0888159 32.604243, -117.0886352 32.6041616, -117.0884288 32.6041458, -117.088346 32.6041334)"
277499769,,25,,277499769,secondary,,0,,,25.963,25 mph,Palomar Street,False,257050755,,,48967631,1.03852,,,"LINESTRING (-117.0888159 32.604243, -117.0889415 32.6042538, -117.0890916 32.604267)"
4343408567,,25,,4343408567,secondary_link,,0,,,30.912,25 mph,,True,436453478,,,49357703,1.23648,,,"LINESTRING (-117.088346 32.6041334, -117.0881665 32.6041665, -117.0881229 32.604175, -117.08809 32.6041841, -117.0880612 32.6041976, -117.088045 32.6042227)"
4343408567,,35,,4343408567,secondary,,0,,,27.842,35 mph,Palomar Street,True,436254426,,,2626657808,0.795485714,,,"LINESTRING (-117.088346 32.6041334, -117.0880534 32.6040894)"
2626657808,,35,,2626657808,secondary,,0,,4,233.578,35 mph,Palomar Street,True,"[436254392, 436254426]",,,49353643,6.673657143,,,"LINESTRING (-117.0880534 32.6040894, -117.0879879 32.6040795, -117.0879293 32.6040707, -117.0866951 32.6039523, -117.086311 32.6039105, -117.0857354 32.6038478, -117.0855791 32.6038307)"
2626657808,,25,,2626657808,residential,,0,,,211.5,25 mph,East Frontage Road,False,257051133,,,49242368,8.46,,,"LINESTRING (-117.0880534 32.6040894, -117.0880664 32.6039884, -117.0880761 32.6039469, -117.0881056 32.6038202, -117.0881606 32.6036809, -117.0882413 32.6035436, -117.0883296 32.6034307, -117.0884384 32.6033242, -117.0885367 32.6032427, -117.0885728 32.6032149, -117.0886181 32.603176, -117.0887607 32.6030574, -117.0888927 32.6029286, -117.0890352 32.6027257, -117.0890978 32.6025769, -117.0891227 32.6024701)"
49353643,,35,,49353643,secondary,,0,,4,193.954,35 mph,Palomar Street,True,"[436254409, 436254381, 526981565]",,,2626658170,5.5415428570000005,,,"LINESTRING (-117.0855791 32.6038307, -117.085457 32.6038169, -117.0853588 32.6038095, -117.0852921 32.603804, -117.0842465 32.6037159, -117.0841952 32.6037114, -117.0835195 32.6036521)"
49353643,,25,,49353643,tertiary,,0,,,17.918,25 mph,Industrial Boulevard,False,257051236,,,2626657806,0.71672,,,"LINESTRING (-117.0856395 32.6039836, -117.0855791 32.6038307)"
49353643,,25,,49353643,tertiary,,0,,,208.537,25 mph,Industrial Boulevard,False,257051236,,,49242367,8.34148,,,"LINESTRING (-117.084877 32.602051, -117.0851206 32.6026683, -117.0852396 32.6029701, -117.0855374 32.6037249, -117.0855791 32.6038307)"
2626658170,,35,,2626658170,secondary,,0,,4,197.21900000000002,35 mph,Palomar Street,True,"[436254362, 436254375]",,,2626655756,5.634828571,,,"LINESTRING (-117.0835195 32.6036521, -117.083413 32.6036427, -117.0831493 32.603615, -117.0823599 32.6035322, -117.08143 32.6034347)"
2626658170,,25,,2626658170,unclassified,,0,,,16.137,25 mph,,False,257051172,,,2626658169,0.64548,,,"LINESTRING (-117.0835195 32.6036521, -117.0835223 32.6037972)"
2626658170,,25,,2626658170,unclassified,,0,,,91.89399999999999,25 mph,,False,257051172,,,2626658171,3.67576,,,"LINESTRING (-117.0835366 32.6028258, -117.0835215 32.603556, -117.0835195 32.6036521)"
2626655756,,35,,2626655756,secondary,,0,,5,255.6,35 mph,Palomar Street,True,"[436254403, 257050757]",,,6050254515,7.302857143,,,"LINESTRING (-117.08143 32.6034347, -117.081303 32.6034175, -117.0803829 32.6033346, -117.0798446 32.6032917, -117.0796977 32.60328, -117.079162 32.6032373, -117.0790136 32.6032281, -117.0788316 32.6032537, -117.0787216 32.6032819)"
2626655756,,25,,2626655756,unclassified,,0,,,16.08,25 mph,,False,257050760,,,2626655777,0.6432,,,"LINESTRING (-117.0814277 32.6035793, -117.08143 32.6034347)"
2626655756,,25,,2626655756,unclassified,,0,,4,82.08,25 mph,,False,257050753,,,2626655758,3.2832,,,"LINESTRING (-117.0814192 32.6026966, -117.0814291 32.6032577, -117.08143 32.6034347)"
6050254515,,35,,6050254515,secondary,,0,,,16.327,35 mph,Palomar Street,True,155590962,,,3573013993,0.466485714,,,"LINESTRING (-117.0787216 32.6032819, -117.078557 32.6033302)"
6050254515,,25,,6050254515,secondary,,0,,2,152.06,25 mph,Broadway,True,170188841,,,4343385137,6.0824,,,"LINESTRING (-117.0787216 32.6032819, -117.0786867 32.6031954, -117.0784117 32.6024754, -117.0782176 32.601982)"
3573013993,,25,,3573013993,secondary,,0,,5,14.027000000000001,25 mph,Broadway,True,436250854,,,49099274,0.56108,,,"LINESTRING (-117.078557 32.6033302, -117.0786046 32.6034498)"
3573013993,,35,,3573013993,secondary,,0,,"['3', '4']",86.69200000000001,35 mph,Palomar Street,True,"[436254353, 155590962, 436254397]",,,49116146,2.476914286,,,"LINESTRING (-117.078557 32.6033302, -117.0784713 32.6033636, -117.078315 32.6034224, -117.0781382 32.6034708, -117.0780407 32.6034975, -117.0778865 32.6035394, -117.077713 32.6036382)"
49116146,,35,,49116146,secondary,,0,,5,86.677,35 mph,Palomar Street,True,"[351508195, 436254371]",,,49099274,2.476485714,,,"LINESTRING (-117.077713 32.6036382, -117.0779207 32.6036323, -117.0782151 32.6035523, -117.0785242 32.6034679, -117.0786046 32.6034498)"
49116146,,40,,49116146,secondary,,0,,"['4', '2']",213.90900000000002,40 mph,Orange Avenue,False,"[436254349, 436254318]",,,49116138,5.347725,,,"LINESTRING (-117.077713 32.6036382, -117.0776354 32.603511, -117.077591 32.603443, -117.077438 32.603298, -117.0773572 32.6032462, -117.077271 32.603191, -117.0772073 32.6031618, -117.077164 32.603142, -117.0771094 32.6031287, -117.076897 32.603077, -117.076688 32.603058, -117.076553 32.603046, -117.076251 32.603018, -117.0761618 32.6030101, -117.075979 32.602994, -117.0757463 32.6029723, -117.075722 32.60297)"
49116146,,35,,49116146,secondary,,0,,5,155.497,35 mph,Palomar Street,False,"[436254416, 436254412]",,,49266265,4.4427714289999996,,,"LINESTRING (-117.076134 32.604069, -117.076538 32.603958, -117.076709 32.603911, -117.0767463 32.6039006, -117.076881 32.603863, -117.0771005 32.603801, -117.077164 32.603783, -117.0772749 32.6037513, -117.077346 32.603731, -117.077461 32.603699, -117.0775361 32.6036784, -117.077713 32.6036382)"
49266265,,25,,49266265,residential,,0,,,128.153,25 mph,Crann Avenue,False,5978469,,,49116138,5.126119999999999,,,"LINESTRING (-117.076134 32.604069, -117.0761018 32.603983, -117.0757606 32.6030729, -117.075722 32.60297)"
49266265,,35,,49266265,secondary,,0,,5,155.497,35 mph,Palomar Street,False,"[436254416, 436254412]",,,49116146,4.4427714289999996,,,"LINESTRING (-117.076134 32.604069, -117.076538 32.603958, -117.076709 32.603911, -117.0767463 32.6039006, -117.076881 32.603863, -117.0771005 32.603801, -117.077164 32.603783, -117.0772749 32.6037513, -117.077346 32.603731, -117.077461 32.603699, -117.0775361 32.6036784, -117.077713 32.6036382)"
49266265,,35,,49266265,secondary,,0,,5,76.145,35 mph,Palomar Street,False,436254416,,,49056576,2.175571429,,,"LINESTRING (-117.076134 32.604069, -117.075363 32.604286)"
49056576,,35,,49056576,secondary,,0,,5,77.619,35 mph,Palomar Street,False,"[436254416, 436254378]",,,49426577,2.217685714,,,"LINESTRING (-117.075363 32.604286, -117.0749446 32.6044036, -117.0746885 32.6044756, -117.074577 32.604507)"
49056576,,35,,49056576,secondary,,0,,5,76.145,35 mph,Palomar Street,False,436254416,,,49266265,2.175571429,,,"LINESTRING (-117.076134 32.604069, -117.075363 32.604286)"
49056576,,25,,49056576,residential,,0,,,163.708,25 mph,William Avenue,False,5956752,,,49056577,6.5483199999999995,,,"LINESTRING (-117.074837 32.602882, -117.0748722 32.6029759, -117.0753259 32.6041869, -117.075363 32.604286)"
49426577,,25,,49426577,residential,,0,,,145.899,25 mph,5th Avenue,False,5998434,,,49422892,5.83596,,,"LINESTRING (-117.074577 32.604507, -117.0746323 32.6046541, -117.074768 32.605015, -117.074921 32.605434, -117.075043 32.605759)"
