nid,access,base_speed,bridge,from,highway,junction,key,landuse,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,weigth,tunnel,width,geometry
49251144,,25,,49251144,residential,,0,,,202.097,25 mph,Marlborough Avenue,False,33413213,,,49515083,8.08388,,,"LINESTRING (-117.1056894 32.7514705, -117.1056898 32.7501444, -117.10569 32.749653)"
49251144,,25,,49251144,secondary,,0,,4,116.34200000000001,25 mph,University Avenue,False,"[436436121, 436435970, 436436070]",,,49251146,4.6536800000000005,,,"LINESTRING (-117.104446 32.749645, -117.1047093 32.7496467, -117.1050771 32.7496491, -117.1053993 32.7496512, -117.10569 32.749653)"
49251146,,25,,49251146,residential,,0,,,207.84400000000002,25 mph,42nd Street,False,33413214,,,49350933,8.31376,,,"LINESTRING (-117.104446 32.749645, -117.104477 32.747776)"
49251146,,25,,49251146,residential,,0,,,201.90200000000002,25 mph,42nd Street,False,33413214,,,49350936,8.076080000000001,,,"LINESTRING (-117.104446 32.749645, -117.104431 32.7514607)"
49251146,,25,,49251146,secondary,,0,,4,116.34200000000001,25 mph,University Avenue,False,"[436436121, 436435970, 436436070]",,,49251144,4.6536800000000005,,,"LINESTRING (-117.104446 32.749645, -117.1047093 32.7496467, -117.1050771 32.7496491, -117.1053993 32.7496512, -117.10569 32.749653)"
49251146,,25,,49251146,secondary,,0,,4,113.448,25 mph,University Avenue,False,"[436436066, 436436077, 436436118]",,,49251148,4.53792,,,"LINESTRING (-117.103233 32.749634, -117.1034802 32.7496356, -117.10385 32.749638, -117.1042004 32.7496421, -117.104446 32.749645)"
49251148,,25,,49251148,secondary,,0,,4,114.36399999999999,25 mph,University Avenue,False,"[436436041, 436436029, 436436133]",,,49098066,4.57456,,,"LINESTRING (-117.103233 32.749634, -117.1029934 32.7496308, -117.10263 32.749626, -117.1023268 32.7496242, -117.1020102 32.7496223)"
49251148,,25,,49251148,secondary,,0,,4,113.448,25 mph,University Avenue,False,"[436436066, 436436077, 436436118]",,,49251146,4.53792,,,"LINESTRING (-117.103233 32.749634, -117.1034802 32.7496356, -117.10385 32.749638, -117.1042004 32.7496421, -117.104446 32.749645)"
49251148,,25,,49251148,residential,,0,,,207.50099999999998,25 mph,Van Dyke Avenue,False,156577352,,,49467771,8.30004,,,"LINESTRING (-117.103256 32.747768, -117.103233 32.749634)"
49251148,,25,,49251148,residential,,0,,,202.075,25 mph,Van Dyke Avenue,False,594134927,,,49467774,8.083,,,"LINESTRING (-117.10321 32.7514512, -117.103233 32.749634)"
49098066,,25,,49098066,secondary,,0,,,190.08599999999998,25 mph,43rd Street,True,594125367,,,2669001502,7.603439999999999,,,"LINESTRING (-117.1020102 32.7496223, -117.1020138 32.749486, -117.1020466 32.7479131)"
49098066,,25,,49098066,secondary,,0,,5,105.41799999999999,25 mph,University Avenue,False,"[436436105, 436435977, 436436086]",,,49251153,4.21672,,,"LINESTRING (-117.100883 32.749615, -117.1013328 32.7496179, -117.1015986 32.7496196, -117.1020102 32.7496223)"
49098066,,25,,49098066,secondary,,0,,4,114.36399999999999,25 mph,University Avenue,False,"[436436041, 436436029, 436436133]",,,49251148,4.57456,,,"LINESTRING (-117.103233 32.749634, -117.1029934 32.7496308, -117.10263 32.749626, -117.1023268 32.7496242, -117.1020102 32.7496223)"
49251153,,25,,49251153,secondary,,0,,5,105.41799999999999,25 mph,University Avenue,False,"[436436105, 436435977, 436436086]",,,49098066,4.21672,,,"LINESTRING (-117.100883 32.749615, -117.1013328 32.7496179, -117.1015986 32.7496196, -117.1020102 32.7496223)"
49251153,,25,,49251153,secondary,,0,,4,202.15,25 mph,Fairmount Avenue,False,"[436435913, 436435898, 436435891, 436435895]",,,49515095,8.086,,,"LINESTRING (-117.100853 32.7514328, -117.1008625 32.7508583, -117.1008662 32.7506294, -117.1008685 32.7504941, -117.1008705 32.750371, -117.1008749 32.7501077, -117.1008778 32.7499301, -117.1008782 32.7499086, -117.100883 32.749615)"
49251153,,25,,49251153,secondary,,0,,4,191.238,25 mph,Fairmount Avenue,False,"[436423088, 436435909, 436435902]",,,304926844,7.64952,,,"LINESTRING (-117.1008977 32.7478952, -117.1008954 32.7481654, -117.1008907 32.7487114, -117.1008865 32.7492046, -117.1008858 32.7492809, -117.100883 32.749615)"
49251153,,25,,49251153,secondary,,0,,5,99.14200000000001,25 mph,University Avenue,False,"[436436170, 436436062]",,,49251157,3.9656800000000003,,,"LINESTRING (-117.099823 32.749603, -117.1003622 32.7496077, -117.100399 32.7496091, -117.1006739 32.7496125, -117.100883 32.749615)"
49515095,,25,,49515095,secondary,,0,,4,202.15,25 mph,Fairmount Avenue,False,"[436435913, 436435898, 436435891, 436435895]",,,49251153,8.086,,,"LINESTRING (-117.100853 32.7514328, -117.1008625 32.7508583, -117.1008662 32.7506294, -117.1008685 32.7504941, -117.1008705 32.750371, -117.1008749 32.7501077, -117.1008778 32.7499301, -117.1008782 32.7499086, -117.100883 32.749615)"
49515095,,25,,49515095,residential,,0,,,98.469,25 mph,Polk Avenue,True,121045743,,,49515098,3.93876,,,"LINESTRING (-117.100853 32.7514328, -117.100332 32.7514288, -117.0998001 32.7514246)"
49515095,,25,,49515095,secondary,,0,,4,193.62400000000002,25 mph,Fairmount Avenue,False,"[436435913, 436279396]",,,49116228,7.744960000000001,,,"LINESTRING (-117.10083 32.753174, -117.1008335 32.7529116, -117.100853 32.7514328)"
49515098,,25,,49515098,residential,,0,,,102.042,25 mph,Polk Avenue,True,121045743,,,49313591,4.08168,,,"LINESTRING (-117.0998001 32.7514246, -117.0992708 32.7514205, -117.098709 32.7514161)"
49515098,,25,,49515098,residential,,0,,,202.56400000000002,25 mph,44th Street,False,34981490,,,49251157,8.10256,,,"LINESTRING (-117.0998001 32.7514246, -117.0998156 32.7501907, -117.0998189 32.7499257, -117.099823 32.749603)"
49515098,,25,,49515098,residential,,0,,,193.64700000000002,25 mph,44th Street,False,34981490,,,49116229,7.7458800000000005,,,"LINESTRING (-117.099777 32.753166, -117.0998001 32.7514246)"
49313591,,25,,49313591,residential,,0,,,100.62899999999999,25 mph,Polk Avenue,True,121045743,,,49515100,4.02516,,,"LINESTRING (-117.098709 32.7514161, -117.0981794 32.751412, -117.097633 32.7514077)"
49313591,,25,,49313591,residential,,0,,,193.81400000000002,25 mph,Highland Avenue,False,594116084,,,49116231,7.752560000000001,,,"LINESTRING (-117.098686 32.753159, -117.098709 32.7514161)"
49313591,,25,,49313591,residential,,0,,,202.39700000000002,25 mph,Highland Avenue,False,"[594116081, 594116084]",,,49251162,8.095880000000001,,,"LINESTRING (-117.098732 32.749596, -117.0987294 32.7498026, -117.098709 32.7514161)"
49515100,,25,,49515100,residential,,0,,,100.527,25 mph,Polk Avenue,True,121045743,,,49358972,4.02108,,,"LINESTRING (-117.097633 32.7514077, -117.097107 32.7514036, -117.0965581 32.7513994)"
49515100,,25,,49515100,residential,,0,,,193.422,25 mph,45th Street,False,118886529,,,49116233,7.73688,,,"LINESTRING (-117.097633 32.7514077, -117.097603 32.753147)"
49515100,,25,,49515100,residential,,0,,,202.34799999999998,25 mph,45th Street,False,118886529,,,49251164,8.093919999999999,,,"LINESTRING (-117.097633 32.7514077, -117.0976472 32.7497914, -117.097649 32.749588)"
49116233,,25,,49116233,residential,,0,,,243.17700000000002,25 mph,45th Street,False,118886529,,,49460424,9.72708,,,"LINESTRING (-117.0975735 32.7553338, -117.097603 32.753147)"
49116233,,25,,49116233,residential,,0,,,193.422,25 mph,45th Street,False,118886529,,,49515100,7.73688,,,"LINESTRING (-117.097633 32.7514077, -117.097603 32.753147)"
49116233,,25,,49116233,tertiary,,0,,,99.226,25 mph,Orange Avenue,False,593611158,,,49116234,3.96904,,,"LINESTRING (-117.096542 32.753139, -117.0970909 32.7531455, -117.097603 32.753147)"
49116233,,25,,49116233,tertiary,,0,,,101.287,25 mph,Orange Avenue,False,593611158,,,49116231,4.051480000000001,,,"LINESTRING (-117.098686 32.753159, -117.098164 32.753155, -117.097603 32.753147)"
49116234,,25,,49116234,residential,,0,,,193.44099999999997,25 mph,Chamoune Avenue,False,5989650,,,49358972,7.73764,,,"LINESTRING (-117.096542 32.753139, -117.0965581 32.7513994)"
49116234,,25,,49116234,residential,,0,,,259.651,25 mph,Chamoune Avenue,False,5989650,,,49358974,10.38604,,,"LINESTRING (-117.096542 32.753139, -117.0965294 32.75489, -117.0965259 32.7550891, -117.096519 32.755474)"
49116234,,25,,49116234,tertiary,,0,,,99.226,25 mph,Orange Avenue,False,593611158,,,49116233,3.96904,,,"LINESTRING (-117.096542 32.753139, -117.0970909 32.7531455, -117.097603 32.753147)"
49116234,,25,,49116234,tertiary,,0,,,100.53299999999999,25 mph,Orange Avenue,False,593611158,,,49116235,4.021319999999999,,,"LINESTRING (-117.095467 32.753132, -117.0960098 32.7531355, -117.096542 32.753139)"
49358974,,25,,49358974,primary,,0,,,37.016999999999996,25 mph,El Cajon Boulevard,False,436278207,US 80 Historic,,49358966,1.48068,,,"LINESTRING (-117.096519 32.755474, -117.096536 32.7554715, -117.096909 32.755417)"
49358974,,25,,49358974,residential,,0,,,259.651,25 mph,Chamoune Avenue,False,5989650,,,49116234,10.38604,,,"LINESTRING (-117.096542 32.753139, -117.0965294 32.75489, -117.0965259 32.7550891, -117.096519 32.755474)"
49358974,,25,,49358974,primary,,0,,5,67.137,25 mph,El Cajon Boulevard,False,"[436278203, 436278212, 436278197]",US 80 Historic,,49193876,2.68548,,,"LINESTRING (-117.09581 32.755569, -117.0959898 32.7555449, -117.0960848 32.7555322, -117.0963155 32.7555013, -117.096519 32.755474)"
